N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[824945215224416, 567, 2269236987445, -2269236987445]
[1447303291875, 1, 11628722608, -11628722608]
[1446700500000, 1, 12231514483, -12231514483]
[23416540232085, 16, 73628000357, 73628000357]
[112643107967520, 77, 305342852329, 305342852329]
[39390591625000, 27, 572766041, -572766041]
[7167908309712150, 4913, 175322557171, 175322557171]
[176526213205888, 121, 4560546555, -4560546555]
[1943828495156250, 1331, 1989983879377, 1989983879377]
[46645139165625, 32, 40685297831, -40685297831]
[10238134173696, 7, 25610072315, 25610072315]
[4503704620236800, 3087, 18508472221, -18508472221]
[17495186996875, 3, 13118390953426, 13118390953426]
[245639011475, 1, 1213293003008, -1213293003008]
[3051834111183, 1, 1592902096700, 1592902096700]
[5303989765425, 1, 3845057750942, 3845057750942]
[275957828531, 1, 1182974185952, -1182974185952]
[2018783309375, 1, 559851294892, 559851294892]
[3558892837500, 1, 2099960823017, 2099960823017]
[1487717038269, 1, 28785023786, 28785023786]
[3888530248174, 3, 488265795275, -488265795275]
[1181020450995, 1, 277911563488, -277911563488]
[3239266693091, 2, 321402664125, 321402664125]
[2667687160125, 2, 250176868841, -250176868841]
[1911043750000, 1, 452111735517, 452111735517]
[1458001789244, 1, 930225239, -930225239]
[873073211920, 1, 585858802563, -585858802563]
[3021456936966, 1, 1562524922483, 1562524922483]
[631584848895, 2, 2286279180071, -2286279180071]
[3011468745285, 1, 1552536730802, 1552536730802]
[2924525288685, 2, 6661259719, 6661259719]
[4380512218236, 1, 2921580203753, 2921580203753]
[140697374620, 1, 1318234639863, -1318234639863]
[4063092751575, 1, 2604160737092, 2604160737092]
[325361891855, 1, 1133570122628, -1133570122628]
[1531696701150, 1, 72764686667, 72764686667]
[3372043691250, 1, 1913111676767, 1913111676767]
[1109724192500, 1, 349207821983, -349207821983]
[1613324042148, 1, 154392027665, 154392027665]
[1168760821683, 1, 290171192800, -290171192800]
[3718811359375, 1, 2259879344892, 2259879344892]
[4170073367460, 1, 2711141352977, 2711141352977]
[1688461229481, 2, 1229402799485, -1229402799485]
[5246568975123, 1, 3787636960640, 3787636960640]
[9628596961945, 3, 5251800918496, 5251800918496]
[620418793737, 1, 838513220746, -838513220746]
[4341454153190, 3, 35341890259, -35341890259]
[2300390308755, 1, 841458294272, 841458294272]
[16049467073745, 11, 1214914432, 1214914432]
[1429587840681, 1, 29344173802, -29344173802]
[1412818046640, 1, 46113967843, -46113967843]
[6769116046875, 1, 5310184032392, 5310184032392]
[1093768046875, 1, 365163967608, -365163967608]
[538126878947, 1, 920805135536, -920805135536]
[1568035214515, 1, 109103200032, 109103200032]
[451998421875, 1, 1006933592608, -1006933592608]
[3558208413760, 1, 2099276399277, 2099276399277]
[708205802850, 1, 750726211633, -750726211633]
[325338728715, 1, 1133593285768, -1133593285768]
[1514404819200, 1, 55472804717, 55472804717]
[27668996154547, 19, 50712120630, -50712120630]
[643312614483, 1, 815619400000, -815619400000]
[2967124450290, 1, 1508192435807, 1508192435807]
[1559658945195, 2, 1358205083771, -1358205083771]
[5061686373590, 3, 684890330141, 684890330141]
[59146591669594, 49, 12341077040073, -12341077040073]
[1675990035720, 1, 217058021237, 217058021237]
[1728272658112, 1, 269340643629, 269340643629]
[231749580517, 1, 1227182433966, -1227182433966]
[1478260637854, 1, 19328623371, 19328623371]
[11839919808717, 8, 168463692853, 168463692853]
[1230104115625, 1, 228827898858, -228827898858]
[4375885218705, 4, 1459842839227, -1459842839227]
[791826849099, 1, 667105165384, -667105165384]
