N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[35300374105841845, 4, 6316936503414919, -6316936503414919]
[1374376751945912000, 133, 9398825811875403, -9398825811875403]
[94014646898321734, 11, 20432957277134367, -20432957277134367]
[42238663890740625, 4, 621353281483861, 621353281483861]
[12022990177493295, 1, 1618662525179104, 1618662525179104]
[10541357089872000, 1, 137029437557809, 137029437557809]
[28052589578090847, 1, 17648261925776656, 17648261925776656]
[9951441946875000, 1, 452885705439191, -452885705439191]
[6622977431070000, 1, 3781350221244191, -3781350221244191]
[166081000921171875, 16, 388241515855181, -388241515855181]
[10032893799500000, 1, 371433852814191, -371433852814191]
[6741859072926250, 1, 3662468579387941, -3662468579387941]
[10759388527334447, 2, 10049266777293935, -10049266777293935]
[10339788203690400, 1, 64539448623791, -64539448623791]
[243319550518218447, 22, 14424342167306245, 14424342167306245]
[6966173292661440, 1, 3438154359652751, -3438154359652751]
[15270475162212270, 1, 4866147509898079, 4866147509898079]
[10248852926812500, 1, 155474725501691, -155474725501691]
[156781430794828125, 14, 11120843662429451, 11120843662429451]
[1047991222638369405, 98, 28367112711578687, 28367112711578687]
[21728056896855309, 4, 19889253712401455, -19889253712401455]
[15100389816144360, 1, 4696062163830169, 4696062163830169]
[8885934021250000, 1, 1518393631064191, -1518393631064191]
[72790634975193525, 8, 10443986243320003, -10443986243320003]
[447322594169160960, 49, 62489460794234399, -62489460794234399]
[10976362210988216, 1, 572034558674025, 572034558674025]
[11389730553539910, 1, 985402901225719, 985402901225719]
[11328616728515625, 1, 924289076201434, 924289076201434]
[9175094552624000, 1, 1229233099690191, -1229233099690191]
[10397901759341250, 1, 6425892972941, -6425892972941]
[72955191088962585, 7, 124897522763248, 124897522763248]
[8037827863977111, 1, 2366499788337080, -2366499788337080]
[10522512410414543, 1, 118184758100352, 118184758100352]
[10545786696752370, 1, 141459044438179, 141459044438179]
[21554474976989955, 2, 745819672361573, 745819672361573]
[10402561914588279, 1, 1765737725912, -1765737725912]
[509809991998810635, 49, 2062964584724, -2062964584724]
[10474110784262125, 1, 69783131947934, 69783131947934]
[2529573221749493920, 243, 1321602237145507, 1321602237145507]
[176924450850468750, 17, 50880761127503, 50880761127503]
[19383282770898277504, 1863, 20354636939671, 20354636939671]
[9499194519837750, 1, 905133132476441, -905133132476441]
[10676770091799812, 1, 272442439485621, 272442439485621]
[239436762421106250, 23, 137226417879857, 137226417879857]
[711348781313775605, 68, 3854500956410617, 3854500956410617]
[31177166872637500, 3, 35816084305073, -35816084305073]
[10378750000000000, 1, 25577652314191, -25577652314191]
[528672080256320000, 51, 1948630011703741, -1948630011703741]
[176887328977981440, 17, 13758888640193, 13758888640193]
[41194340498076909, 4, 422970111179855, -422970111179855]
[10827577899687450, 1, 423250247373259, 423250247373259]
[9307138769337500, 1, 1097188882976691, -1097188882976691]
[10875297086500000, 1, 470969434185809, 470969434185809]
[2569277766755022400, 247, 591163366582777, -591163366582777]
[12180175156860425, 1, 1775847504546234, 1775847504546234]
[89046109902343750, 9, 4592838968483969, -4592838968483969]
[5604575803530000, 1, 4799751848784191, -4799751848784191]
[7079695484539259725, 768, 910828152438038963, -910828152438038963]
[42095129431414059, 4, 477818822157295, 477818822157295]
[7307234046875000, 1, 3097093605439191, -3097093605439191]
[167990476232340531, 16, 1521233795313475, 1521233795313475]
[10370603202313068, 1, 33724450001123, -33724450001123]
[90957173418424045733, 8740, 23349737198016393, 23349737198016393]
[135638276479571184, 13, 382016999486701, 382016999486701]
[10664816378881435045, 1024, 10784862911703461, 10784862911703461]
[14140632010415625, 2, 6668023294212757, -6668023294212757]
[9527423897551456, 1, 876903754762735, -876903754762735]
[6579687131251856622, 529, 1075797803177649583, 1075797803177649583]
[10514990559726653, 1, 110662907412462, 110662907412462]
[51721665314496529, 5, 299972947074426, -299972947074426]
[22778735917152131532, 2197, 79571934982146095, -79571934982146095]
[197749735512615000, 19, 67510118645371, 67510118645371]
[239267909179687500, 23, 31626823538893, -31626823538893]
[115617774094653285, 11, 1170169919197184, 1170169919197184]
[239247738689960000, 23, 51797313266393, -51797313266393]
[79232413367785170, 7, 6402119801585833, 6402119801585833]
[25012585396496887, 2, 4203930091868505, 4203930091868505]
[10929869248889396, 1, 525541596575205, 525541596575205]
[21905384186982065, 2, 1096728882353683, 1096728882353683]
[4015475743562434217, 399, 135850989710927992, -135850989710927992]
[455474924620896999, 44, 2315492080927405, -2315492080927405]
[268838751220703125, 26, 1673767739465841, -1673767739465841]
[20380668852336093, 2, 427986452292289, -427986452292289]
[75072369058788487932, 7225, 98898229181542043, -98898229181542043]
[7807177128955490, 1, 2597150523358701, -2597150523358701]
[945932474603139737, 92, 11265669409765835, -11265669409765835]
[1382509608077812500, 133, 1265969679974903, -1265969679974903]
[80241485532706212, 7, 7411191966506875, 7411191966506875]
[50393874132132102, 5, 1627764129438853, -1627764129438853]
[4459330827744625, 1, 5944996824569566, -5944996824569566]
[41265151144856001, 4, 352159464400763, -352159464400763]
[72179670356979471, 7, 650623209219866, -650623209219866]
[5029074607396125, 1, 5375253044918066, -5375253044918066]
[41193037008431451, 4, 424273600825313, -424273600825313]
[221573222572470050565, 21296, 2660888787039029, 2660888787039029]
[34345305762859455, 2, 13536650458231073, 13536650458231073]
[10394228721240000, 1, 10098931074191, -10098931074191]
[11304561563331036, 1, 900233911016845, 900233911016845]
[33310256192224869, 7, 39520037373974468, -39520037373974468]
[17202182063828125, 1, 6797854411513934, 6797854411513934]
[8369486551906875, 1, 2034841100407316, -2034841100407316]
[454928413668421875, 44, 2862003033402529, -2862003033402529]
[5871328850478515625, 572, 79946566645201627, -79946566645201627]
[57366717852589145, 6, 5059248061296001, -5059248061296001]
[15847705026433137, 1, 5443377374118946, 5443377374118946]
[16471518602218680, 1, 6067190949904489, 6067190949904489]
[82731945706598370, 11, 31715658468857731, -31715658468857731]
[41295660995113525, 4, 321649614143239, -321649614143239]
[128475095134544873, 14, 17185491997853801, -17185491997853801]
[31312402689548288, 3, 99419732605715, 99419732605715]
[5863357177389195, 1, 4540970474924996, -4540970474924996]
[8605197487837314, 1, 1799130164476877, -1799130164476877]
[35116014456157635, 4, 6501296153099129, -6501296153099129]
[189748794145405625, 17, 12875224056064378, 12875224056064378]
[9417776746371840, 1, 986550905942351, -986550905942351]
[10659065348147040, 1, 254737695832849, 254737695832849]
[13703190001363523954293, 1315845, 12707481704157297898, 12707481704157297898]
[281206692598156325, 27, 289845985673168, 289845985673168]
[102179357472792743, 3, 70966374515850170, 70966374515850170]
[383849208017090725, 38, 11515242770848533, -11515242770848533]
[2296878637988322360, 221, 2477773173113851, -2477773173113851]
[19413884662046875, 1, 9009557009732684, 9009557009732684]
[34386395201836821, 2, 13577739897208439, 13577739897208439]
[80857364771331995, 9, 12781584099495724, -12781584099495724]
[15899079622009675, 1, 5494751969695484, 5494751969695484]
[3238464970706049799, 315, 38898239772920366, -38898239772920366]
[11833754643372816, 1, 1429426991058625, 1429426991058625]
[10111344650316800, 1, 292983001997391, -292983001997391]
[10192144090330800, 1, 212183561983391, -212183561983391]
[664955928047700135, 64, 921041700408089, -921041700408089]
[28862887625788034, 3, 2350095331154539, -2350095331154539]
[296695605228625890441, 28561, 462396849119718710, -462396849119718710]
[32405608061044218, 5, 19616030200526737, -19616030200526737]
[161246782419740017, 20, 46839770626543803, -46839770626543803]
[1262004639697265625, 121, 3080993767248514, 3080993767248514]
[1241626419214593750, 121, 17297226715423361, -17297226715423361]
[13856859235739751, 1, 3452531583425560, 3452531583425560]
[50025988833999409, 5, 1995649427571546, -1995649427571546]
[174973673287039770, 17, 1899896802301477, -1899896802301477]
[40643304161299840, 3, 9430321204357267, 9430321204357267]
[10044921150085536, 1, 359406502228655, -359406502228655]
[10406184355840000, 1, 1856703525809, 1856703525809]
[7225166812500000, 1, 3179160839814191, -3179160839814191]
[8474631750000000, 1, 1929695902314191, -1929695902314191]
[42582651908671875, 4, 965341299415111, 965341299415111]
[13529925120016250, 1, 3125597467702059, 3125597467702059]
[1770758210300811875, 168, 22831164712027787, 22831164712027787]
[1821401979935176899, 175, 644640780193474, 644640780193474]
[22157362438511300, 1, 11753034786197109, 11753034786197109]
[17611944350096250, 1, 7207616697782059, 7207616697782059]
[4522047268798828125, 437, 24643915262473342, -24643915262473342]
[10894065165645816, 1, 489737513331625, 489737513331625]
[14288689803609375, 1, 3884362151295184, 3884362151295184]
[9401169486273600, 1, 1003158166040591, -1003158166040591]
[7502759290812500, 1, 2901568361501691, -2901568361501691]
[35144181140313849604, 3375, 29575313753454979, 29575313753454979]
[177031832535754560, 17, 158262446413313, 158262446413313]
[51985714474660736, 5, 35923786910219, -35923786910219]
[26720414841055936, 1, 16316087188741745, 16316087188741745]
[10891038216933888, 1, 486710564619697, 486710564619697]
[12678734713549905, 1, 2274407061235714, 2274407061235714]
[13068135478610564375, 1287, 322234209917799442, -322234209917799442]
[113684525563018410, 19, 83997699830951219, -83997699830951219]
[8134537353515625, 1, 2269790298798566, -2269790298798566]
[10478564250000000, 1, 74236597685809, 74236597685809]
[24666469950038840, 1, 14262142297724649, 14262142297724649]
[121489700497270594, 7, 48659406931071257, 48659406931071257]
[9066105480313035, 1, 1338222172001156, -1338222172001156]
[206613830444933463761, 19845, 139948184758343366, 139948184758343366]
[11675236515125040, 1, 1270908862810849, 1270908862810849]
[197298376968712500, 19, 383848425257129, -383848425257129]
[11713030384471416, 1, 1308702732157225, 1308702732157225]
[10478084791958784, 1, 73757139644593, 73757139644593]
[31593898991319808, 3, 380916034377235, 380916034377235]
[72674717333504000, 7, 155576232695337, -155576232695337]
[5274089398872294, 1, 5130238253441897, -5130238253441897]
[10679958594980675, 1, 275630942666484, 275630942666484]
[846260765097672925, 81, 3510225260223454, 3510225260223454]
[172976172700655610, 17, 3897397388685637, -3897397388685637]
[136367510254927875, 13, 1111250774843392, 1111250774843392]
[51958438224924672, 5, 63200036646283, -63200036646283]
[1754886459709614924, 169, 3444913531483355, -3444913531483355]
[10105221122336340, 1, 299106529977851, -299106529977851]
[11166314039200320, 1, 761986386886129, 761986386886129]
[2192354748333750, 1, 8211972903980441, -8211972903980441]
[1759729602180859375, 168, 11802556592075287, 11802556592075287]
[10971067583628306, 1, 566739931314115, 566739931314115]
[10199270903764635, 1, 205056748549556, -205056748549556]
[119004348789356625, 11, 4556744613900524, 4556744613900524]
[90959425460777097, 5, 38937787199206142, 38937787199206142]
[1092872950212148749, 104, 10822874371472885, 10822874371472885]
[23259075976722586, 1, 12854748324408395, 12854748324408395]
[14575165674339886, 1, 4170838022025695, 4170838022025695]
[5588141724048363480, 529, 84252395974156441, 84252395974156441]
[45345039275540375, 4, 3727728666283611, 3727728666283611]
[917770817469358125, 88, 2189984065709317, 2189984065709317]
[68409891422835226, 5, 16388253161264271, 16388253161264271]
[142362680163930588824, 13689, 62161068598371775, -62161068598371775]
[173993472803967960, 17, 2880097285373287, -2880097285373287]
