N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[1046083757634311150390625, 1, 11204398158677984251982, 11204398158677984251982]
[1034985995952155472377075, 1, 106636476522306238432, 106636476522306238432]
[14459930499422183668116705, 14, 28380533236680657824297, -28380533236680657824297]
[1035430758719541287812800, 1, 551399243908121674157, 551399243908121674157]
[1040678558638825200046875, 1, 5799199163192033908232, 5799199163192033908232]
[17595477050490476673046875, 17, 2527939404712848689944, 2527939404712848689944]
[3104674578529244489810041, 3, 36500102344991394112, 36500102344991394112]
[1035584468967132237903750, 1, 705109491499071765107, 705109491499071765107]
[1034879120024763223366695, 1, 239450869942771948, -239450869942771948]
[1034987028697968033639393, 1, 107669222334867500750, 107669222334867500750]
[17144542255676598762315316, 17, 448406855409165062041615, -448406855409165062041615]
[1036066403505958803352374, 1, 1187044030325637213731, 1187044030325637213731]
[1048287884270835503945650, 1, 13408524795202337807007, 13408524795202337807007]
[23801884404613663236973875, 23, 340863325899584214914, -340863325899584214914]
[1035060597627833376290509, 1, 181238152200210151866, 181238152200210151866]
[1036764072716012591373423, 1, 1884713240379425234780, 1884713240379425234780]
[1034962078228228050454125, 1, 82718752594884315482, 82718752594884315482]
[1039234412709882812500000, 1, 4355053234249646361357, 4355053234249646361357]
[16540629375310713334249760081, 15979, 4292090249570972520383584, 4292090249570972520383584]
[2069267158565776673699195, 2, 491560385489658578091, -491560385489658578091]
[25871982458145503258835256, 25, 1528745325894630819, -1528745325894630819]
[2070266923550595197958125, 2, 508204599328865680839, 508204599328865680839]
[2070733523013395330630397, 2, 974804062128998353111, 974804062128998353111]
[1034831798993136530815968, 1, 47560482496635322675, -47560482496635322675]
[2070499500201874258623645, 2, 740781250607926346359, 740781250607926346359]
[9313489139847087328730597, 9, 425095433611166517190, -425095433611166517190]
[11395583372681681798158365, 11, 11910418449716970633292, 11910418449716970633292]
[1034808012153625488281250, 1, 71347322007677857393, -71347322007677857393]
[4140355562321731772665745, 4, 838124419199108111173, 838124419199108111173]
[709917741403235137063848271, 686, 9499197049214907260827, -9499197049214907260827]
[17585721117275942636926830, 17, 7227993809821187430101, -7227993809821187430101]
[10349664072481959461455599, 10, 870477725627800069169, 870477725627800069169]
[102490794315677728139841025, 99, 37737727590044692115368, 37737727590044692115368]
[17527420627872481653907437, 17, 65528483213282170449494, -65528483213282170449494]
[23802223004150863727168245, 23, 2263788699094020544, -2263788699094020544]
[1038779673543709716796875, 1, 3900314068076550658232, 3900314068076550658232]
[1034883583073446669039708, 1, 4223597813502901065, 4223597813502901065]
[30008784627481155795471887, 29, 2716797312206022548760, -2716797312206022548760]
[1032198659370764169284000, 1, 2680700104868996854643, -2680700104868996854643]
[3102235280280733282559104, 3, 2402798146166215856825, -2402798146166215856825]
[1034833674575281768771584, 1, 45684900351397367059, -45684900351397367059]
[1034814034835904093517824, 1, 65324639729072620819, -65324639729072620819]
[1029587845488767117908641, 1, 5291513986866048230002, -5291513986866048230002]
[6210666022974611078684375, 6, 1389866120812081852517, 1389866120812081852517]
[14488036962398171349471125, 14, 274070260692976469877, -274070260692976469877]
[5173905675496325981929716, 5, 491121881839848763499, -491121881839848763499]
[19740415322261021044921875, 19, 77707492223990888287658, 77707492223990888287658]
[7241118898784324678821125, 7, 3036617545107484149376, -3036617545107484149376]
[17582363691309404927212273, 17, 10585419776358897144658, -10585419776358897144658]
[35185991159245113803914025, 34, 92937073586155200163, 92937073586155200163]
[1034620631674749085954988, 1, 258727800884080183655, -258727800884080183655]
[59990708882703419451850219, 58, 32293966883304184191075, -32293966883304184191075]
[570095134667061583568049054, 551, 123392404012290974343239, -123392404012290974343239]
[2069452059302765952021375, 2, 306659648500380255911, -306659648500380255911]
[13500500963100934285236987, 13, 47069289917703125434628, 47069289917703125434628]
[23827083351261009550074630, 23, 24858083321446728885841, 24858083321446728885841]
[14485135689817515323046875, 14, 3175342841349002894127, -3175342841349002894127]
[1034866795467050511846400, 1, 12564008582654292243, -12564008582654292243]
[1035608057087035351562500, 1, 728697611402185423857, 728697611402185423857]
[1035106183339377544006150, 1, 226823863744377867507, 226823863744377867507]
[2071144759842015491615625, 2, 1386040890749159338339, 1386040890749159338339]
[1035023837731232505813657, 1, 144478255599339675014, 144478255599339675014]
[35193944909598703717134919, 34, 8046687427176068421057, 8046687427176068421057]
[3104876653754365515310285, 3, 238575327466016894356, 238575327466016894356]
[1036785032127632377282000, 1, 1905672651999211143357, 1905672651999211143357]
[3106030763996617763496190, 3, 1392685569718265080261, 1392685569718265080261]
[15530116384409578650370048, 15, 6925992275081158290403, 6925992275081158290403]
[1034956010605760960790528, 1, 76651130127794651885, 76651130127794651885]
[21721955647297361347656250, 21, 10510901690935141255253, -10510901690935141255253]
[116927275105919995502923921875, 112999, 13057635467076637576598482, -13057635467076637576598482]
[1035091310433853846387500, 1, 211950958220680248857, 211950958220680248857]
[3448711194875006238128172222, 3335, 2611468976230370944202183, -2611468976230370944202183]
[4139309856871960275429375, 4, 207581030572389125197, -207581030572389125197]
[2069755364129190497892715, 2, 3354822075834384571, -3354822075834384571]
[1032914276654698285945031, 1, 1965082820934880193612, -1965082820934880193612]
[1034915929851318854821790, 1, 36570375685688683147, 36570375685688683147]
[25870924425026130087112398, 25, 1059561864699066353677, -1059561864699066353677]
[23811080011375043636014545, 23, 8854743435480814825756, 8854743435480814825756]
[7240766589752198775225525, 7, 3388926577233387744976, -3388926577233387744976]
[1034844012148758318194688, 1, 35347326874847943955, -35347326874847943955]
[2070063082241743435767557, 2, 304363290477103490271, 304363290477103490271]
[373637061645286564078362500, 361, 45612874582991102312377, 45612874582991102312377]
[45539158109940419243381725, 44, 4466293012559933281433, 4466293012559933281433]
[19663413016465782396421875, 19, 705186428752239787658, 705186428752239787658]
[5174241229262590198350208, 5, 155568115575632343007, -155568115575632343007]
[1035326497271110729850880, 1, 447137795477563712237, 447137795477563712237]
[6210366602758883924787235, 6, 1090445905084927955377, 1090445905084927955377]
[13455480967116648936028560, 13, 2049293933417776226201, 2049293933417776226201]
[2069050445947526690594673, 2, 708273003739641682613, -708273003739641682613]
[1094649503362355644669001855, 1058, 252858962864245105682439, -252858962864245105682439]
[7243719759274253355813141, 7, 435757055178807157360, -435757055178807157360]
[1034917835519794433593750, 1, 38476044161267455107, 38476044161267455107]
[17589319330059492989792490, 17, 3629781026270834564441, -3629781026270834564441]
[17542396914740663105008011, 17, 50552196345100719348920, -50552196345100719348920]
[193563274783572654955312500, 187, 40834561629252887386259, 40834561629252887386259]
[1034935226532460237691421, 1, 55867056827071552778, 55867056827071552778]
[123160876011886554509765625, 119, 10232234286207739267108, 10232234286207739267108]
[25881816779200646628464529, 25, 9832792309817474998454, 9832792309817474998454]
[1035720826742859167535625, 1, 841467267226001396982, 841467267226001396982]
[309421712045279514892578125, 299, 7216437934801782876132, -7216437934801782876132]
[1035085365562085496233575, 1, 206006086452330094932, 206006086452330094932]
[1034335777143568842528768, 1, 543582332064323609875, -543582332064323609875]
[11379775620045124007707680, 11, 3897334186840819817393, -3897334186840819817393]
[16553028013793620699791675, 16, 5041737816509958426613, -5041737816509958426613]
[1035801352685338017333555, 1, 921993209704851194912, 921993209704851194912]
[78658024246750802970800593, 76, 7192926602682344263725, 7192926602682344263725]
[13453377704835170360461434, 13, 53968348060799340925, -53968348060799340925]
[1035131864587140180960099, 1, 252505111507014821456, 252505111507014821456]
[45738010994360252757398844635, 44217, 21249643573818949753532896, -21249643573818949753532896]
[125209623484725476074218750, 121, 10779011826137028557053, -10779011826137028557053]
[174963663769400068546918165, 169, 69052018018063469487498, 69052018018063469487498]
[647991811441674180000861575, 627, 877546949547815168067586, -877546949547815168067586]
[6212462707987028709443227, 6, 3186551133229712611369, 3186551133229712611369]
[1034905707727114353307219, 1, 26348251481187168576, 26348251481187168576]
[1034594372022875157792298, 1, 284987452758008346345, -284987452758008346345]
[2069597568241788616936125, 2, 161150709477715341161, -161150709477715341161]
[3101924854024978515625000, 3, 2713224401920982790929, -2713224401920982790929]
[1034783379536022949218750, 1, 95979939610216919893, -95979939610216919893]
[1035369443190542733978705, 1, 490083714909567840062, 490083714909567840062]
[1035038381198497422500000, 1, 159021722864256361357, 159021722864256361357]
[547617695907964049346424446, 529, 166514745354104459082299, 166514745354104459082299]
[1034385860948742593671875, 1, 493498526890572466768, -493498526890572466768]
[1034826019416225324731300, 1, 53340059407841407343, -53340059407841407343]
[1034916812145493692187500, 1, 37452669860526048857, 37452669860526048857]
[1034663766138920024333226, 1, 215593336713141805417, -215593336713141805417]
[316667874229871695992457717, 306, 5209769672052845967041, -5209769672052845967041]
[1035044660540621457942215, 1, 165301064988291803572, 165301064988291803572]
[3104975421672186850348288, 3, 337343245287351932359, 337343245287351932359]
[1036708176952739225000000, 1, 1828817477106058861357, 1828817477106058861357]
[39319728075442805714458875, 38, 5687584631254598809559, -5687584631254598809559]
[1034782524091678772429019, 1, 96835383954393709624, -96835383954393709624]
[3103327930618115200000000, 3, 1310147808784298415929, -1310147808784298415929]
[3105520003712389120000000, 3, 881925285489621584071, 881925285489621584071]
[1035228029094731703801856, 1, 348669619098537663213, 348669619098537663213]
[3121996656081430450665199, 3, 17358577654530952249270, 17358577654530952249270]
[2069768865537446721735395, 2, 10146586180389458109, 10146586180389458109]
[25856144103525026584257503, 25, 15839883365802569208572, -15839883365802569208572]
[1034738354847218877215360, 1, 141004628414288923283, -141004628414288923283]
[1036410675539741117890560, 1, 1531316064107951751917, 1531316064107951751917]
[1032818508734913392412375, 1, 2060850740719773726268, -2060850740719773726268]
[1035528202972887558593750, 1, 648843497254392455107, 648843497254392455107]
[159402705220548112954619495, 154, 31283861300605369268473, 31283861300605369268473]
[166483913605740251014070884237, 161051, 184442117169946025723709556, -184442117169946025723709556]
[14484543574128931274302845, 14, 3767458529933051638157, -3767458529933051638157]
[56927707599176832485620917, 55, 9342828017008347995552, 9342828017008347995552]
[1036062355268059110362475, 1, 1182995792425944223832, 1182995792425944223832]
[2069347468461985072265625, 2, 411250489281260011661, -411250489281260011661]
[2069897826211198782589175, 2, 139107259932450311889, 139107259932450311889]
[67268694581227646836455357, 65, 1536215311491037443562, 1536215311491037443562]
[5174177286687367883937089, 5, 219510690797946756126, -219510690797946756126]
[60023967641637643173041875, 58, 964792050919537000581, 964792050919537000581]
[39316110528537371826171875, 38, 9305131536688487096559, -9305131536688487096559]
[241036718129076599397419941891, 232925, 12556676785255825423478884, -12556676785255825423478884]
[13463886003722493889167360, 13, 10454330539262729365001, 10454330539262729365001]
[1034599978370241646710600, 1, 279381105391519428043, -279381105391519428043]
[50709742276620121286534800, 49, 653662314096145741293, 653662314096145741293]
[1034930100041218951171875, 1, 50740565585785033232, 50740565585785033232]
[2069883866732815748671875, 2, 125147781549416394589, 125147781549416394589]
[870328302183553131915771775, 841, 5239135454360806826988, -5239135454360806826988]
[17595540509472227399714375, 17, 2591398386463575357444, 2591398386463575357444]
[13455174797295281982421875, 13, 1743124112050822619516, 1743124112050822619516]
[1035010627341590782274560, 1, 131267865957616135917, 131267865957616135917]
[1034286513093945584979968, 1, 592846381687581158675, -592846381687581158675]
[19655746994345163752960000, 19, 6960835691866403674217, -6960835691866403674217]
[1035027094041740800000000, 1, 147734566107633861357, 147734566107633861357]
[76562191453739389807910865, 74, 18881147457464486348717, -18881147457464486348717]
[1034910873212867100307935, 1, 31513737233934169292, 31513737233934169292]
[1038625039578214863869952, 1, 3745680102581697731309, 3745680102581697731309]
[3107060356752503644539904, 3, 2422278325604146123975, 2422278325604146123975]
[7244419156994897066886840, 7, 263640665464903916339, 263640665464903916339]
[1036252658996011570399000, 1, 1373299520378404260357, 1373299520378404260357]
[1034995858267214947056030, 1, 116498791581780917387, 116498791581780917387]
[6205111780643738478312797, 6, 4164376210060518519061, -4164376210060518519061]
[1035408816883147692363300, 1, 529457407514526224657, 529457407514526224657]
[13469202028777800115610415, 13, 15770355594568955808056, 15770355594568955808056]
[1034531151727191072660420, 1, 348207748442093478223, -348207748442093478223]
[1034895535400488049370225, 1, 16175924854883231582, 16175924854883231582]
[1033282278454106385948672, 1, 1597081021526780189971, -1597081021526780189971]
[1034433441043453140465204, 1, 445918432180025673439, -445918432180025673439]
[1034872858407169635380800, 1, 6501068463530757843, -6501068463530757843]
[7234637741366259618524416, 7, 9517774963172544446085, -9517774963172544446085]
[35184618997889183853834375, 34, 1279224282343794879487, -1279224282343794879487]
[1034989372229397177734375, 1, 110012753764011595732, 110012753764011595732]
[23806501739407985573225250, 23, 4276471468422752036461, 4276471468422752036461]
[25872464749361352122591734, 25, 480762470522969125659, 480762470522969125659]
[7243350143490022904320000, 7, 805372839409258650501, -805372839409258650501]
[2070428779198377868359375, 2, 670060247111536082089, 670060247111536082089]
[1035485681976354145218750, 1, 606322500720979080107, 606322500720979080107]
[34146893439629729279184820, 33, 4125423066165203390399, -4125423066165203390399]
[30011181290081394334249500, 29, 320134711967483771147, -320134711967483771147]
[1036222746414184570312500, 1, 1343386938551404173857, 1343386938551404173857]
[1034859625835189930193600, 1, 19733640443235945043, -19733640443235945043]
[9320934951831991356668800, 9, 7020716551292861421013, 7020716551292861421013]
[1034851939883732866995099, 1, 27419591900299143544, -27419591900299143544]
[1035022237714458045114777, 1, 142878238824878976134, 142878238824878976134]
[39314759934803090916295475, 38, 10655725270969396972959, -10655725270969396972959]
[1034963488267258374264375, 1, 84128791625208125732, 84128791625208125732]
[1035101763765399268042650, 1, 222404289766101904007, 222404289766101904007]
[12410653126239776611328125, 12, 7899187467821382335591, -7899187467821382335591]
[1034683900827282647459375, 1, 195458648350518679268, -195458648350518679268]
[11380495845021550997214335, 11, 3177109210413830310738, -3177109210413830310738]
[238955061810578711653824718, 231, 102070228292549724201815, -102070228292549724201815]
[1034939353025444787978057, 1, 59993549811621839414, 59993549811621839414]
[1035024023773480014185625, 1, 144664297846848046982, 144664297846848046982]
[1035040136070126675498009, 1, 160776594493509359366, 160776594493509359366]
[695368345291391884556640625, 672, 70584276233603088527471, -70584276233603088527471]
[1036598006544258474557449, 1, 1718647068625308418806, 1718647068625308418806]
[5171682035427203931791936, 5, 2714761950961898901279, -2714761950961898901279]
[1036377309612178753616397, 1, 1497950136545587477754, 1497950136545587477754]
[6209324782738330322265625, 6, 48625884531325433767, 48625884531325433767]
[22767369604713287353515625, 22, 23696249357698465479, 23696249357698465479]
[1035308575363282701465600, 1, 429215887649535326957, 429215887649535326957]
[20695861403512460765837523, 20, 1725786000202556935337, -1725786000202556935337]
[1034910389562839092736433, 1, 31030087205926597790, 31030087205926597790]
[17619912711891188188865375, 17, 26963600805424364508444, 26963600805424364508444]
[1723218407888844646245910873, 1665, 144274361915424625070278, 144274361915424625070278]
[26907280280436342935977389, 26, 416934069880616372671, 416934069880616372671]
[102433626916655997099130448, 99, 19429671431686348595209, -19429671431686348595209]
[201814939390091617911335168, 195, 13464292343150514299783, 13464292343150514299783]
[1033799663763606933593750, 1, 1079695712026232544893, -1079695712026232544893]
[1034950729084750585303560, 1, 71369609117419164917, 71369609117419164917]
[1036835430573572708203125, 1, 1956071097939542064482, 1956071097939542064482]
[34139189032989789878199590, 33, 11829829706104604375629, -11829829706104604375629]
[456043966135635357053475595551, 440657, 17132227181272962319587100, 17132227181272962319587100]
[11387035672094141142890625, 11, 3362717862176315365552, 3362717862176315365552]
[5171028401921447223687646, 5, 3368395456718607005569, -3368395456718607005569]
[1032808127030100384046875, 1, 2071232445532782091768, -2071232445532782091768]
[1035079870042986802744248, 1, 200510567353636605605, 200510567353636605605]
[3105088193015879609679140, 3, 450114588980111263211, 450114588980111263211]
[1036336304365046774657568, 1, 1456944889413608518925, 1456944889413608518925]
[1034884760367215523801168, 1, 5400891582357662525, 5400891582357662525]
[1035601195315623759387864, 1, 721835839990593249221, 721835839990593249221]
[1035076184708530776388488, 1, 196825232897610249845, 196825232897610249845]
[23789166783178794659814789, 23, 13058484760768161374000, -13058484760768161374000]
[17595047405731074731020800, 17, 2098294645310906663869, 2098294645310906663869]
[1034680081027374322842125, 1, 199278448258843296518, -199278448258843296518]
[1038042880855560302734375, 1, 3163521379927136595732, 3163521379927136595732]
[105584943110178435543350711, 102, 27248443663852597209125, 27248443663852597209125]
[1034882650064480239250613, 1, 3290588847073111970, 3290588847073111970]
[137645666128393001788867515, 133, 6711318133790692427996, 6711318133790692427996]
[299105533823526608028218368, 289, 25398935068623014150541, 25398935068623014150541]
[7244685142657809407085096, 7, 529626328377244114595, 529626328377244114595]
[1034213407456752668379168, 1, 665952018880497759475, -665952018880497759475]
[45565147637790346307846375, 44, 30455820862486997746083, 30455820862486997746083]
[4139455296170868310546875, 4, 62141731664354007697, -62141731664354007697]
[79802615696116601660461245, 77, 116905016492847867785734, 116905016492847867785734]
[1034850369087582846932133, 1, 28990388050319206510, -28990388050319206510]
[58961819494377868384859543, 57, 26303995733222085043108, -26303995733222085043108]
[6211056186832374967114025, 6, 1780029978575970282167, 1780029978575970282167]
[1034790825925531954590080, 1, 88533550101211548563, -88533550101211548563]
[7246347821776955397242880, 7, 2192305447523234272379, 2192305447523234272379]
[1034829435658546096401525, 1, 49923817087069737118, -49923817087069737118]
[124267557138378915148017221, 120, 82034001302935211380061, 82034001302935211380061]
[30016723641162440380859375, 29, 5222216369078562838728, 5222216369078562838728]
[1034461362463098187921875, 1, 417997012534978216768, -417997012534978216768]
[1035395391824513240443923, 1, 516032348880074305280, 516032348880074305280]
[3104679968334394752977675, 3, 41889907495254561746, 41889907495254561746]
[2098373432086530192703813099, 2028, 361908930053868225354905, -361908930053868225354905]
[8273125790562452381520959, 8, 5909085242612947588185, -5909085242612947588185]
[26892105863250703118980475, 26, 14757483115759200624243, -14757483115759200624243]
[2070493593498827324953125, 2, 734874547560992675839, 734874547560992675839]
[1036396271805064159893750, 1, 1516912329430993755107, 1516912329430993755107]
[1031201274132739850765625, 1, 3678085342893315373018, -3678085342893315373018]
[1034539113776361530982400, 1, 340245699271635156243, -340245699271635156243]
[1034586250005192823002330, 1, 293109470440343136313, -293109470440343136313]
[1034657136682168248046875, 1, 222222793464918091768, -222222793464918091768]
[1034873096705204898291150, 1, 6262770428267847493, -6262770428267847493]
[7257244640049613198319616, 7, 13089123720181035349115, 13089123720181035349115]
[28936501496296954345703125, 28, 40120569020774306178879, -40120569020774306178879]
[1032472145388033551150235, 1, 2407214087599614988408, -2407214087599614988408]
[1034892352821252131650080, 1, 12993345618965511437, 12993345618965511437]
[11384151253594299316406250, 11, 478299362334488881177, 478299362334488881177]
[1035052425267275819028625, 1, 173065791642652889982, 173065791642652889982]
[1036177375205456675313408, 1, 1298015729823509174765, 1298015729823509174765]
[1035492950147925705764328, 1, 613590672292539625685, 613590672292539625685]
[9313554428831195228675143, 9, 359806449503266572644, -359806449503266572644]
[14473640528506141549428125, 14, 14670504152722776512877, -14670504152722776512877]
[34166623813105197900390625, 33, 15604950409303417815406, 15604950409303417815406]
[1035367235727760059402915, 1, 487876252126893264272, 487876252126893264272]
[1035263933560946600165200, 1, 384574085313434026557, 384574085313434026557]
[1034832907891060575455808, 1, 46451584572590682835, -46451584572590682835]
[1034677402486825765296915, 1, 201956988807400841728, -201956988807400841728]
[2069760928083406687738323, 2, 2209132140355461037, 2209132140355461037]
[1034801079222992245937500, 1, 78280252640920201143, -78280252640920201143]
[23808237882137298583984375, 23, 6012614197735762795586, 6012614197735762795586]
[1036186508941691574431250, 1, 1307149466058408292607, 1307149466058408292607]
[1034539670482691611677075, 1, 339688992941554461568, -339688992941554461568]
[1035715523815652459393600, 1, 836164340019293254957, 836164340019293254957]
[19667208957679237872805888, 19, 4501127642207716171671, 4501127642207716171671]
[2070269879094095247632635, 2, 511160142828915355349, 511160142828915355349]
[3104524884103394752000000, 3, 113194323504746415929, -113194323504746415929]
[3104620083315177674736104, 3, 17995111721823679825, -17995111721823679825]
[1033501140789173876953125, 1, 1378218686459289185518, -1378218686459289185518]
[3096437654650712189138750, 3, 8200423776187309277179, -8200423776187309277179]
[1035215173688744539715840, 1, 335814213111373577197, 335814213111373577197]
[1035099295077675520000000, 1, 219935602042353861357, 219935602042353861357]
[1035148190454771445841096, 1, 268830979138279702453, 268830979138279702453]
[2076415760497964328279837, 2, 6657041546697996002551, 6657041546697996002551]
[1033431497594553747802112, 1, 1447861881079418336531, -1447861881079418336531]
[1034125853546643319566720, 1, 753505928989846571923, -753505928989846571923]
[3104577359095341399212800, 3, 60719331558099203129, -60719331558099203129]
[30011130942667393243359375, 29, 370482125968574661272, -370482125968574661272]
[1034647925154921396633600, 1, 231434320711769505043, -231434320711769505043]
[1035168161475340719351525, 1, 288801999707553212882, 288801999707553212882]
[1035664190494273392521755, 1, 784831018640226383112, 784831018640226383112]
[148116855773410432495835500, 143, 129107368394889738009551, 129107368394889738009551]
[23802178952377455294015197, 23, 46315562107527173592, -46315562107527173592]
[2273534618872872756007900755, 2197, 95333895093309998697916, -95333895093309998697916]
[27937169916170110005319910, 27, 4572789671985480423451, -4572789671985480423451]
[1036643434364917350400000, 1, 1764074889284184261357, 1764074889284184261357]
[1035602273321695556640625, 1, 722913846062390501982, 722913846062390501982]
[3100424920620991040000000, 3, 4213157805908458415929, -4213157805908458415929]
[3107895966094562473600000, 3, 3257887667662975184071, 3257887667662975184071]
[9337963690795419284340736, 9, 24049455514720789092949, 24049455514720789092949]
[19662847952962961086488720, 19, 140122925930929854503, 140122925930929854503]
[1034552081859455681025504, 1, 327277616177485113139, -327277616177485113139]
[1034879351088679328074752, 1, 8386953838063891, -8386953838063891]
[1035762079253284247600736, 1, 882719777651081462093, 882719777651081462093]
[1034714233324789167150000, 1, 165126150843998988643, -165126150843998988643]
[8278717136690937747839105, 8, 317739114127581270039, -317739114127581270039]
[2071509079712011534765625, 2, 1750360760745202488339, 1750360760745202488339]
[2069565601169494873046875, 2, 193117781771459230411, -193117781771459230411]
[11382324167160911919386250, 11, 1348787071052908138823, -1348787071052908138823]
[1628076598466741164234399284, 1573, 211366011570193898313845, 211366011570193898313845]
[309180954912271405623499686, 299, 247973570942911051954571, -247973570942911051954571]
[1035047946194885597463125, 1, 168586719252431324482, 168586719252431324482]
[6209630513992831638671875, 6, 354357139032641840017, 354357139032641840017]
[1035810623836375265940138, 1, 931264360742099801495, 931264360742099801495]
[13453400631608238383962605, 13, 31041574992775839754, -31041574992775839754]
[5181069294068288795717543, 5, 6672496690122965024328, 6672496690122965024328]
[1036312192810503194879475, 1, 1432833334870028740832, 1432833334870028740832]
[1034570497962838770210816, 1, 308861512794395927827, -308861512794395927827]
[261870875436086679919012080, 253, 46397488751488885935401, 46397488751488885935401]
[475030866584557520816976397, 459, 21240585241897559339260, 21240585241897559339260]
[23804850224984975189763291, 23, 2624957045412368574502, 2624957045412368574502]
[19665318394616659687442520, 19, 2610564579629530808303, 2610564579629530808303]
[1034821984508050633781250, 1, 57374967582532357393, -57374967582532357393]
[11382323337715301808137600, 11, 1349616516663019387473, -1349616516663019387473]
[30019486799470846593162240, 29, 7985374677484775141593, 7985374677484775141593]
[7241369215788170683593750, 7, 2786300541261479376751, -2786300541261479376751]
[228706557259257071897516505, 221, 1781184857857819123598, -1781184857857819123598]
[1037096957875774169088000, 1, 2217598400141002949357, 2217598400141002949357]
[1035657563015123776584675, 1, 778203539490610446032, 778203539490610446032]
[2065041163489565159661609, 2, 4717555461701172615677, -4717555461701172615677]
[7102053492178928375244140625, 6859, 3815965535560488699188288, 3815965535560488699188288]
[2674195347144965035960021311, 2584, 67082259928934657767799, 67082259928934657767799]
[1035690853102771045004955, 1, 811493627137878866312, 811493627137878866312]
[10750358742862609173060230607, 10388, 31956629731843212007123, 31956629731843212007123]
[17585021511391651839843750, 17, 7927599694111984513181, -7927599694111984513181]
[1035566909740954267156480, 1, 687550265321101017837, 687550265321101017837]
[1034149012376669780557824, 1, 730347098963385580819, -730347098963385580819]
[1034955447636761397573750, 1, 76088161128231435107, 76088161128231435107]
[1034642103755371595859375, 1, 237255720261570279268, -237255720261570279268]
[11384599712013536328140625, 11, 926757781571500615552, 926757781571500615552]
[14495084852559991946252883, 14, 6773819901127620311881, 6773819901127620311881]
