N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[349808847648975, 1, 129618728375276, 129618728375276]
[203540902506700, 1, 16649216766999, -16649216766999]
[3737475803918010, 13, 875004253359923, 875004253359923]
[220214347167738, 1, 24227894039, 24227894039]
[165987727707945, 1, 54202391565754, -54202391565754]
[178778530010080, 1, 41411589263619, -41411589263619]
[273686335869375, 2, 166693902678023, -166693902678023]
[163736569714025, 1, 56453549559674, -56453549559674]
[1000415460489445, 4, 119654983394649, 119654983394649]
[332170935971875, 1, 111980816698176, 111980816698176]
[790862548358493, 4, 89897928736303, -89897928736303]
[309828646252125, 1, 89638526978426, 89638526978426]
[1318054716972567, 5, 217104120604072, 217104120604072]
[268536157370910, 1, 48346038097211, 48346038097211]
[226887509203124, 1, 6697389929425, 6697389929425]
[1370875852305320, 11, 1051215459705369, -1051215459705369]
[192288408175773, 1, 27901711097926, -27901711097926]
[2171173228611387, 8, 409652274421795, 409652274421795]
[220756250000000, 1, 566130726301, 566130726301]
[364358487992499, 1, 144168368718800, 144168368718800]
[409689778553055, 2, 30690459994343, -30690459994343]
[149192931642755, 1, 70997187630944, -70997187630944]
[144969867677635, 1, 75220251596064, -75220251596064]
[215872669840282, 1, 4317449433417, -4317449433417]
[2019830022537379, 12, 622451408747009, -622451408747009]
[220248824118939, 1, 58704845240, 58704845240]
[955098440179884, 5, 145852156188611, -145852156188611]
[206239658625000, 1, 13950460648699, -13950460648699]
[223170792965604, 1, 2980673691905, 2980673691905]
[16490443937974578, 85, 2225716200289837, -2225716200289837]
[141669351898074, 1, 78520767375625, -78520767375625]
[186498916122519, 1, 33691203151180, -33691203151180]
[143013964843750, 1, 77176154429949, -77176154429949]
[143886507187500, 1, 76303612086199, -76303612086199]
[220406676650160, 1, 216557376461, 216557376461]
[220874741549574, 1, 684622275875, 684622275875]
[206998236843125, 1, 13191882430574, -13191882430574]
[145831655434608, 1, 74358463839091, -74358463839091]
[194037884797120, 1, 26152234476579, -26152234476579]
[259916005223875, 1, 39725885950176, 39725885950176]
[4180295023729825, 19, 3317242470456, -3317242470456]
[1603437013080045, 7, 62106178164152, 62106178164152]
[1082934727361487, 5, 18015869007008, -18015869007008]
[2352176105976333, 11, 69915206034356, -69915206034356]
[405002579491125, 2, 35377659056273, -35377659056273]
[245420068359375, 1, 25229949085676, 25229949085676]
[200463354966875, 1, 19726764306824, -19726764306824]
[172426854134304, 1, 47763265139395, -47763265139395]
[405293712890625, 2, 35086525656773, -35086525656773]
[326362646894823, 2, 114017591652575, -114017591652575]
[23039901621420600, 121, 3603102810696979, -3603102810696979]
[229387358921875, 1, 9197239648176, 9197239648176]
[4528789315731499, 20, 124986930257519, 124986930257519]
[219392285433750, 1, 797833839949, -797833839949]
[189604532812500, 1, 30585586461199, -30585586461199]
[25672999349703160, 121, 970005082414419, -970005082414419]
[223716390625000, 1, 3526271351301, 3526271351301]
[2042737243667120, 9, 61026170203829, 61026170203829]
[969145917114375, 4, 88385440019579, 88385440019579]
[1378584918490000, 7, 162745916425893, -162745916425893]
[235672939967920, 1, 15482820694221, 15482820694221]
[979581308253471, 5, 121369288115024, -121369288115024]
[217267644353760, 1, 2922474919939, -2922474919939]
[1069026564899384, 5, 31924031469111, -31924031469111]
[244256502364875, 1, 24066383091176, 24066383091176]
[198101903464960, 1, 22088215808739, -22088215808739]
[4047924170355065, 19, 135688095845216, -135688095845216]
[1335773840862208, 7, 205556994053685, -205556994053685]
[1899386192020625, 9, 82324881442666, -82324881442666]
[1978918790710433, 9, 2792282752858, -2792282752858]
[36552482933042307, 169, 659647224212824, -659647224212824]
[2982861085966520, 13, 120389535408433, 120389535408433]
[609160741904572, 3, 51409615916525, -51409615916525]
[220316667054120, 1, 126547780421, 126547780421]
[220192496409600, 1, 2377135901, 2377135901]
[205086779296875, 1, 15103339976824, -15103339976824]
[1450956375000000, 7, 90374459915893, -90374459915893]
[676107895310848, 3, 15537537489751, 15537537489751]
[450724497688647, 2, 10344259141249, 10344259141249]
[1605691067303682, 7, 64360232387789, 64360232387789]
[219993658340625, 1, 196460933074, -196460933074]
[1660086350093600, 7, 118755515177707, 118755515177707]
[2572378667527500, 11, 150287355516811, 150287355516811]
[10289380687156571, 48, 279745037980981, -279745037980981]
[232929884096000, 1, 12739764822301, 12739764822301]
[7286929258984375, 34, 199534796321391, -199534796321391]
[456598852658487, 2, 16218614111089, 16218614111089]
[1492717245926400, 7, 48613588989493, -48613588989493]
[223037425475865, 1, 2847306202166, 2847306202166]
[219513653667000, 1, 676465606699, -676465606699]
[1479224069604864, 7, 62106765311029, -62106765311029]
[222977854687500, 1, 2787735413801, 2787735413801]
[1840770938281275, 8, 79249984091683, 79249984091683]
[219946386941424, 1, 243732332275, -243732332275]
[222834541522944, 1, 2644422249245, 2644422249245]
[19928456606121624, 91, 108844247784985, -108844247784985]
[2860971255246825, 13, 1500295311262, -1500295311262]
[2677491899033828125, 12474, 69159648786293201, -69159648786293201]
[5680429218997533, 25, 175676237155058, 175676237155058]
[1087203084903936, 5, 13747511464559, -13747511464559]
[1101531867683247, 5, 581271314752, 581271314752]
[19676556910312500, 91, 360743943594109, -360743943594109]
[139934370473356250, 637, 326735503990013, -326735503990013]
[218212333171875, 1, 1977786101824, -1977786101824]
[25693197810956984, 117, 69046144065799, -69046144065799]
[10831976538625528, 49, 42660694214277, 42660694214277]
[220927175884800, 1, 737056611101, 737056611101]
[300516475469745276, 1375, 2244938531590849, -2244938531590849]
[140966990816113693, 640, 45314480946333, 45314480946333]
[3740961595250880, 17, 2270432402003, -2270432402003]
[14992783196015625, 68, 19855085404093, 19855085404093]
[4194409415625000, 19, 10797149424719, 10797149424719]
[27094693410711927, 125, 429071498500448, -429071498500448]
[2871093750000000, 13, 8622199441913, 8622199441913]
[292741893037339200, 1331, 331155715954169, -331155715954169]
[11133464164414592, 51, 96231918544057, -96231918544057]
[217418431426560, 1, 2771687847139, -2771687847139]
[3408266371917168125, 15488, 2038195393881987, -2038195393881987]
[14151517810997875, 64, 59350177481139, 59350177481139]
[2856103252734375, 13, 6368297823712, -6368297823712]
[16932422475970560, 77, 22216708104263, -22216708104263]
[60248366305641696, 275, 303916494625529, -303916494625529]
[37202144206342500, 169, 9985950912631, -9985950912631]
[1308412304269565625, 5929, 2905087095804254, 2905087095804254]
[4181378296381440, 19, 2233969818841, -2233969818841]
[79461099660040875, 361, 27533397764464, -27533397764464]
[37182478910940000, 169, 29651246315131, -29651246315131]
[5422378780959765625, 24624, 417283964201449, 417283964201449]
[687868196759783424, 3125, 225925970525951, -225925970525951]
[7559812052359666176, 34295, 8391911868158971, 8391911868158971]
[302834061003098079, 1375, 72647001761954, 72647001761954]
[7216607668642747375, 32768, 1417840282178543, 1417840282178543]
[1100760818253824, 5, 189778114671, -189778114671]
[37647680000000000, 171, 4830395802529, -4830395802529]
[243796036556011154918157, 1107225625, 4105875634766418718, -4105875634766418718]
[330436273462091851392, 1500625, 13475726997289517, 13475726997289517]
[235088232617875, 1, 14898113344176, 14898113344176]
[1938713000745950, 9, 42998072717341, -42998072717341]
[211005712393476, 1, 9184406880223, -9184406880223]
[232483210658699, 1, 12293091385000, 12293091385000]
[335637145064375, 1, 115447025790676, 115447025790676]
[220428105343875, 1, 237986070176, 237986070176]
[218884424294250, 1, 1305694979449, -1305694979449]
[3562472183480160, 7, 2021141348564267, 2021141348564267]
[219109300562768, 1, 1080818710931, -1080818710931]
[447098654901129, 1, 226908535627430, 226908535627430]
[423203954416243, 2, 17176284131155, -17176284131155]
[239826400686925, 1, 19636281413226, 19636281413226]
[186117413823432, 1, 34072705450267, -34072705450267]
[6430115001422910, 13, 3567643450864823, 3567643450864823]
[142115134035875, 1, 78074985237824, -78074985237824]
[814135438275588, 5, 286815158092907, -286815158092907]
[130234573347750, 1, 89955545925949, -89955545925949]
[233461176748800, 1, 13271057475101, 13271057475101]
[132215855591820, 1, 87974263681879, -87974263681879]
[396015677092035, 1, 175825557818336, 175825557818336]
[399343512327903, 2, 41036726219495, -41036726219495]
[218388908996027, 1, 1801210277672, -1801210277672]
[180993382500000, 1, 39196736773699, -39196736773699]
[144398043469680, 1, 75792075804019, -75792075804019]
[174868756427079, 1, 45321362846620, -45321362846620]
[446563221355251, 2, 6182982807853, 6182982807853]
[500174091251835, 1, 279983971978136, 279983971978136]
[218770287450624, 1, 1419831823075, -1419831823075]
[136384279062570, 1, 83805840211129, -83805840211129]
[178666126513875, 1, 41523992759824, -41523992759824]
[254267026765290, 1, 34076907491591, 34076907491591]
[241317003556125, 1, 21126884282426, 21126884282426]
