N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[2313573885935409097, 51, 126748768436276270, -126748768436276270]
[149520912785036429, 3, 5972521351407878, 5972521351407878]
[160959047090456615, 3, 17410655656828064, 17410655656828064]
[380849573802082518, 11, 145494528121222169, -145494528121222169]
[478462279692532239, 10, 32358419562931, -32358419562931]
[47854358742216895, 1, 4894931007378, 4894931007378]
[526973572285012125, 11, 629470361707438, 629470361707438]
[1196075819149727503, 25, 160776130510422, -160776130510422]
[235054718601024428205, 4913, 29697103447928816, -29697103447928816]
[103650194271703750, 3, 39898197161924801, -39898197161924801]
[44872103242601700, 1, 2977360568607817, -2977360568607817]
[1343789428048551055, 28, 4004441334684579, 4004441334684579]
[908966241805496875, 19, 173570607483948, -173570607483948]
[239249894224906188, 5, 2575168858603, 2575168858603]
[45487010198723093, 1, 2362453612486424, -2362453612486424]
[537970632018165801, 11, 11626530094861114, 11626530094861114]
[6474454473750134872, 135, 14776859236850077, 14776859236850077]
[48361190348328858, 1, 511726537119341, 511726537119341]
[56837188321002605043, 1183, 231272632341746432, 231272632341746432]
[41826039283199316915, 874, 5607912202199057, 5607912202199057]
[54847411235203125, 2, 40851516387215909, -40851516387215909]
[632387640311471275, 13, 10344610765747554, 10344610765747554]
[42772334191869590, 1, 5077129619339927, -5077129619339927]
[289808145689504911, 3, 146259754255876360, 146259754255876360]
[47916683252228560, 1, 67219441019043, 67219441019043]
[47037570751111626, 1, 811893060097891, -811893060097891]
[788946719279022080, 17, 24494165511539709, -24494165511539709]
[47776984467236640, 1, 72479343972877, -72479343972877]
[47998018013725780, 1, 148554202516263, 148554202516263]
[191570953806151983, 4, 173098561313915, 173098561313915]
[5357343338670019455, 112, 1796608185446449, -1796608185446449]
[133495210500104656, 3, 10053180933523895, -10053180933523895]
[95154788022812805, 2, 544139599606229, -544139599606229]
[1106444791926016725, 23, 5907124268197834, 5907124268197834]
[47954416077117440, 1, 104952265907923, 104952265907923]
[62271401844162551216, 1311, 459245212333125571, -459245212333125571]
[1143061552876646117, 23, 42523885218827226, 42523885218827226]
[26866659194180279, 1, 20982804617029238, -20982804617029238]
[5846996471264249613, 125, 134186505136940012, -134186505136940012]
[1583436834222042488, 33, 4404528452128427, 4404528452128427]
[48075307031852100, 1, 225843220642583, 225843220642583]
[167923367431724625, 2, 72224439809305591, 72224439809305591]
[155268273074551175, 3, 11719881640922624, 11719881640922624]
[1103786900404334235, 22, 51098696557724861, 51098696557724861]
[1293354501239177000, 27, 1418978336520041, 1418978336520041]
[47853142745335200, 1, 3678934125683, 3678934125683]
[45471072803331175, 1, 2378391007878342, -2378391007878342]
[7320331667298650000, 153, 636295816406101, -636295816406101]
[32047116830137024, 1, 15802346981072493, -15802346981072493]
[58249230671941760, 1, 10399766860732243, 10399766860732243]
[340509778277427726, 7, 5563531598961107, 5563531598961107]
[31923092213146598464, 667, 7499851069850625, 7499851069850625]
[1100267667463656384, 23, 270000194162507, -270000194162507]
[95582648909684475, 2, 116278712734559, -116278712734559]
[48081341552734375, 1, 231877741524858, 231877741524858]
[911116164569376150, 19, 1976352156395327, 1976352156395327]
[323998009060535744, 7, 10948237617930875, -10948237617930875]
[48330827934445056, 1, 481364123235539, 481364123235539]
[47088782731020800, 1, 760681080188717, -760681080188717]
[51870607009283475, 1, 4021143198073958, 4021143198073958]
[48744329644168704, 1, 894865832959187, 894865832959187]
[47845250911261440, 1, 4212899948077, -4212899948077]
[79060973992313472, 1, 31211510181103955, 31211510181103955]
[41815914517128312, 1, 6033549294081205, -6033549294081205]
[45078625521933120, 1, 2770838289276397, -2770838289276397]
[4169711930543192475, 88, 41040884843245021, -41040884843245021]
[335599885005656598, 7, 653638327189979, 653638327189979]
[191640311495619525, 4, 242456250781457, 242456250781457]
[47762509320000000, 1, 86954491209517, -86954491209517]
[245011735877760753993, 5120, 22481164368026953, 22481164368026953]
[130003528423303065600, 2717, 3464751753192089, -3464751753192089]
[46242578462660125, 1, 1606885348549392, -1606885348549392]
[44548030249763040, 1, 3301433561446477, -3301433561446477]
[50698062577562400, 1, 2848598766352883, 2848598766352883]
[3797191427542032520, 81, 78615141165938357, -78615141165938357]
[47722302850555872, 1, 127160960653645, -127160960653645]
[430653693904000000, 9, 8519603114347, 8519603114347]
[2631642250865596416, 55, 78258750927019, -78258750927019]
[42973930953509556, 1, 4875532857699961, -4875532857699961]
[12208598238989297002, 261, 280111815736386935, -280111815736386935]
[1501242877957755933, 32, 29939964000948611, -29939964000948611]
[307673054566772323, 7, 27273192111694296, -27273192111694296]
[235129113746304239, 5, 4118205309743346, -4118205309743346]
[1238775705757201073, 26, 5310353334246369, -5310353334246369]
[24914729319984355621, 520, 33008138155406781, 33008138155406781]
[47919781250000000, 1, 70317438790483, 70317438790483]
[147039295100059648, 3, 3490903666431097, 3490903666431097]
[1539240596189671375, 32, 8057754230966831, 8057754230966831]
[143581788350000000, 3, 33396916371449, 33396916371449]
[813506207800000000, 17, 65323009438211, 65323009438211]
[189384437961375755, 3, 45836046527747204, 45836046527747204]
[41626049972719212, 1, 6223413838490305, -6223413838490305]
[36141285792907075, 1, 11708178018302442, -11708178018302442]
[41980523024343750, 1, 5868940786865767, -5868940786865767]
[45914697753482250, 1, 1934766057727267, -1934766057727267]
[9653550011567154, 1, 38195913799642363, -38195913799642363]
[159550753330497956427, 3335, 27208479885782768, -27208479885782768]
[1401309634765625000, 29, 13675184240549007, 13675184240549007]
[623444487671040000, 13, 1401458125316279, 1401458125316279]
[139915415221714405, 3, 3632976211914146, -3632976211914146]
[15393704823193125, 1, 32455758988016392, -32455758988016392]
[7057500537939941375, 147, 23629357692142376, 23629357692142376]
[379741122847677045, 8, 3054587641999091, -3054587641999091]
[67602587139140625, 1, 19753123327931108, 19753123327931108]
[48433226080078125, 1, 583762268868608, 583762268868608]
[813642744814453125, 17, 201860023891336, 201860023891336]
[47878089333345414, 1, 28625522135897, 28625522135897]
[96062185248046875, 2, 363257625627841, 363257625627841]
[8096638571191406250, 169, 10079187096997877, 10079187096997877]
[2344404271823596125, 49, 219454925670208, -219454925670208]
[28753766315404943995, 594, 331184811546490897, 331184811546490897]
[57485817502809280, 1, 9636353691599763, 9636353691599763]
[65166585096467712, 1, 17317121285258195, 17317121285258195]
[48040934824631392, 1, 191471013421875, 191471013421875]
[40620130182232216, 1, 7229333628977301, -7229333628977301]
[46213636994061600, 1, 1635826817147917, -1635826817147917]
[13848147390501251685, 289, 19652349061701272, 19652349061701272]
[335546819899033600, 7, 600573220566981, 600573220566981]
[133419782294124958905, 2783, 254724507528873094, 254724507528873094]
[42600600829987200, 1, 5248862981222317, -5248862981222317]
[38492932433003620, 1, 9356531378205897, -9356531378205897]
[636078140687033044, 17, 177362744103528745, -177362744103528745]
[45812164603734375, 1, 2037299207475142, -2037299207475142]
[1138237659860640625, 24, 10149471608387783, -10149471608387783]
[2632568341164982272, 55, 847831548458837, 847831548458837]
[8236091081046833375, 171, 53832769330005968, 53832769330005968]
[3674628957158351647846417, 76660276, 6475854939018180799725, 6475854939018180799725]
[596697654453375006, 19, 312442157959605817, -312442157959605817]
[52027434255677454, 1, 4177970444467937, 4177970444467937]
[1032529579999063881, 23, 68008087658755010, -68008087658755010]
[283956897439869115, 6, 3139885427387987, -3139885427387987]
[38944927771785035, 1, 8904536039424482, -8904536039424482]
[239449087320751854, 5, 201768264704269, 201768264704269]
[88647688114760775, 2, 7051239507658259, -7051239507658259]
[11671291220186668070, 243, 43871514062755439, 43871514062755439]
[104808172314982220, 3, 38740219118646331, -38740219118646331]
[1761976476498140385, 29, 374342025973064392, 374342025973064392]
[60156762090197080, 1, 12307298278987563, 12307298278987563]
[768447511712236125, 16, 2856090732883853, 2856090732883853]
[59465972748555452125, 1183, 2860057059894593514, 2860057059894593514]
[115656366555578869449, 2450, 1574819781884447201, -1574819781884447201]
[37337521578516250, 1, 10511942232693267, -10511942232693267]
[148171006685269750, 3, 4622615251641199, 4622615251641199]
[28602392789494062, 1, 19247071021715455, -19247071021715455]
[17449068810623091642, 361, 175412374776456005, 175412374776456005]
[5409836252040838995, 112, 50696305185373091, 50696305185373091]
[124041253284321282, 1, 76191789473111765, 76191789473111765]
[191214122844160845, 4, 183732400677223, -183732400677223]
[101652281541092224026, 2125, 27829057727999599, -27829057727999599]
[1886992923584357544921875, 39455856, 948630227936343659677, -948630227936343659677]
[1104816887569863468, 23, 4279219912044577, 4279219912044577]
[56847293894872845, 1, 8997830083663328, 8997830083663328]
[4469678508483045, 1, 43379785302726472, -43379785302726472]
[31446070748547642, 1, 16403393062661875, -16403393062661875]
[621441337690441224, 13, 601691855282497, -601691855282497]
[63326803515256138000, 1323, 21962893025947009, 21962893025947009]
[148415913252163095, 4, 42981941992674973, -42981941992674973]
[518344765253444675, 11, 7999336669860012, -7999336669860012]
[47972990463657840, 1, 123526652448323, 123526652448323]
[11725198769000861568, 245, 2080135254529903, 2080135254529903]
[1113545639280428965, 22, 60857435433819591, 60857435433819591]
[192442654976631592, 5, 46804664079415993, -46804664079415993]
[814169046949429248, 17, 728162158867459, 728162158867459]
[174982270176557921, 5, 64265048879489664, -64265048879489664]
[43513897950937500, 1, 4335565860272017, -4335565860272017]
[717098859733469696, 15, 643097434673059, -643097434673059]
[49417405447265625, 1, 1567941636056108, 1567941636056108]
[945802302668641341, 20, 11186973555548999, -11186973555548999]
[33168187385329425, 1, 14681276425880092, -14681276425880092]
[25708365470355750, 1, 22141098340853767, -22141098340853767]
[5780358312756422850, 121, 9426808399928707, -9426808399928707]
[660717418966572825, 14, 9175074390360413, -9175074390360413]
[294200957495744406250, 6137, 548798086351600421, 548798086351600421]
[59711369580078125, 1, 11861905768868608, 11861905768868608]
[43042453884478125, 1, 4807009926731392, -4807009926731392]
[58931130533930655, 1, 11081666722721138, 11081666722721138]
[49189842376519845, 1, 1340378565310328, 1340378565310328]
[143518175879325950, 3, 30215554302601, -30215554302601]
[23159321881809492795, 484, 181397184086567, 181397184086567]
[26099356103414253, 1, 21750107707795264, -21750107707795264]
[546974950934081007, 11, 20630849010776320, 20630849010776320]
[134993146126933055205, 2821, 9808715511007748, 9808715511007748]
[235231717354771984, 5, 4015601701275601, -4015601701275601]
[16300539255530673920, 341, 16127904091771377, -16127904091771377]
[3302490576049102108, 69, 877573075645435, 877573075645435]
[37465654856273493850, 783, 475307903557961, -475307903557961]
[143544328744409600, 3, 4062689218951, -4062689218951]
[36037925657983545, 1, 11811538153225972, -11811538153225972]
[73650438879551645, 2, 22048488742867389, -22048488742867389]
[46557489637006205, 1, 1291974174203312, -1291974174203312]
[75665521690508295, 1, 27816057879298778, 27816057879298778]
[48493544110628617, 1, 644080299419100, 644080299419100]
[50377227717970062, 1, 2527763906760545, 2527763906760545]
[45059782089239190, 1, 2789681721970327, -2789681721970327]
[3877856028266737517, 81, 2049459558766640, 2049459558766640]
[137479680218893268718, 2873, 8170689288326377, 8170689288326377]
[46123462592009517, 1, 1726001219200000, -1726001219200000]
[516751043225945099, 10, 38256405113849929, 38256405113849929]
[1583638294118873650, 33, 4605988348959589, 4605988348959589]
[1389437647826040318, 29, 1803197300964325, 1803197300964325]
[26351477439526660421, 551, 13577120449783446, -13577120449783446]
[53797229775693261, 1, 5947765964483744, 5947765964483744]
[47937991341215360, 1, 88527530005843, 88527530005843]
[813379866635150100, 17, 61018155411689, -61018155411689]
[1100790259243331800, 23, 252591585512909, 252591585512909]
[1483330304718455778, 31, 3073429039249, -3073429039249]
[50622568613914288901, 1058, 2164098345380085, -2164098345380085]
[949481422601300589, 25, 246755172678937336, -246755172678937336]
[2571259973589051381, 55, 60460536027472054, -60460536027472054]
[485264162914605304750, 10143, 72948522492826181, -72948522492826181]
[47250134231698125, 1, 599329579511392, -599329579511392]
[1818251252816226525, 38, 28372009735121, -28372009735121]
[115946638348319625, 1, 68097174537110108, 68097174537110108]
[9392907890374801793, 200, 176984871867101607, -176984871867101607]
