N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[25548361541010000, 1, 192558688387, 192558688387]
[25547020699200000, 1, 1148283121613, -1148283121613]
[3073555477001953125, 121, 17772969858962048, -17772969858962048]
[2345397473011966425, 92, 5034073361621971, -5034073361621971]
[24182434716052158, 1, 1365734266269455, -1365734266269455]
[1737055711282728375, 68, 219779515141309, -219779515141309]
[27791761056491250, 1, 2243592074169637, 2243592074169637]
[26243373097841900, 1, 695204115520287, 695204115520287]
[207163553940240667, 8, 2778202081667763, 2778202081667763]
[279580006326330125, 11, 1449852479207618, -1449852479207618]
[102424584548285025, 4, 231908618998573, 231908618998573]
[26117007840000000, 1, 568838857678387, 568838857678387]
[25710240018937500, 1, 162071036615887, 162071036615887]
[281961686392855300, 11, 931827587317557, 931827587317557]
[180226285482072141, 7, 1389102605820850, 1389102605820850]
[292426106201140625, 13, 39700090569040344, -39700090569040344]
[25933689611857456, 1, 385520629535843, 385520629535843]
[408995666775170145, 16, 224963058024337, 224963058024337]
[24056867328189696, 1, 1491301654131917, -1491301654131917]
[26542027535761920, 1, 993858553440307, 993858553440307]
[178782004808550000, 7, 55178067701291, -55178067701291]
[51119242097702625, 2, 22904133059399, 22904133059399]
[2247825099048174009, 88, 413771396127935, -413771396127935]
[22236550112995218, 1, 3311618869326395, -3311618869326395]
[25602362182826000, 1, 54193200504387, 54193200504387]
[121176405557796875, 7, 57660777318454416, -57660777318454416]
[3093227569989318125, 121, 1899123128402952, 1899123128402952]
[443028251271533529, 13, 110902054501352560, 110902054501352560]
[595091833584067885, 24, 18064221991650827, -18064221991650827]
[102179357472792743, 4, 13318456493709, -13318456493709]
[18321902833696072, 1, 7226266148625541, -7226266148625541]
[73153826406236290, 3, 3490680540728549, -3490680540728549]
[1248218898925781250, 49, 3641381207977787, -3641381207977787]
[12367087322509765625, 483, 27321704048426546, 27321704048426546]
[135808894180991889, 5, 8068049269383824, 8068049269383824]
[73805608819997293239, 2888, 22496799052474895, 22496799052474895]
[88384244159591380, 3, 11739737212626541, 11739737212626541]
[150131837535875195, 6, 3157176358054483, -3157176358054483]
[25571355889716616, 1, 23186907395003, 23186907395003]
[26128735188944652, 1, 580566206623039, 580566206623039]
[52419344046909345, 2, 1323006082266119, 1323006082266119]
[36915180189127240, 1, 11367011206805627, 11367011206805627]
[228031479837761600, 9, 1902041003132917, -1902041003132917]
[374036811450529500000, 14641, 13930619641235933, -13930619641235933]
[21280987905720817725, 833, 636856553085904, -636856553085904]
[6756977346388038, 1, 18791191635933575, -18791191635933575]
[15327838444023413, 1, 10220330538298200, -10220330538298200]
[970027213275969057, 38, 803208052252237, -803208052252237]
[1217861685498046875, 49, 33998594635712162, -33998594635712162]
[1452700034874732875, 57, 3545597117599066, -3545597117599066]
[256667322423229172, 11, 24362536382308571, -24362536382308571]
[2857188799096792875, 112, 4206126923227781, -4206126923227781]
[179570493550078125, 7, 733310673826834, 733310673826834]
[611538570519765625, 24, 1617485055953087, -1617485055953087]
[28457592160814271, 1, 2909423178492658, 2909423178492658]
[230150046529312000, 9, 216525688417483, 216525688417483]
[21039765228836010924384, 823543, 250499372077210475, -250499372077210475]
[922070182664984507, 39, 74308407645558400, -74308407645558400]
[540586172885292950, 21, 4074624256539077, 4074624256539077]
[62473813178383750, 1, 36925644196062137, 36925644196062137]
[48092281601166530, 1, 22544112618844917, 22544112618844917]
[253813871737715345040699, 9938999, 109354229410184244688, -109354229410184244688]
[25224115682417888, 1, 324053299903725, -324053299903725]
[21577186037551170, 1, 3970982944770443, -3970982944770443]
[35044475574040270611, 1375, 84256776651947264, -84256776651947264]
[303605617924830130, 11, 22575759119292387, 22575759119292387]
[332597833172522610, 13, 471636402341641, 471636402341641]
[193039241291164554, 5, 65298396379556489, 65298396379556489]
[103934424785579375, 7, 74902758090671916, -74902758090671916]
[16124188163255172, 1, 9423980819066441, -9423980819066441]
[102231490958959635, 4, 38815029673183, 38815029673183]
[23456482112035280, 1, 2091686870286333, -2091686870286333]
[41020825548828125, 1, 15472656566506512, 15472656566506512]
[49493099481739375, 2, 1603238482903851, -1603238482903851]
[429413897188195920, 17, 4904975511271501, -4904975511271501]
[19855374668821692, 1, 5692794313499921, -5692794313499921]
[337915806236521128, 13, 5789609466340159, 5789609466340159]
[93259939932118375, 4, 8932735997168077, -8932735997168077]
[17627977909276488, 1, 7920191073045125, -7920191073045125]
[25561593213714432, 1, 13424231392819, 13424231392819]
[25977167539509186, 1, 428998557187573, 428998557187573]
[24685952974031250, 1, 862216008290363, -862216008290363]
[44968712079792501, 2, 6127625884850725, -6127625884850725]
[7893199139427833, 1, 17654969842893780, -17654969842893780]
[76858235046191456, 3, 213728099226617, 213728099226617]
[34050421532506640625, 1331, 45808617036573722, 45808617036573722]
[7966643242593750, 1, 17581525739727863, -17581525739727863]
[3325493495233720965, 136, 149057486362018403, -149057486362018403]
[484646514757443192, 19, 768695906667455, -768695906667455]
[8807997549942190665, 343, 44975589005877406, 44975589005877406]
[21037119165562500, 1, 4511049816759113, -4511049816759113]
[8621991984768016932, 325, 318837065513492707, 318837065513492707]
[49410044886759557, 1, 23861875904437944, 23861875904437944]
[128626151011029375, 7, 50211031865221916, -50211031865221916]
[54103655845591975, 2, 3007317880948749, 3007317880948749]
[24635266073275000, 1, 912902909046613, -912902909046613]
[9266893972656250000, 363, 7091367926495519, -7091367926495519]
[25198584548578125, 1, 349584433743488, -349584433743488]
[182273929644924975, 7, 3436746768673684, 3436746768673684]
[46019111182514470, 1, 20470942200192857, 20470942200192857]
[30640717737500871, 1, 5092548755179258, 5092548755179258]
[4232281078754729, 1, 21315887903566884, -21315887903566884]
[40412504589843750, 1, 14864335607522137, 14864335607522137]
[20104279566800000, 1, 5443889415521613, -5443889415521613]
[208411644733292819, 8, 4026292874719915, 4026292874719915]
[323196555081640625, 13, 8929641688540344, -8929641688540344]
[161889007068750000, 7, 16948175807501291, -16948175807501291]
[1262656189992431520, 49, 10795909858672483, 10795909858672483]
[49862202694470452, 1, 24314033712148839, 24314033712148839]
[36918293556669841875, 1463, 458677664466677944, -458677664466677944]
[23910826522128000, 1, 1637342460193613, -1637342460193613]
[109602797072904135, 4, 7410121143617683, 7410121143617683]
[3844959499226015625, 152, 38362186086869551, -38362186086869551]
[275762766133903919663331, 10793861, 618665787028354462, -618665787028354462]
[9615552471710446131, 343, 852530510774132872, 852530510774132872]
[47553250531205045384808050, 1861374843, 1468497201316788573709, -1468497201316788573709]
[30358096143375000, 1, 4809927161053387, 4809927161053387]
[6596077583484375, 1, 18952091398837238, -18952091398837238]
[9036584255395125, 1, 16511584726926488, -16511584726926488]
[24526582675481250, 1, 1021586306840363, -1021586306840363]
[39376794185275248, 1, 13828625202953635, 13828625202953635]
[179639470344576000, 7, 802287468324709, 802287468324709]
[8762347363334400000, 343, 674597601913259, -674597601913259]
[12299814650444475, 1, 13248354331877138, -13248354331877138]
[36744435291633615, 2, 14351902673009611, -14351902673009611]
[22516676218015200, 1, 3031492764306413, -3031492764306413]
[36724283840752508, 1, 11176114858430895, 11176114858430895]
[99999741861956475, 4, 2192934067329977, -2192934067329977]
[55954928026512959661, 2197, 174399227647624100, -174399227647624100]
[41823497788327248, 1, 16275328806005635, 16275328806005635]
[23183590513025250, 1, 2364578469296363, -2364578469296363]
[823716537140524170, 23, 236108650547127071, 236108650547127071]
[313472986142929746, 11, 32443127337392003, 32443127337392003]
[28816384584500513, 1, 3268215602178900, 3268215602178900]
[1011762100958984375, 34, 143124355560049533, 143124355560049533]
[20959467880312500, 1, 4588701102009113, -4588701102009113]
[24685705616000000, 1, 862463366321613, -862463366321613]
[410437880172655104, 17, 23880992526812317, -23880992526812317]
[281160916128497664, 11, 131057322959921, 131057322959921]
[26607628196997120, 1, 1059459214675507, 1059459214675507]
[175192797545275701906, 6859, 42093504468241661, -42093504468241661]
[576985177123705350, 23, 10622709469691749, -10622709469691749]
[34715479867395250, 1, 9167310885073637, 9167310885073637]
[28376887911496488, 1, 2828718929174875, 2828718929174875]
[25623004492800000, 1, 74835510478387, 74835510478387]
[1044353564221306738, 51, 258603053877095525, -258603053877095525]
[39355540875710080, 1, 13807371893388467, 13807371893388467]
[228555470303036800, 9, 1378050537857717, -1378050537857717]
[280728068661411840, 11, 301790144125903, -301790144125903]
[277185994231998720, 13, 54940202538182249, -54940202538182249]
[44887516324218750, 1, 19339347341897137, 19339347341897137]
[106946527187500000, 3, 30302020240535161, 30302020240535161]
[29686128300321480, 1, 4137959317999867, 4137959317999867]
[11008802592332119575, 437, 155747252942425306, -155747252942425306]
[901713628391044833, 34, 33075882992109991, 33075882992109991]
[82894177731365000, 3, 6249670784400161, 6249670784400161]
[96221777927075710, 3, 19577270980110871, 19577270980110871]
[6994694647370259375, 272, 45592684178780639, 45592684178780639]
[14749128674480333133, 578, 17712997301559181, -17712997301559181]
[8799299116039845, 1, 16748869866281768, -16748869866281768]
[23665604687746688, 1, 1882564294574925, -1882564294574925]
[255619872906125000, 11, 25409985899412743, -25409985899412743]
[634639742571810976, 27, 55160819950872575, -55160819950872575]
[8809760102643276, 1, 16738408879678337, -16738408879678337]
[21243751982578125, 1, 4304416999743488, -4304416999743488]
[25558797401456640, 1, 10628419135027, 10628419135027]
[32146629984218750, 1, 6598461001897137, 6598461001897137]
[167741900513966493, 7, 11095282362284798, -11095282362284798]
[10102593477333640312225, 395307, 3223441439030442034, 3223441439030442034]
[63060312452451655, 6, 90228701441478023, -90228701441478023]
[191917444076232030, 7, 13080261199980739, 13080261199980739]
[24717628930679048, 1, 830540051642565, -830540051642565]
[45767992577784750, 1, 20219823595463137, 20219823595463137]
[53442540287668224, 1, 27894371305346611, 27894371305346611]
[26429098800000000, 1, 880929817678387, 880929817678387]
[3231735313422331340625, 126293, 5180408137987870016, 5180408137987870016]
[105426121752307125, 4, 3233445823020673, 3233445823020673]
[4246137580094537985, 152, 362815894781652809, 362815894781652809]
[21976778484304083, 1, 3571390498017530, -3571390498017530]
[933805203223083048, 35, 39619288841826593, 39619288841826593]
[327217894026395625, 13, 4908302743785344, -4908302743785344]
[21818107740000000, 1, 3730061242321613, -3730061242321613]
[19726836479816928, 1, 5821332502504685, -5821332502504685]
[52500206652382125, 2, 1403868687738899, 1403868687738899]
[460877141862490977, 19, 24538068801619670, -24538068801619670]
[30304481905701185, 2, 20791856058942041, -20791856058942041]
[1397379584641757184, 55, 7769709385931531, -7769709385931531]
[27409717845930420, 1, 1861548863608807, 1861548863608807]
[221925326505476880, 7, 43088143629225589, 43088143629225589]
[130542306421907016, 5, 2801461510298951, 2801461510298951]
[1310872946317911445, 51, 7916328219509182, 7916328219509182]
[10113552873674250, 1, 15434616108647363, -15434616108647363]
[595307837768323680, 23, 7699951174926581, 7699951174926581]
[25208434447257600, 1, 339734535064013, -339734535064013]
