N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[10981865515162977864, 49, 967345068517609, -967345068517609]
[455374620481721512, 1, 231235174354548135, 231235174354548135]
[2121591174634514583, 10, 119803286637219187, -119803286637219187]
[18154977754464911360, 81, 317381836132177, -317381836132177]
[21314101145262908983, 95, 20853763181438168, 20853763181438168]
[190251527959350000, 1, 33887918167823377, -33887918167823377]
[452861229917688645625, 2023, 572869597583096046, -572869597583096046]
[64763180112066150000, 289, 13119818686955953, -13119818686955953]
[379475801933593750, 1, 155336355806420373, 155336355806420373]
[5589947440716510976, 25, 13538712462823449, -13538712462823449]
[209557603092677697, 1, 14581843034495680, -14581843034495680]
[17096093850169292530, 81, 1059201286131751007, -1059201286131751007]
[10080624700262645925, 46, 229789821587329417, -229789821587329417]
[9386693522846997817185, 41876, 630076825485481933, 630076825485481933]
[6423204893677864875, 28, 147300402117010319, 147300402117010319]
[137533530007500000, 1, 86605916119673377, -86605916119673377]
[430829710917890625, 2, 17449181336456129, -17449181336456129]
[225210722456250000, 1, 1071276329076623, 1071276329076623]
[205135605675000000, 1, 19003840452173377, -19003840452173377]
[3788142395019531250, 17, 22228189142416159, -22228189142416159]
[2910744938964843750, 13, 3067860688410151, -3067860688410151]
[6422725457532825870, 29, 77318480155202063, -77318480155202063]
[2481613727742429696, 11, 16079820343522549, 16079820343522549]
[244971312725390625, 1, 20831866598217248, 20831866598217248]
[228135015636751314, 1, 3995569509577937, 3995569509577937]
[897468826904296875, 4, 911042395603367, 911042395603367]
[38684076171305436200, 171, 356230883558788733, 356230883558788733]
[224473759638036480, 1, 334313510863103, 334313510863103]
[226720035928926540, 1, 2580589801753163, 2580589801753163]
[2915878314498057216, 13, 2065514844803315, 2065514844803315]
[234711655427374125, 1, 10572209300200748, 10572209300200748]
[165590033216047440, 1, 58549412911125937, -58549412911125937]
[350181751562500000, 1, 126042305435326623, 126042305435326623]
[3479164258116421875, 16, 107066879918352157, -107066879918352157]
[229721132812500000, 1, 5581686685326623, 5581686685326623]
[18720305810352295703125, 83521, 44869635351917292, -44869635351917292]
[10294154630102646875, 46, 16259891747328467, -16259891747328467]
[27120974532241408000, 121, 101550853429383, 101550853429383]
[244678707329601545, 1, 20539261202428168, 20539261202428168]
[1188547634344533731255, 5292, 2401685439532220171, 2401685439532220171]
[238444649017259322, 1, 14305202890085945, 14305202890085945]
[696473579497021326, 1, 472334133369847949, 472334133369847949]
[12995939607740853309, 58, 4148267635202557, -4148267635202557]
[222143391145812500, 1, 1996054981360877, -1996054981360877]
[2457294743990288384, 11, 8239163408618763, -8239163408618763]
[632592182901142685, 3, 39826155480377446, -39826155480377446]
[2876810506517922601, 13, 37002293135331300, -37002293135331300]
[296308815871432507, 1, 72169369744259130, 72169369744259130]
[205234494291851409, 1, 18904951835321968, -18904951835321968]
[2469511114833052875, 11, 3977207434145728, 3977207434145728]
[37634653279768545, 1, 186504792847404832, -186504792847404832]
[786720961149177713750, 3509, 215644688926333857, 215644688926333857]
[7866755429678026596, 35, 21874815226958401, 21874815226958401]
[190095354377951295, 1, 34044091749222082, -34044091749222082]
[215124832015843750, 1, 9014614111329627, -9014614111329627]
[118591456921386718750, 529, 21689920112002317, 21689920112002317]
[1069453495173516453, 5, 51243735462350432, -51243735462350432]
[220185029499260595, 1, 3954416627912782, -3954416627912782]
[221353126074889270, 1, 2786320052284107, -2786320052284107]
[422561371944673125, 2, 25717520309673629, -25717520309673629]
[72674110543330336625, 323, 277069444253335854, 277069444253335854]
[83064344599111260, 1, 141075101528062117, -141075101528062117]
[2913172574812114944, 13, 640224841138957, -640224841138957]
[1121693274772728216, 5, 996044136861331, 996044136861331]
[291766102859629970, 1, 67626656732456593, 67626656732456593]
[19731016665762609375, 88, 6745406571352199, 6745406571352199]
[563859185550600225, 2, 115580293296253471, 115580293296253471]
[354310997021502950, 1, 130171550894329573, 130171550894329573]
[890770117187500000, 1, 666630671060326623, 666630671060326623]
[227573402493937500, 1, 3433956366764123, 3433956366764123]
[18101210937500000000, 81, 54084198801043537, -54084198801043537]
[175731904031472140625, 782, 454857160022559811, 454857160022559811]
[184819533113840625, 1, 39319913013332752, -39319913013332752]
[4279685459994140625, 19, 21035983577846462, 21035983577846462]
[78148419310826865, 1, 145991026816346512, -145991026816346512]
[5156570492879437115, 23, 1363231954449444, 1363231954449444]
[3831696808651355588, 17, 21326224489408179, 21326224489408179]
[2018952131283348415, 9, 1697116138788022, 1697116138788022]
[671238829329026770, 3, 1179509052493361, -1179509052493361]
[81362764939196768755, 363, 145995032832904, 145995032832904]
[75188471443356810, 1, 148950974683816567, -148950974683816567]
[224339159424005010, 1, 199713296831633, 199713296831633]
[214744866319072650, 1, 9394579808100727, -9394579808100727]
[219579532730929800, 1, 4559913396243577, -4559913396243577]
[312768309207013243936, 1395, 93781859606383021, 93781859606383021]
[253501635418959620000, 1131, 78150873469387, -78150873469387]
[215396835516721230300, 961, 1172211492384997, -1172211492384997]
[223268318516667021, 1, 871127610506356, -871127610506356]
[1579725632439257641, 7, 10749509549044002, 10749509549044002]
[537992817401657699438621, 2400650, 87543943541068056429, -87543943541068056429]
[7628427544022368083, 34, 7686375698473265, 7686375698473265]
[1101433969365018895879, 4913, 236870542216094678, 236870542216094678]
[6668762382048636595, 29, 168718444360608662, 168718444360608662]
[684182330587272374, 3, 11763992205752243, 11763992205752243]
[65408666186510136875, 299, 1609028205514702848, -1609028205514702848]
[45500003645080875000, 203, 303918735320531, -303918735320531]
[75759787946360546875, 338, 655155375945449, 655155375945449]
[225558573433683490, 1, 1419127306510113, 1419127306510113]
[9901888014923703045, 44, 39752385328074457, 39752385328074457]
[1120615347531423744, 5, 81883104443141, -81883104443141]
[241275312035323995, 1, 17135865908150618, 17135865908150618]
[201756557513671875, 1, 22382888613501502, -22382888613501502]
[224213288408931250, 1, 73842281757873, 73842281757873]
[224024913330078125, 1, 114532797095252, -114532797095252]
[123530314498653322260, 551, 29479682580791533, 29479682580791533]
[368163213724556250, 1, 144023767597382873, 144023767597382873]
[195787647244921875, 1, 28351798882251502, -28351798882251502]
[247385555718571875, 1, 23246109591398498, 23246109591398498]
[210701558461143750, 1, 13437887666029627, -13437887666029627]
[447821617919921875, 2, 457274334424879, -457274334424879]
[223963400424843750, 1, 176045702329627, -176045702329627]
[26667360122021484375, 119, 5233967112147488, -5233967112147488]
[454745012034482169, 2, 6466119780135415, 6466119780135415]
[220666848758809453, 1, 3472597368363924, -3472597368363924]
[1106501566339667823, 1, 882362120212494446, 882362120212494446]
[26915278954718912615, 119, 242684865585280752, 242684865585280752]
[497239770227161078, 1, 273100324099987701, 273100324099987701]
[237545515847389750, 1, 13406069720216373, 13406069720216373]
[7831615823255552042, 35, 13264791195516153, -13264791195516153]
[61632549269135081328, 275, 5798415837597347, -5798415837597347]
[140124660837766369281, 625, 37507008283008656, 37507008283008656]
[35448682210051446014692, 158125, 6632291192155776567, 6632291192155776567]
[6948240281904796875, 31, 82548037577812, -82548037577812]
[668775029797837963, 3, 3643308583682168, -3643308583682168]
[6052003792772633696, 27, 238747338952517, 238747338952517]
[241004014976909525, 1, 16864568849736148, 16864568849736148]
[576822766712806250, 3, 95595571668713881, -95595571668713881]
[3193893434930859375, 14, 55941189150432097, 55941189150432097]
[222356314946390625, 1, 1783131180782752, -1783131180782752]
[6043590234749940814, 27, 8174810683740365, -8174810683740365]
[81684515581804135, 1, 142454930545369242, -142454930545369242]
[224973755159784774, 1, 834309032611397, 834309032611397]
[6237939847783404029633, 28050, 49171616083809195217, -49171616083809195217]
[6443627719348828125, 28, 167723227787973569, 167723227787973569]
[444018976396838955, 2, 4259915857507799, -4259915857507799]
[216096440339841428185, 961, 698432611627812888, 698432611627812888]
[46819019129588128332, 209, 26125110991107461, -26125110991107461]
[6947765131438432980, 31, 557698503941707, -557698503941707]
[6468999900712510576311, 28861, 111346036159742714, 111346036159742714]
[84932073921846980, 1, 139207372205326397, -139207372205326397]
[294763882039222869, 1, 70624435912049492, 70624435912049492]
[963500282893352633, 4, 66942498384659125, 66942498384659125]
[10794553717234368018060, 48139, 4704920118368822657, 4704920118368822657]
[6065134943188310968, 27, 13369897754629789, 13369897754629789]
[14344421596515004995, 64, 502955624091133, -502955624091133]
[265486209927777265, 1, 41346763800603888, 41346763800603888]
[456197415786117291, 2, 7918523531770537, 7918523531770537]
[447786129247021565, 2, 492763007325189, -492763007325189]
[227129021184878085, 1, 2989575057704708, 2989575057704708]
[4263880704580803215, 19, 5231228164509052, 5231228164509052]
[2465784830134868970, 11, 250922735961823, 250922735961823]
[21314537879286221031, 95, 21290497204750216, 21290497204750216]
[1563437590524809220, 7, 5538532365404419, -5538532365404419]
[12130880841081300025, 54, 27350750213937667, 27350750213937667]
[26083350468588900487, 116, 83174717836788755, 83174717836788755]
[223724687440434726, 1, 414758686738651, -414758686738651]
[64767081672003506796, 289, 9218258749599157, -9218258749599157]
[221941437354005985, 1, 2198008773167392, -2198008773167392]
[441960606233449875, 2, 6318286020896879, -6318286020896879]
[21966517822439689785, 98, 852101976698839, 852101976698839]
[224320329479099875, 1, 180883351926498, 180883351926498]
[36144205368949335, 1, 187995240758224042, -187995240758224042]
[12840631484952008375, 57, 64683055703125886, 64683055703125886]
[6885533686674841825, 31, 62789143267532862, -62789143267532862]
[461585834384316957, 2, 13306942129970203, 13306942129970203]
[661285125686827642, 3, 11133212694692489, -11133212694692489]
[57058662401807430, 1, 167080783725365947, -167080783725365947]
[6536954600964671156, 29, 36910663276643223, 36910663276643223]
[227757074473252380, 1, 3617628346079003, 3617628346079003]
[895648676320394815, 4, 909108188298693, -909108188298693]
[231295984522162500, 1, 7156538394989123, 7156538394989123]
[1274023329698989089, 7, 294952793191224550, -294952793191224550]
[1545554621631635545, 9, 471700393512924848, -471700393512924848]
[227850285066378975, 1, 3710838939205598, 3710838939205598]
[64775984835228541875, 289, 315095524564078, -315095524564078]
[2246930680262349081, 10, 5536218990615311, 5536218990615311]
[6498093173185511040, 29, 1950764502516893, -1950764502516893]
[66575442824822521856, 297, 6027325052028887, 6027325052028887]
[4290689456457421875, 19, 32039980041127712, 32039980041127712]
[674560104393100625, 3, 2141766011580494, 2141766011580494]
[469689223667503125, 2, 21410331413156371, 21410331413156371]
[255110450311994550, 1, 30971004184821173, 30971004184821173]
[234262785288015900, 1, 10123339160842523, 10123339160842523]
[223927006466322432, 1, 212439660850945, -212439660850945]
[490236479152642855360, 2187, 43510472514679861, 43510472514679861]
[672666220203961984, 3, 247881822441853, 247881822441853]
[6948229759262668800, 31, 93070679705887, -93070679705887]
[4258537441394575680, 19, 112035021718483, -112035021718483]
[45158244190815392, 1, 178981201936357985, -178981201936357985]
[369783681189857825, 3, 302634657191662306, -302634657191662306]
[908073546948180855, 4, 11515762439487347, 11515762439487347]
[38245133869024225, 1, 185894312258149152, -185894312258149152]
[718821487242872741, 5, 401875743392994144, -401875743392994144]
[228516580273731750, 1, 4377134146558373, 4377134146558373]
[229031402607393750, 1, 4891956480220373, 4891956480220373]
[6503925596923828125, 29, 3881659235800192, 3881659235800192]
[19439768629063700480, 87, 60363184000383319, -60363184000383319]
[6497224625257648128, 29, 2819312430379805, -2819312430379805]
[1585108661766279890625, 7072, 5501245090231519, -5501245090231519]
[727929184462073033, 3, 55510846080552902, 55510846080552902]
[1535144483596679499115, 6859, 2227977389602693728, -2227977389602693728]
[224867562155995374, 1, 728116028821997, 728116028821997]
[63569340646961849, 1, 160570105480211528, -160570105480211528]
[171898851070927981, 3, 500519487310592150, -500519487310592150]
[823191517665588227, 3, 150773179284068096, 150773179284068096]
[5067471988332203125, 21, 360543619661562208, 360543619661562208]
[1677160528500234375, 7, 108184405610020736, 108184405610020736]
[3270296591167734375, 14, 132344345387307097, 132344345387307097]
[223999144071953250, 1, 140302055220127, -140302055220127]
[73732997136332625, 1, 150406448990840752, -150406448990840752]
[37096121672324211885, 169, 783444723168088828, -783444723168088828]
[11218552777113191939, 50, 11580470754523089, 11580470754523089]
