N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[108911157004440, 13, 828181587001, -828181587001]
[983434826171875, 117, 4219221151094, -4219221151094]
[59160816000000, 7, 70402912301, 70402912301]
[4543126598883795, 539, 6835208869028, -6835208869028]
[2163923861596497, 256, 2903040103505, 2903040103505]
[742815404296875, 88, 35503091341, -35503091341]
[109904384821000, 13, 165046229559, 165046229559]
[412095937500000, 49, 1536954113893, -1536954113893]
[11453077757522093, 1352, 40186544012229, 40186544012229]
[2903821903125000, 343, 8391661827749, 8391661827749]
[630563837659770861, 74698, 1598113350875, 1598113350875]
[373022690066950000, 44217, 234566432876669, -234566432876669]
[76040806400000, 9, 67418144387, 67418144387]
[8431109406720, 1, 10378177237, -10378177237]
[1021450677187500, 121, 30679528703, 30679528703]
[235370448551238, 25, 24333258952313, 24333258952313]
[8197721871625, 1, 243765712332, -243765712332]
[16354700749673, 2, 528274418241, -528274418241]
[8628882329925, 1, 187394745968, 187394745968]
[5890706250000, 1, 2550781333957, -2550781333957]
[136002330311295, 11, 43145966887768, 43145966887768]
[11884056362640, 1, 3442568778683, 3442568778683]
[14616181003125, 1, 6174693419168, 6174693419168]
[8109126484250, 1, 332361099707, -332361099707]
[19982137411665, 2, 3099162243751, 3099162243751]
[8481223448082, 1, 39735864125, 39735864125]
[7260572044440, 1, 1180915539517, -1180915539517]
[7302917670048, 1, 1138569913909, -1138569913909]
[9174781850000, 1, 733294266043, 733294266043]
[62715178987461, 5, 20507741067676, 20507741067676]
[7718470439130, 1, 723017144827, -723017144827]
[7422205917224, 1, 1019281666733, -1019281666733]
[7762657877898, 1, 678829706059, -678829706059]
[51163101275715, 7, 7927311811984, -7927311811984]
[13078081357341, 2, 3804893810573, -3804893810573]
[6697184461110, 1, 1744303122847, -1744303122847]
[22395886945055, 3, 2928575806816, -2928575806816]
[32544682795625, 4, 1221267540203, -1221267540203]
[9871439715072, 1, 1429952131115, 1429952131115]
[24017392709310, 1, 15575905125353, 15575905125353]
[9380074768680, 1, 938587184723, 938587184723]
[5352023479605, 1, 3089464104352, -3089464104352]
[12513899165625, 1, 4072411581668, 4072411581668]
[9870222097450, 1, 1428734513493, 1428734513493]
[275259138154649, 35, 20192927283846, -20192927283846]
[6249557379780, 1, 2191930204177, -2191930204177]
[9085002712500, 1, 643515128543, 643515128543]
[21703838531375, 2, 4820863363461, 4820863363461]
[45257565743676, 5, 3050127823891, 3050127823891]
[8252759262825, 1, 188728321132, -188728321132]
[11912402682180, 1, 3470915098223, 3470915098223]
[8820861328125, 1, 379373744168, 379373744168]
[19550077873209, 2, 2667102705295, 2667102705295]
[7747325479400, 1, 694162104557, -694162104557]
[48071484415812, 5, 5864046496027, 5864046496027]
[6138494140625, 1, 2302993443332, -2302993443332]
[6191484810875, 1, 2250002773082, -2250002773082]
[7714088346580, 1, 727399237377, -727399237377]
[179204024516000, 21, 1932785252903, 1932785252903]
[6895075178628, 1, 1546412405329, -1546412405329]
[6409489865625, 1, 2031997718332, -2031997718332]
[10535244561270, 1, 2093756977313, 2093756977313]
[49561894681585, 6, 1087030822157, -1087030822157]
[7813549772756, 1, 627937811201, -627937811201]
[124059682681935, 19, 36328581413248, -36328581413248]
[5552631944925, 1, 2888855639032, -2888855639032]
[7073412328125, 1, 1368075255832, -1368075255832]
[32524248782025, 4, 1241701553803, -1241701553803]
[107544021451878, 13, 2195317139563, -2195317139563]
[9706417506016, 1, 1264929922059, 1264929922059]
[9667223197632, 1, 1225735613675, 1225735613675]
[8313535655040, 1, 127951928917, -127951928917]
[7527425820992, 1, 914061762965, -914061762965]
[7513462425105, 1, 928025158852, -928025158852]
[11365144408800, 1, 2923656824843, 2923656824843]
[153910070844530, 19, 6478193250653, -6478193250653]
[85157378407647, 11, 7698985015880, -7698985015880]
[6521436796875, 1, 1920050787082, -1920050787082]
[33663287109375, 4, 102663226453, -102663226453]
[7382089000000, 1, 1059398583957, -1059398583957]
[7938259363125, 1, 503228220832, -503228220832]
[17640112351169, 2, 757137183255, 757137183255]
[238357332406921, 25, 27320142807996, 27320142807996]
[1078954788705885, 121, 57534791047088, 57534791047088]
[46378128671875, 6, 4270796831867, -4270796831867]
[12524347236555, 2, 4358627931359, -4358627931359]
[10051961562500, 1, 1610473978543, 1610473978543]
[20972794968356, 3, 4351667783515, -4351667783515]
[9512074687500, 1, 1070587103543, 1070587103543]
[72497671242880, 11, 20358692180647, -20358692180647]
[9595698131250, 1, 1154210547293, 1154210547293]
[5864308189740, 1, 2577179394217, -2577179394217]
[6520562500000, 1, 1920925083957, -1920925083957]
[8102757812500, 1, 338729771457, -338729771457]
[8420149569960, 1, 21338013997, -21338013997]
[75970003484375, 8, 8438102812719, 8438102812719]
[460798032428412, 65, 87898660528793, -87898660528793]
[19738361328125, 2, 2855386160211, 2855386160211]
[93050729311701, 11, 194365888174, 194365888174]
[7397690285700, 1, 1043797298257, -1043797298257]
[9714332252625, 1, 1272844668668, 1272844668668]
[127730610903896, 15, 1108297144541, 1108297144541]
[8807379063120, 1, 365891479163, 365891479163]
[92777573965300, 9, 16804185709687, 16804185709687]
[145844824125000, 17, 2339535197731, 2339535197731]
[9634625000000, 1, 1193137416043, 1193137416043]
[8923107228840, 1, 481619644883, 481619644883]
[8959215589324, 1, 517728005367, 517728005367]
[8753262890625, 1, 311775306668, 311775306668]
[5968258428825, 1, 2473229155132, -2473229155132]
[31220515351025, 3, 5896052599154, 5896052599154]
[8455916035125, 1, 14428451168, 14428451168]
