N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[580913979391039980765625, 97336, 1413676086640680302561, 1413676086640680302561]
[16979334903309606953125, 2852, 352622622697691823, -352622622697691823]
[664617735055244140625, 114, 14093477411895666361, -14093477411895666361]
[3506882516418045854375, 589, 207918671156851614, 207918671156851614]
[5145585776518786830, 1, 808021350385948319, -808021350385948319]
[35034033517502134140630, 5887, 14851638586041681533, -14851638586041681533]
[716475419468032932890, 121, 3911042887440020139, -3911042887440020139]
[6454335047160000000, 1, 500727920255264851, 500727920255264851]
[2244559119528000000000, 377, 49232684914848827, 49232684914848827]
[5000383536843283875, 1, 953223590061451274, -953223590061451274]
[46967243786434010754000, 7889, 762837717444836461, -762837717444836461]
[291570952175014519233, 49, 155797043317503068, -155797043317503068]
[29230851260616177493750, 4913, 19220553866786293287, -19220553866786293287]
[1718992847877409412, 1, 4234614279027325737, -4234614279027325737]
[6844252947742031250, 1, 890645820837296101, 890645820837296101]
[5896711997758609664, 1, 56895129146125485, -56895129146125485]
[2061154801877576104315, 338, 48835592983775623953, 48835592983775623953]
[5959761954295492161, 1, 6154827390757012, 6154827390757012]
[446730944582039110721, 75, 210410064183974546, 210410064183974546]
[591586452378147330, 1, 5362020674526587819, -5362020674526587819]
[4220189817689585250, 1, 1733417309215149899, -1733417309215149899]
[1244238882376940336250, 209, 65007146149309891, -65007146149309891]
[42740635272171353088, 7, 1065385383838207045, 1065385383838207045]
[113552312050637291520, 19, 433776639447323689, 433776639447323689]
[99957719638843422720, 17, 1253601518537074813, -1253601518537074813]
[16341434352232748781, 2, 4434220098423278483, 4434220098423278483]
[85595059237321938997, 15, 3709047666249088238, -3709047666249088238]
[6529666794002095744, 1, 576059667097360595, 576059667097360595]
[28318340401745659265, 4, 4503911894126718669, 4503911894126718669]
[6375923975421486330, 1, 422316848516751181, 422316848516751181]
[159434742808087798051, 24, 16548171762374154475, 16548171762374154475]
[78810813431581218512, 13, 1413920781819661575, 1413920781819661575]
[356378491180757147011, 60, 837936433526961929, -837936433526961929]
[21113375797244609375, 1, 15159768670339874226, 15159768670339874226]
[3376707902052463827200, 567, 1012661097478997717, 1012661097478997717]
[292580642738329887552, 49, 853893519997865251, 853893519997865251]
[12055396173462533317657, 2040, 89962365423126386303, -89962365423126386303]
[6177863739479652000, 1, 224256612574916851, 224256612574916851]
[1078852422035437437313835, 181203, 40949818918714109588, 40949818918714109588]
[3979758980759424698745, 667, 8703027113966354362, 8703027113966354362]
[700266814643374843750, 121, 20119647712098109279, -20119647712098109279]
[294335914916321287460, 49, 2609165697989265159, 2609165697989265159]
[8196845180249213950, 1, 2243238053344478801, 2243238053344478801]
[523996466120726484375, 88, 79038953109791263, 79038953109791263]
[68513246655466450383, 11, 3023568259514363744, 3023568259514363744]
[17590018073535718241, 5, 12178017560987957504, -12178017560987957504]
[5513866961235163440, 1, 439740165669571709, -439740165669571709]
[5952516807557120000, 1, 1090319347615149, -1090319347615149]
[42008526869083910331625, 7047, 53457445786241736622, 53457445786241736622]
[6042811780167690528, 1, 89204653262955379, 89204653262955379]
[5755864083642472800, 1, 197743043262262349, -197743043262262349]
[21960900170400205086336, 3689, 1956520751362878325, -1956520751362878325]
[5504264268925223646, 1, 449342857979511503, -449342857979511503]
[8763091499321965658853, 1472, 618191481804480475, -618191481804480475]
[76803686724640885625, 13, 593205925120671312, -593205925120671312]
[48986252293514276435625, 8228, 27146657884370347, -27146657884370347]
[9900288890824397734375, 1716, 316100938944127781309, -316100938944127781309]
[7082691706234921875, 1, 1129084579330186726, 1129084579330186726]
[7494931019820590346, 1, 1541323892915855197, 1541323892915855197]
[3375946589669002058996, 567, 251348714017229513, 251348714017229513]
[6988991725361226152, 1, 1035384598456491003, 1035384598456491003]
[5006978321262293376000, 841, 5272464588884309, -5272464588884309]
[5958656493451200000, 1, 5049366546464851, 5049366546464851]
[924744944864450325, 1, 5028862182040284824, -5028862182040284824]
[25020417089018991612500, 4199, 21220763146008721849, 21220763146008721849]
[4046099519700663425, 1, 1907507607204071724, -1907507607204071724]
[965879401507880234375, 162, 1395046949313140237, 1395046949313140237]
[9815127465615175935, 1, 3861520338710440786, 3861520338710440786]
[2369350604289331949, 1, 3584256522615403200, -3584256522615403200]
[43677185209095402107, 7, 2001935320762256064, 2001935320762256064]
[6993521499894980349, 1, 1039914372990245200, 1039914372990245200]
[136569707966844331740, 23, 363255951964576687, -363255951964576687]
[1054663680818620926112675, 177147, 39108827808672772, 39108827808672772]
[15780059911694376848, 3, 2080761469019828599, -2080761469019828599]
[594474139789492267019, 100, 886572900981247881, -886572900981247881]
[7367838304644422912, 1, 1414231177739687763, 1414231177739687763]
[19251176191406250000, 1, 13297569064501514851, 13297569064501514851]
[8471154453125000000, 1, 2517547326220264851, 2517547326220264851]
[113073326287850044375, 19, 45209123339923456, -45209123339923456]
[2085136920752270067, 1, 3868470206152465082, -3868470206152465082]
[12542864473519280901, 2, 635650219709810603, 635650219709810603]
[92340413326442032245, 16, 2917300704033730139, -2917300704033730139]
[7676780587629906060, 1, 1723173460725170911, 1723173460725170911]
[3331506043788760530, 1, 2622101083115974619, -2622101083115974619]
[591381373585739318725, 98, 7927875149075274123, 7927875149075274123]
[18594327093486189045, 1, 12640719966581453896, 12640719966581453896]
[4404396436706907487616, 741, 7226444329501257793, -7226444329501257793]
[11760963436062539853, 2, 146250817746930445, -146250817746930445]
[75822142867942591032, 13, 1574749781818965905, -1574749781818965905]
[51918781287570527076340, 8619, 604641460778614827109, 604641460778614827109]
[3334967443174309250, 1, 2618639683730425899, -2618639683730425899]
[8970745360485798890, 1, 3017138233581063741, 3017138233581063741]
[110336658417073574893, 21, 14689091247925863236, -14689091247925863236]
[143070635369440103325, 23, 6137671450631194898, 6137671450631194898]
[44588372624983801363750, 7569, 474479718558138979031, -474479718558138979031]
[18286389503491244863, 2, 6379175249681774565, 6379175249681774565]
[44045522996881861949, 5, 14277487362358186204, 14277487362358186204]
[5185177300056162640, 1, 768429826848572509, -768429826848572509]
[83807959077308435200, 13, 6411066427546878263, 6411066427546878263]
[19862436182343164795, 3, 2001614801628959348, 2001614801628959348]
[35115612973903012023, 5, 5347577339379336278, 5347577339379336278]
[578076212071504683267, 98, 5377286365159361335, -5377286365159361335]
[5068409450769843750, 1, 885197676134891399, -885197676134891399]
[8685792820184326171875, 1456, 17340843411031794931, 17340843411031794931]
[6220451051270738464, 1, 266843924366003315, 266843924366003315]
[6234397444409062500, 1, 280790317504327351, 280790317504327351]
[717692566105418978529, 121, 2693896250053974500, -2693896250053974500]
[15489039166237656250, 3, 2371782214476549197, -2371782214476549197]
[6019264352112979968, 1, 65657225208244819, 65657225208244819]
[1248232551107444038500, 209, 3928661584354392359, 3928661584354392359]
[377074252928664021025, 66, 15863817447048498809, -15863817447048498809]
[837812346005618445, 1, 5115794780899116704, -5115794780899116704]
[2365617141487738138, 1, 3587989985416997011, -3587989985416997011]
[4430142648721848960, 1, 1523464478182886189, -1523464478182886189]
[7632678225819508752, 1, 1679071098914773603, 1679071098914773603]
[4670620742615741375, 1, 1282986384288993774, -1282986384288993774]
[76791181036031040425, 13, 605711613730516512, -605711613730516512]
[5944780963148227200, 1, 8826163756507949, -8826163756507949]
[8019209224141945830, 1, 2065602097237210681, 2065602097237210681]
[5881548030606248000, 1, 72059096298487149, -72059096298487149]
[17828492110000000000, 3, 32329270714205447, -32329270714205447]
[5963759461632000000, 1, 10152334727264851, 10152334727264851]
[5912686206105934640, 1, 40920920798800509, -40920920798800509]
[5061544977164878125, 1, 892062149739857024, -892062149739857024]
[762883974644401871625, 128, 822262400595772553, 822262400595772553]
[59220618655384418918400, 9947, 88564063018391297, 88564063018391297]
[68556812661543431862, 11, 3067134265591345223, 3067134265591345223]
[17116383699218767122432, 2875, 236790632346430943, -236790632346430943]
[4557145854589858530, 1, 1396461272314876619, -1396461272314876619]
[43445286654027802632, 7, 1770036765694656589, 1770036765694656589]
[67480621639219751011, 13, 9916271010541805926, -9916271010541805926]
[9375815121926400000000, 1573, 10791111305251610623, 10791111305251610623]
[4309296464397925000, 1, 1644310662506810149, -1644310662506810149]
[5348547633000000000, 1, 605059493904735149, -605059493904735149]
[10971977587054566225, 2, 935236666754904073, -935236666754904073]
[65543956948207861760, 11, 54278552255775121, 54278552255775121]
[139097923085224430019, 25, 9742255087393948706, -9742255087393948706]
[42549254397789871875, 7, 874004509456725832, 874004509456725832]
[7285277114174295808, 1, 1331669987269560659, 1331669987269560659]
[1333242307159538720, 1, 4620364819745196429, -4620364819745196429]
[18930644185450840340, 3, 1069822804736634893, 1069822804736634893]
[52859927342722332976, 9, 722536799420283365, -722536799420283365]
[156527463293160644881, 26, 1733677993637531007, 1733677993637531007]
[5907002718780466875, 1, 46604408124268274, -46604408124268274]
[29238428549226788892, 5, 529607085296886853, -529607085296886853]
[77059021738379788800, 13, 337870911381768137, -337870911381768137]
[5959997512471641600, 1, 6390385566906451, 6390385566906451]
[507665744991932648275, 81, 25423567712649101206, 25423567712649101206]
[9286276381145115625, 1, 3332669254240380476, 3332669254240380476]
[206145145843505859375, 34, 3722503528744864309, 3722503528744864309]
[5836522039987516416, 1, 117085086917218733, -117085086917218733]
[12674917738586254880575, 2116, 77085058055835305291, 77085058055835305291]
[3808973120532247040009, 640, 1335440686783455351, -1335440686783455351]
[760624065257451064747, 128, 1437646986355034325, -1437646986355034325]
[20341459391684091843, 2, 8434245137874621545, 8434245137874621545]
[3408163537811519949, 1, 2545443589093215200, -2545443589093215200]
[12935068964008923090944, 2175, 14026537008875858131, -14026537008875858131]
[136091247857583046875, 23, 841716061225861552, -841716061225861552]
[35313764451435434944, 3, 17452943070721229497, 17452943070721229497]
[17828052219576015872, 3, 32769161138189575, -32769161138189575]
[5197073629785305625, 1, 756533497119429524, -756533497119429524]
[180192044161035156250, 29, 7537437480797836929, 7537437480797836929]
[24769179656279296875, 4, 954751148660356279, 954751148660356279]
[5907316212567828000, 1, 46290914336907149, -46290914336907149]
[14094132883970889750, 1, 8140525757066154601, 8140525757066154601]
[5427058837642748124, 1, 526548289261987025, -526548289261987025]
[4529946748804756974005311, 761515, 3814382440102412985424, -3814382440102412985424]
[10279585579683777357, 1, 4325978452779042208, 4325978452779042208]
[4957395359889189878375, 833, 1959376822454500742, -1959376822454500742]
[27346578653899864975, 3, 9485757273185659528, 9485757273185659528]
[6414637798442688309, 1, 461030671537953160, 461030671537953160]
[8980109968072847175, 1, 3026502841168112026, 3026502841168112026]
[7069458383038691850, 1, 1115851256133956701, 1115851256133956701]
[17060268761692741200, 1, 11106661634788006051, 11106661634788006051]
