N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[17332791818904885791, 7, 287881385304469032, 287881385304469032]
[4835646894021831195, 2, 34327515578287879, -34327515578287879]
[160538447540903444467, 66, 170707975900484975, -170707975900484975]
[214314172192645107975, 88, 35298170239868719, 35298170239868719]
[5573825108430840261, 1, 3138837903630780724, 3138837903630780724]
[4811205870392772305, 1, 2376218665592712768, 2376218665592712768]
[2451382363623509498, 1, 16395158823449961, 16395158823449961]
[40776923256671699615630, 16731, 37152333161903502083, 37152333161903502083]
[9478388342197197605, 4, 261560477003040543, -261560477003040543]
[103710237497120091135753, 42592, 737529724044664151, -737529724044664151]
[1067677874916944984, 1, 1367309329883114553, -1367309329883114553]
[4442232976404512443, 3, 2862728637995666168, -2862728637995666168]
[16411315937934179904, 7, 633594495666236855, -633594495666236855]
[1497806616321178625, 1, 937180588478880912, -937180588478880912]
[13238226209466171875, 7, 3806684224134244884, -3806684224134244884]
[1937367245609786705, 1, 497619959190272832, -497619959190272832]
[9084114939080498603, 4, 655833880119739545, -655833880119739545]
[2526064047230940788, 1, 91076842430881251, 91076842430881251]
[16168297683054360334491, 6647, 17062267251635407948, -17062267251635407948]
[6101556921490078125, 2, 1231582511889959051, 1231582511889959051]
[2380977326998968750, 1, 54009877801090787, -54009877801090787]
[16974552845157110775, 7, 70357588443305984, -70357588443305984]
[2118232664849057250, 1, 316754539951002287, -316754539951002287]
[2162501703547845660, 1, 272485501252213877, -272485501252213877]
[2388490926970308615, 1, 46496277829750922, -46496277829750922]
[8444546859820341204025, 3468, 11233573734729709, 11233573734729709]
[951888334290217758720, 391, 191662786605520247, -191662786605520247]
[2433476616899328000, 1, 1510587900731537, -1510587900731537]
[3240473244508800000000, 1331, 494725080079243747, -494725080079243747]
[883986957810906250000, 363, 86602468484638069, 86602468484638069]
[5241751496126954270, 1, 2806764291326894733, 2806764291326894733]
[2326330241685397662, 1, 108656963114661875, -108656963114661875]
[2446008183799631906, 1, 11020978999572369, 11020978999572369]
[4870139002348352733, 2, 164592748233659, 164592748233659]
[4925978814457337011496, 2023, 300853183431855, -300853183431855]
[198557759247597571250, 81, 1323795658792748753, 1323795658792748753]
[9722450248184449545, 4, 17498571015788603, -17498571015788603]
[340944780868831029033, 140, 46572196822693853, 46572196822693853]
[2433677509001859890, 1, 1309695798199647, -1309695798199647]
[1590042300223022415, 1, 844944904577037122, -844944904577037122]
[2436953108115732570, 1, 1965903315673033, 1965903315673033]
[33428907973170687285, 13, 1774074310769913304, 1774074310769913304]
[2412265232190200849, 1, 22721972609858688, -22721972609858688]
[12296925541851775461, 5, 121989517851477776, 121989517851477776]
[2308675608279810825, 1, 126311596520248712, -126311596520248712]
[77718446256988592055, 32, 201144296613313129, -201144296613313129]
[2434769261923823825, 1, 217942876235712, -217942876235712]
[41396878156902691878, 17, 2095675301679749, 2095675301679749]
[234789081479790009718, 45, 125214657263787330553, 125214657263787330553]
[17046390184220312500, 7, 1479750619895741, 1479750619895741]
[14636110372803150625, 6, 26187144002793403, 26187144002793403]
[70557832024888162500, 29, 56796914313564073, -56796914313564073]
[1615792657256591796875, 663, 1396140474152323844, 1396140474152323844]
[46264860769724887500, 19, 103878523756297, 103878523756297]
[97467237947785227753, 34, 14677672984583203495, 14677672984583203495]
[2421464091786807375, 1, 13523113013252162, -13523113013252162]
[4746064598666015625, 2, 123909810934103449, -123909810934103449]
[2590545544645100432, 1, 155558339845040895, 155558339845040895]
[2454476459843133180, 1, 19489255043073643, 19489255043073643]
[2410140516963100649, 1, 24846687836958888, -24846687836958888]
[280203663591193290413, 115, 180135039186443658, 180135039186443658]
[73057203147344946959, 30, 7587003343160849, 7587003343160849]
[2392054323978515625, 1, 42932880821543912, -42932880821543912]
[82872173309326171875, 34, 82608346124147617, 82608346124147617]
[1288130168151835937500, 529, 21936812604442427, 21936812604442427]
[2396446648804235378, 1, 38540555995824159, -38540555995824159]
[3829531135955542302264, 1573, 703737194951349437, -703737194951349437]
[43730706822104742583, 23, 12273998888296626768, -12273998888296626768]
[65252609991538284590, 27, 492044538063322909, -492044538063322909]
[112316097598130816117, 46, 306686177328077415, 306686177328077415]
[2410801483542633350, 1, 24185721257426187, -24185721257426187]
[6857484403288023334375, 2816, 560434571055678183, 560434571055678183]
[1441705049549163861, 1, 993282155250895676, -993282155250895676]
[2251976719338332536641, 899, 62923222223079012878, 62923222223079012878]
[2424467388795864776, 1, 10519816004194761, -10519816004194761]
[11982148013023761573, 5, 192788010976536112, -192788010976536112]
[411615866356819190550, 169, 103028745609128797, 103028745609128797]
[8203100406089302938, 5, 3971835617910994747, -3971835617910994747]
[36766888807120921666, 15, 242080735120028611, 242080735120028611]
[39433667322147208110, 17, 1961115159453804019, -1961115159453804019]
[26901714534283037610, 11, 116855281482382703, 116855281482382703]
[31668888913621221141, 13, 14055251220447160, 14055251220447160]
[277609913757051100225, 114, 21372409844313007, 21372409844313007]
[2423883573544086368, 1, 11103631255973169, -11103631255973169]
[4395303772622408515584, 1805, 151867958301051299, 151867958301051299]
[26758489389515583350, 11, 26369863285071557, -26369863285071557]
[294952947057412109375, 121, 319495276604905398, 319495276604905398]
[1568800225579188644042, 625, 46933222579151433417, 46933222579151433417]
[140120837643747449734375, 57596, 124685403916779358677, -124685403916779358677]
[36463601514859619140625, 14973, 4538097388327693124, 4538097388327693124]
[2479371785117074848, 1, 44384580317015311, 44384580317015311]
[75199721218092933462, 31, 284882130708912185, -284882130708912185]
[64015021581425456971, 27, 1729632948176150528, -1729632948176150528]
[1201219561031542215625, 493, 770869065112863884, 770869065112863884]
[2386025312123613888, 1, 48961892676445649, -48961892676445649]
[2443510748734977584, 1, 8523543934918047, 8523543934918047]
[2459260015020320512, 1, 24272810220260975, 24272810220260975]
[2437235608980826368, 1, 2248404180766831, 2248404180766831]
[60918784551664583544, 25, 44104431663095119, 44104431663095119]
[8120584265919707086848, 3335, 98062088491469047, -98062088491469047]
[1823262889329147539, 2, 3046711520270971535, -3046711520270971535]
[2419110431657380461, 1, 15876773142679076, -15876773142679076]
[493742093668034980340, 203, 560308906377105671, -560308906377105671]
[70273234091408191116, 29, 341394847793535457, -341394847793535457]
[3458035686327714105140384, 1419857, 702058681915971114175, 702058681915971114175]
[2106272441910409344, 1, 328714762889650193, -328714762889650193]
[41650356227049440640, 17, 255573745448428511, 255573745448428511]
[2432822282976983040, 1, 2164921823076497, -2164921823076497]
[4939453268115234375, 2, 69478858515115301, 69478858515115301]
[359895689511272110959147, 147968, 404497208583098611669, -404497208583098611669]
[2197920144137396250, 1, 237067060662663287, -237067060662663287]
[2288054170303441375, 1, 146933034496618162, -146933034496618162]
[883936864427912109375, 364, 2398478119309562093, -2398478119309562093]
[931452367438310010678, 361, 52421986505488517821, 52421986505488517821]
[65312165015914339094, 27, 432489513687268405, -432489513687268405]
[2479779663863126625, 1, 44792459063067088, 44792459063067088]
[20164302647993365290, 1, 17729315443193305753, 17729315443193305753]
[7344265680032033259, 1, 4909278475231973722, 4909278475231973722]
[94615657924749497888, 49, 24698715110453419425, -24698715110453419425]
[2368479547657512960, 1, 66507657142546577, -66507657142546577]
[2480873855933340252, 1, 45886651133280715, 45886651133280715]
[116616593344228774500, 49, 2697779690974142813, -2697779690974142813]
[7284868228822688985, 1, 4849881024022629448, 4849881024022629448]
[1210681896001988949, 1, 1224305308798070588, -1224305308798070588]
[3635998531661926815, 2, 1233975877938192259, -1233975877938192259]
[4531850407959957225, 1, 2096863203159897688, 2096863203159897688]
[83621872178333011523, 34, 832307215130987265, 832307215130987265]
[1390273310588752711, 1, 1044713894211306826, -1044713894211306826]
[1758474791931414557, 1, 676512412868644980, -676512412868644980]
[993893961865417618313, 416, 19060715331407149079, -19060715331407149079]
[12028310318796900814, 5, 146625705203396871, -146625705203396871]
[2459052389141473125, 1, 24065184341413588, 24065184341413588]
[6113350366741002385, 1, 3678363161940942848, 3678363161940942848]
[1288199303252423263647, 529, 91071913191768574, 91071913191768574]
[2749959220258470220, 1, 314972015458410683, 314972015458410683]
[119371612165326950000, 49, 57239130124032687, 57239130124032687]
[4698277489963303466891, 2023, 227701625347216976460, -227701625347216976460]
[4888384927870469025, 2, 18410518270349951, 18410518270349951]
[2449419021247007250, 1, 14431816446947713, 14431816446947713]
[3096001609956557225, 1, 661014405156497688, 661014405156497688]
[4503465769370112104030625, 1849384, 239392608158797255417, 239392608158797255417]
[2382766070338671875, 1, 52221134461387662, -52221134461387662]
[7689890246296153049, 2, 2819915836696033975, 2819915836696033975]
[10031595334879528179, 4, 291646515679290031, 291646515679290031]
[1747777159224231154971, 715, 6761307792188586016, 6761307792188586016]
[2066592552654936537, 1, 368394652145123000, -368394652145123000]
[2452920655155332076, 1, 17933450355272539, 17933450355272539]
[2442314288642886000, 1, 7327083842826463, 7327083842826463]
[4362118588403934734805, 1792, 1378482597771955499, -1378482597771955499]
[3124863175952081410, 1, 689875971152021873, 689875971152021873]
[10776267006913648625, 1, 8341279802113589088, 8341279802113589088]
[916067462210443543, 1, 1518919742589615994, -1518919742589615994]
[6944351946319527740, 3, 360609668080650871, -360609668080650871]
[127798770358585305111, 50, 6049410118582328261, 6049410118582328261]
[299716273775718918846, 121, 5082821994911714869, 5082821994911714869]
[134466544863896302993, 55, 542248599893028458, 542248599893028458]
[2452816878875000000, 1, 17829674074940463, 17829674074940463]
[26879295822978886560, 11, 94436570178231653, 94436570178231653]
[2463824069824218750, 1, 28836865024159213, 28836865024159213]
[285100856050731875000, 117, 207353089124909171, 207353089124909171]
[703774499314357123198, 275, 34153017994340750523, 34153017994340750523]
[2459106528945237600, 1, 24119324145178063, 24119324145178063]
[1568604053709536250, 1, 866383151090523287, -866383151090523287]
[81906248081523060320125, 33534, 251387155757863806367, 251387155757863806367]
[8053453757396480433, 1, 5618466552596420896, 5618466552596420896]
[2577434980613152660, 1, 142447775813093123, 142447775813093123]
[2573029611725885312, 1, 138042406925825775, 138042406925825775]
[2461924516599051504, 1, 26937311798991967, 26937311798991967]
[3808081614671100059293, 1564, 238373636193056575, -238373636193056575]
[1480672776690503550, 1, 954314428109555987, -954314428109555987]
[352753845540075141723, 145, 319299155933491142, -319299155933491142]
[2400020327298900240, 1, 34966877501159297, -34966877501159297]
[2241282336219511431, 1, 193704868580548106, -193704868580548106]
[94021508035370390398210, 38599, 33436917292892329547, 33436917292892329547]
[2133110576886377088, 1, 301876627913682449, -301876627913682449]
[2130713671926804860, 1, 304273532873254677, -304273532873254677]
[3100367128481843651651, 1274, 1806570433432198487, -1806570433432198487]
[27535467007467582527, 16, 11424328269333370065, -11424328269333370065]
[7353288173728456960, 3, 48326559328278349, 48326559328278349]
[936612727605807408514176, 384659, 27015605378692928707, -27015605378692928707]
[12434192424119379056, 5, 259256400119081371, 259256400119081371]
[33191208652072733625, 4, 23451259832872495477, 23451259832872495477]
[2539993497283405004875, 1024, 46566599568144038987, 46566599568144038987]
[38965836973714391125, 16, 6041696913438533, 6041696913438533]
[1377549635023501365189841, 565760, 68725964180318463279, -68725964180318463279]
[31451117041143236250, 13, 203716621257537731, -203716621257537731]
[1322632016686262672, 1, 1112355188113796865, -1112355188113796865]
[155898999117853866875, 64, 59818010650056507, 59818010650056507]
[2435368485599347200, 1, 381280799287663, 381280799287663]
[118236835918430328000, 49, 1077537116772589313, -1077537116772589313]
[2441940081300720000, 1, 6952876500660463, 6952876500660463]
[187526623278756003840, 77, 32608509151419491, 32608509151419491]
[20025929032113465960561, 8228, 9145688981423909875, -9145688981423909875]
[208469802421663740210, 91, 13114033215141677657, -13114033215141677657]
[2176017602355043200, 1, 258969602445016337, -258969602445016337]
[38619390224612108835, 16, 340405052188843757, -340405052188843757]
[2471445140497265625, 1, 36457935697206088, 36457935697206088]
[296651935737602807635, 121, 2018483956795603658, 2018483956795603658]
[5630379991596518015, 3, 1674581622803660596, -1674581622803660596]
[113536333412369371504572, 47089, 1124779074460632033221, -1124779074460632033221]
[2770677055971119141, 1, 335689851171059604, 335689851171059604]
[26847665028796171875, 11, 62805775995516968, 62805775995516968]
[4256318258316326577375, 1748, 39375674177493301, -39375674177493301]
[1972005073040234375, 1, 462982131759825162, -462982131759825162]
[4465148746079467875, 1, 2030161541279408338, 2030161541279408338]
[791748775683341656887476, 325125, 73560722722299920351, 73560722722299920351]
[7479922511756386640, 3, 174960897356208029, 174960897356208029]
[1293458919162835191, 1, 1141528285637224346, -1141528285637224346]
[60071742516194673495, 19, 13806985624993542292, 13806985624993542292]
[2040499909255873989, 1, 394487295544185548, -394487295544185548]
[55976486720000000000, 23, 28218990401369351, -28218990401369351]
[53656622431726634775, 22, 86903926125324961, 86903926125324961]
[4098454374690264097600, 1683, 370909011763896829, 370909011763896829]
[4892618356886885625, 2, 22643947286766551, 22643947286766551]
[1217604628452246912109375, 500094, 117862745034061987103, -117862745034061987103]
[78260217436404438435, 32, 340626882802533251, 340626882802533251]
[24445177729653264375, 7, 7400267296052847616, 7400267296052847616]
[26799788777049183168, 11, 14929524248528261, 14929524248528261]
[253540457991239097417728, 104125, 2584708567101872397, -2584708567101872397]
[25812591028254056155473234, 10590125, 25772156020825651201109, 25772156020825651201109]
[18381948266819935165, 9, 3532936576380600668, -3532936576380600668]
[9300751452643973751, 4, 439197366556264397, -439197366556264397]
[21951693510742187500, 9, 36808667541651667, 36808667541651667]
[1404636786046752804, 1, 1030350418753306733, -1030350418753306733]
[2432088613434334608, 1, 2898591365724929, -2898591365724929]
[75482957037616128000, 31, 1646311185717647, -1646311185717647]
[45848746591226562500, 19, 416010299974568703, -416010299974568703]
[1991222280137520948, 1, 443764924662538589, -443764924662538589]
[2301559355302773300, 1, 133427849497286237, -133427849497286237]
[5039328501356404125, 2, 169354091756285051, 169354091756285051]
[223907535824633285625, 92, 111287016972191779, -111287016972191779]
[3314822373543119985, 1, 879835168743060448, 879835168743060448]
[2551740813970679552, 1, 116753609170620015, 116753609170620015]
[77880570659912109375, 32, 39019893689795809, -39019893689795809]
[31700769850113210000, 13, 45936187712436019, 45936187712436019]
[2405955441467703125, 1, 29031763332356412, -29031763332356412]
[66208982845744578411, 28, 1970658888657088625, -1970658888657088625]
[9647990306844030625, 4, 91958512356207523, -91958512356207523]
[4115419297651921875, 1, 1680432092851862338, 1680432092851862338]
[283026048883878590815, 121, 11607402896928613162, -11607402896928613162]
[25461112650537060315, 11, 1323746602263594592, -1323746602263594592]
[63618758630879173821, 26, 309091306077625859, 309091306077625859]
[141146185638427734375, 58, 83072239975718771, -83072239975718771]
[1294728288601592625825, 529, 6620057262361130752, 6620057262361130752]
[4873453190921182725, 2, 3478781321063651, 3478781321063651]
[5325439715435191226875, 2187, 122698537461019456, 122698537461019456]
[2350458877287625020, 1, 84528327512434517, -84528327512434517]
[2467418280919538688, 1, 32431076119479151, 32431076119479151]
[8044369673439527428, 3, 739408059039348817, 739408059039348817]
[411509126620415918080, 169, 3710990794143673, -3710990794143673]
[2256975148317704982211, 867, 145841241756053363632, 145841241756053363632]
[30275394420480487163557, 12167, 648905099678162776878, 648905099678162776878]
[455434337698970686875, 187, 91730401359553456, 91730401359553456]
[1502479451418067287, 1, 932507753381992250, -932507753381992250]
[4088849531517030137, 1, 1653862326716970600, 1653862326716970600]
[8198291436656491742, 3, 893329822256313131, 893329822256313131]
[4671514208671741431, 1, 2236527003871681894, 2236527003871681894]
[2416010237788021875, 1, 18976967012037662, -18976967012037662]
[10687078274833182508, 5, 1487857749167115177, -1487857749167115177]
[2929756098396043917, 1, 494768893595984380, 494768893595984380]
[3553943973522174925, 1, 1118956768722115388, 1118956768722115388]
[60933806152044553728, 25, 59126032043065303, 59126032043065303]
[35485259827095458380, 19, 10779497064105672823, -10779497064105672823]
[6615426255651005670528, 2717, 433979790756091501, -433979790756091501]
