N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn

N = 77608649207, Dim = 100
[29417779503, 1, 48190869704, -48190869704]
[63038098935, 1, 14570550272, -14570550272]
[78382080000, 1, 773430793, 773430793]
[65768143980, 1, 11840505227, -11840505227]
[80850000000, 1, 3241350793, 3241350793]
[31120135200, 1, 46488514007, -46488514007]
[147978323955, 1, 70369674748, 70369674748]
[147657837789, 2, 7559460625, -7559460625]
[55255921875, 1, 22352727332, -22352727332]
[209719846875, 2, 54502548461, 54502548461]
[91523453175, 1, 13914803968, 13914803968]
[89146220625, 1, 11537571418, 11537571418]
[64935763200, 1, 12672886007, -12672886007]
[66983709375, 1, 10624939832, -10624939832]
[89285237888, 1, 11676588681, 11676588681]
[69861528000, 1, 7747121207, -7747121207]
[78742811840, 1, 1134162633, 1134162633]
[75898944000, 1, 1709705207, -1709705207]
[76822276608, 1, 786372599, -786372599]
[77944680000, 1, 336030793, 336030793]
[33821450663, 1, 43787198544, -43787198544]
[17573359375, 1, 60035289832, -60035289832]
[72474537135, 1, 5134112072, -5134112072]
[136546607197, 5, 251496638838, -251496638838]
[33184311875, 1, 44424337332, -44424337332]
[61920083225, 1, 15688565982, -15688565982]
[50597553721, 2, 104619744693, -104619744693]
[79297968750, 1, 1689319543, 1689319543]
[63903125000, 1, 13705524207, -13705524207]
[155805276627, 1, 78196627420, 78196627420]
[81612287757, 1, 4003638550, 4003638550]
[125905279500, 1, 48296630293, 48296630293]
[64128584520, 1, 13480064687, -13480064687]
[30653319983, 1, 46955329224, -46955329224]
[74011437500, 1, 3597211707, -3597211707]
[21750594173, 1, 55858055034, -55858055034]
[57880158336, 1, 19728490871, -19728490871]
[375237988125, 4, 64803391297, 64803391297]
[127498250880, 1, 49889601673, 49889601673]
[263600390625, 1, 185991741418, 185991741418]
[67375546875, 1, 10233102332, -10233102332]
[49049398125, 1, 28559251082, -28559251082]
[48096438390, 1, 29512210817, -29512210817]
[57309074550, 1, 20299574657, -20299574657]
[656784601473, 4, 346350004645, 346350004645]
[321224138950, 3, 88398191329, 88398191329]
[533519767638, 5, 145476521603, 145476521603]
[614998215117, 7, 71737670668, 71737670668]
[55349390096, 1, 22259259111, -22259259111]
[75289500000, 1, 2319149207, -2319149207]
[100546875000, 1, 22938225793, 22938225793]
[56612647520, 1, 20996001687, -20996001687]
[249076953125, 3, 16251005504, 16251005504]
[738144532125, 8, 117275338469, 117275338469]
[607170644652, 7, 63910100203, 63910100203]
[79611535575, 1, 2002886368, 2002886368]
[105186056976, 1, 27577407769, 27577407769]
[68525769312, 1, 9082879895, -9082879895]
[852813609375, 11, 881531902, -881531902]
[847512219015, 13, 161400220676, -161400220676]
[295060390625, 3, 62234443004, 62234443004]
[69924821967, 1, 7683827240, -7683827240]
[808691406250, 11, 45003735027, -45003735027]
[1077800371648, 15, 86329366457, -86329366457]
[6155504020666, 75, 334855330141, 334855330141]
[791666321875, 9, 93188479012, 93188479012]
[63661678080, 1, 13946971127, -13946971127]
[20072351257959, 250, 670188956209, 670188956209]
[2782865454655, 36, 11045916797, -11045916797]
[77971530000, 1, 362880793, 362880793]
[655606776825, 8, 34737583169, 34737583169]
[79218750000, 1, 1610100793, 1610100793]
[307463495625, 4, 2971101203, -2971101203]
[1898743182336, 25, 41473047839, -41473047839]
[78848640000, 1, 1239990793, 1239990793]
[1008522900000, 13, 389539691, -389539691]
[1864582578859, 24, 1974997891, 1974997891]
[78282547200, 1, 673897993, 673897993]
[232874969600, 3, 49021979, 49021979]
[567441876222, 7, 24181331773, 24181331773]
[1004143029120, 13, 4769410571, -4769410571]
[19929902367375, 256, 62088170383, 62088170383]
[170841030595200, 2197, 334828287421, 334828287421]
[855355656503296, 11025, 279701003879, -279701003879]
[118267640799, 2, 36949657615, -36949657615]
[156392438774, 1, 78783789567, 78783789567]
[77985645725, 1, 376996518, 376996518]
[182523554577, 1, 104914905370, 104914905370]
[143100343386, 1, 65491694179, 65491694179]
[80604968444, 1, 2996319237, 2996319237]
[61833481710, 1, 15775167497, -15775167497]
[32096796875, 1, 45511852332, -45511852332]
[30916740855, 1, 46691908352, -46691908352]
[74343712520, 1, 3264936687, -3264936687]
[148514450448, 1, 70905801241, 70905801241]
[49937480450, 1, 27671168757, -27671168757]
[57954303169, 1, 19654346038, -19654346038]
[51480849420, 1, 26127799787, -26127799787]
[91640390842, 1, 14031741635, 14031741635]
[56628934362, 1, 20979714845, -20979714845]
[78009246315, 1, 400597108, 400597108]
[202824040419, 1, 125215391212, 125215391212]
[78253831656, 1, 645182449, 645182449]
[134391757500, 1, 56783108293, 56783108293]
[76539684375, 1, 1068964832, -1068964832]
[94191893523, 1, 16583244316, 16583244316]
