N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[350468988262201809, 1, 6253714076061250, -6253714076061250]
[713840605187356647, 2, 395200510830529, 395200510830529]
[729030540482105875, 1, 372307838143842816, 372307838143842816]
[1011554059788593750, 3, 58614047226195427, -58614047226195427]
[888856230363360259, 2, 175410825686834141, 175410825686834141]
[360724769060906250, 1, 4002066722643191, 4002066722643191]
[706707983014831875, 2, 6737421661694243, -6737421661694243]
[361962820993347500, 1, 5240118655084441, 5240118655084441]
[322147398576761472, 1, 34575303761501587, -34575303761501587]
[349961006106125293, 1, 6761696232137766, -6761696232137766]
[358891001066949120, 1, 2168298728686061, 2168298728686061]
[331289244709984275, 1, 25433457628278784, -25433457628278784]
[424226499291448568, 1, 67503796953185509, 67503796953185509]
[3210687553594243723, 9, 183232549876192, 183232549876192]
[91321162260652112789, 256, 150462056769685, 150462056769685]
[8561610523367332628197, 24000, 265667249019212197, 265667249019212197]
[679185859983987052125, 1904, 14165268065812211, -14165268065812211]
[1091265208335333680000, 3059, 50461882586982519, 50461882586982519]
[6802579736655447745, 19, 24848392228449624, 24848392228449624]
[356573398654054764, 1, 149303684208295, -149303684208295]
[163013893007527122686829, 456976, 179383797023037245, 179383797023037245]
[398046499210940580, 1, 41323796872677521, 41323796872677521]
[1387431105875345421, 4, 39459703477706815, -39459703477706815]
[1424457916224418075, 4, 2432893128634161, -2432893128634161]
[1232833100981202087367, 3456, 558299835044537, -558299835044537]
[338152076240448015, 1, 18570626097815044, -18570626097815044]
[60286014133321211136, 169, 122561845245835, -122561845245835]
[1401150134033203125, 4, 25740675319849111, -25740675319849111]
[713799944606005903360, 2001, 2182772858477699, -2182772858477699]
[362891208833353200, 1, 6168506495090141, 6168506495090141]
[357392157049292904, 1, 669454711029845, 669454711029845]
[4636590101168256000, 13, 805029229163767, -805029229163767]
[68490474053955078125, 192, 284794991429203, -284794991429203]
[816216671232338805, 2, 102771266555812687, 102771266555812687]
[4901439515216253075, 13, 264044384818833308, 264044384818833308]
[357045847948968750, 1, 323145610705691, 323145610705691]
[406261608886718750, 1, 49538906548455691, 49538906548455691]
[138261550810625000, 1, 218461151527638059, -218461151527638059]
[964899414062500000, 3, 105268692952289177, -105268692952289177]
[355434390945920000, 1, 1288311392343059, -1288311392343059]
[357081377859937500, 1, 358675521674441, 358675521674441]
[6377108244377377899072, 17875, 689940080925719447, 689940080925719447]
[1079163424035156250, 3, 8995317020367073, 8995317020367073]
[3477148928749589843750, 9747, 172749058539807677, 172749058539807677]
[1637032206069920205, 4, 210141396716867969, 210141396716867969]
[1370572680736083825, 4, 56318128616968411, -56318128616968411]
[324345135942953125, 1, 32377566395309934, -32377566395309934]
[6792391496733467625, 19, 14660152306469504, 14660152306469504]
[355141804882231125, 1, 1580897456031934, -1580897456031934]
[357212006440769700, 1, 489304102506641, 489304102506641]
[402301426031099804687500, 1127763, 2761073993242480483, 2761073993242480483]
[11653774239294717985, 32, 238647764470300097, 238647764470300097]
[2476265254398904320, 7, 20793661968937093, -20793661968937093]
[122378747560774848000, 343, 22860658750618763, 22860658750618763]
[3923559211370905600, 11, 390514349988049, -390514349988049]
[35086211158872763904, 95, 1197554436737773299, 1197554436737773299]
[206163583488666375, 1, 150559118849596684, -150559118849596684]
[12161190228376417371, 34, 32618348875473365, 32618348875473365]
[357430713696196875, 1, 708011357933816, 708011357933816]
[451640330910786160, 1, 94917628572523101, 94917628572523101]
[115768490611487173460, 323, 547057756228205403, 547057756228205403]
[357299380729614336, 1, 576678391351277, 576678391351277]
[356760834220692000, 1, 38131882428941, 38131882428941]
[8125890415824172992, 23, 78731737955877365, -78731737955877365]
[346431964331768315, 1, 10290738006494744, -10290738006494744]
[352895928726105024, 1, 3826773612158035, -3826773612158035]
[303999373466250000, 1, 52723328872013059, -52723328872013059]
[23125243913313027200000, 64827, 18711169552125793, -18711169552125793]
[47477916516893491200, 133, 33797105904504353, 33797105904504353]
[2954169190301015973, 7, 457110273933174560, 457110273933174560]
[87017838750649170, 1, 269704863587613889, -269704863587613889]
[3528891248570550093, 10, 38335774812080497, -38335774812080497]
[29841053042379166775, 84, 123653954034930181, -123653954034930181]
[187659499061682963, 1, 169063203276580096, -169063203276580096]
[524259400036432158, 1, 167536697698169099, 167536697698169099]
[357867040796844579, 1, 1144338458581520, 1144338458581520]
[274984437922210835, 1, 81738264416052224, -81738264416052224]
[154995469146573510, 1, 201727233191689549, -201727233191689549]
[328519056382051290, 1, 28203645956211769, -28203645956211769]
[226236715820219104, 1, 130485986518043955, -130485986518043955]
[368988719426476240, 1, 12266017088213181, 12266017088213181]
[214568452872416643, 1, 142154249465846416, -142154249465846416]
[382965149183703276, 1, 26242446845440217, 26242446845440217]
[188422861264834356160, 529, 283448272106802051, -283448272106802051]
[30241269729284409465, 91, 2220496183497528904, -2220496183497528904]
[828933426219023853, 1, 472210723880760794, 472210723880760794]
[30008410208965126391024, 84035, 31217917969190227959, 31217917969190227959]
[52484609044035387500, 147, 46371800310717827, 46371800310717827]
[155959550048657649294, 437, 71729126836692511, 71729126836692511]
[444734214539343365, 1, 88011512201080306, 88011512201080306]
[331718563691910395, 1, 25004138646352664, -25004138646352664]
[56924207024837004853, 160, 151425349285084587, -151425349285084587]
[690300764355720375, 2, 23144640320805743, -23144640320805743]
[431449597452264534, 1, 74726895114001475, 74726895114001475]
[57299981915645228331, 161, 132373160815124168, -132373160815124168]
[706248053157487995, 2, 7197351519038123, -7197351519038123]
[2577194482613127850, 13, 2060200647784291917, -2060200647784291917]
[144391437291071140625, 418, 4718652286322818037, -4718652286322818037]
[364542415596459360, 1, 7819713258196301, 7819713258196301]
[901351430676472135680, 2527, 86838132318614413, -86838132318614413]
[1310630039378162164835, 3887, 75951104610666345498, -75951104610666345498]
[3817259191282487639, 10, 250032167899857049, 250032167899857049]
[812957267400118750, 1, 456234565061855691, 456234565061855691]
[2497353383865600000, 7, 294467497758587, 294467497758587]
[247329936250182786, 1, 109392766088080273, -109392766088080273]
[6024741251116778575, 17, 39544688633693428, -39544688633693428]
[338492644531250000, 1, 18230057807013059, -18230057807013059]
[17788934943656250000, 49, 309522529081360109, 309522529081360109]
[1052861779785156250, 3, 17306327229632927, -17306327229632927]
[668844834299134493, 2, 44600570377391625, -44600570377391625]
[285913717970561142, 1, 70808984367701917, -70808984367701917]
[263918695813629545, 1, 92804006524633514, -92804006524633514]
[8916923989084135266, 25, 1143569372441209, -1143569372441209]
[713059832366688521, 2, 385572309837597, -385572309837597]
[355144320104033328, 1, 1578382234229731, -1578382234229731]
[44983206309647633148, 125, 392868517364750773, 392868517364750773]
[28897956883457710048, 81, 3417994058402269, 3417994058402269]
[372850491291397548, 1, 16127788953134489, 16127788953134489]
[2496153323766648260, 7, 905592601193153, -905592601193153]
[356653379494631835, 1, 69322843631224, -69322843631224]
[711023155277427993, 2, 2422249399098125, -2422249399098125]
[4654797618821648375, 13, 17402488424228608, 17402488424228608]
[42448219558604788500, 119, 1782019648515521, -1782019648515521]
[10801883102775184805, 29, 456924734965556094, 456924734965556094]
[1830917166911473004, 5, 47303655220157709, 47303655220157709]
[353870457651808526, 1, 2852244686454533, -2852244686454533]
[357560978258224000, 1, 838275919960941, 838275919960941]
[356706242853246000, 1, 16459485017059, -16459485017059]
[99590671231617280000, 279, 65037279241886539, 65037279241886539]
[3210334627775672320, 9, 169693268695211, -169693268695211]
[421355499816983550, 1, 64632797478720491, 64632797478720491]
[361274805297656250, 1, 4552102959393191, 4552102959393191]
[356166838582264710, 1, 555863755998349, -555863755998349]
[8195784528869437500, 23, 8837624910612857, -8837624910612857]
[356094185992689375, 1, 628516345573684, -628516345573684]
[4634325883837890625, 13, 3069246559529142, -3069246559529142]
[153869557885178850, 1, 202853144453084209, -202853144453084209]
[163730282234649440366, 459, 5438138613303715, -5438138613303715]
[445902770148933428331, 1250, 607773895395419, -607773895395419]
[355711670078139375, 1, 1011032260123684, -1011032260123684]
[23209335439454295747, 65, 22359787467196912, 22359787467196912]
[6063582455302968750, 17, 703484447503253, -703484447503253]
[143760085749476831250, 403, 836707156818473, 836707156818473]
[16052384377835910104, 45, 137227385927551, -137227385927551]
[128778403608075821600, 361, 1508063962857301, 1508063962857301]
[3495560036747999498863, 9800, 322446166978479337, -322446166978479337]
[489088481864714732, 5, 1294525029826600563, -1294525029826600563]
[813800020978961965, 2, 100354616302435847, 100354616302435847]
[341164091970677235, 1, 15558610367585824, -15558610367585824]
[364123914173633965, 1, 7401211835370906, 7401211835370906]
[356715460335438750, 1, 7242002824309, -7242002824309]
[8310646936136775954945, 23324, 9553373200871633171, -9553373200871633171]
[17617536101679217076, 65, 5569439550307881759, -5569439550307881759]
[230413084631712807825, 646, 29781078805128289, -29781078805128289]
[3990548789941348099465, 11191, 1534971926153793804, -1534971926153793804]
[131807799169921875, 1, 224914903168341184, -224914903168341184]
[340291990212890625, 1, 16430712125372434, -16430712125372434]
[334936352784583550, 1, 21786349553679509, -21786349553679509]
[114778212126645234375, 322, 86498026275470623, -86498026275470623]
[8205359730965198802, 23, 737577185148445, 737577185148445]
[13560179612753899125, 38, 4716923899902883, 4716923899902883]
[1028302179880478360, 3, 41865927134310817, -41865927134310817]
[165813301587470986592, 465, 62754999821335843, -62754999821335843]
[6620721376931422875257, 18560, 51978466739499783, -51978466739499783]
[709089174499220178125, 1989, 432280451585046226, -432280451585046226]
[368440823166882479299, 1035, 767173753219786766, -767173753219786766]
[4286725376604143473, 12, 6052948544986765, 6052948544986765]
[10347719153655766575, 29, 2760785846137864, 2760785846137864]
[6019908062776731123, 17, 44377876973740880, -44377876973740880]
[6068716479217608643, 17, 4430539467136640, 4430539467136640]
[4664082996446136305, 13, 26687866048716538, 26687866048716538]
[350481207112513750, 1, 6241495225749309, -6241495225749309]
[13921784499416097073, 39, 9599108223837772, 9599108223837772]
[356814135836100250, 1, 91433497837191, 91433497837191]
[364407389362366350, 1, 7684687024103291, 7684687024103291]
[364485802923438625, 1, 7763100585175566, 7763100585175566]
[28548750938044576239, 80, 10934750983531519, 10934750983531519]
[160648839030008316, 1, 196073863308254743, -196073863308254743]
[976575837261366342, 5, 807037674429948953, -807037674429948953]
[1047507312052550573, 3, 22660794962238604, -22660794962238604]
[390802239595861899, 1, 34079537257598840, 34079537257598840]
[2746474473948250045, 6, 606138259918671691, 606138259918671691]
[299497807328663016, 1, 57224895009600043, -57224895009600043]
[406664761250252505, 1, 49942058911989446, 49942058911989446]
[1709245095780829332, 5, 74368415910485963, -74368415910485963]
[356751734102668800, 1, 29031764405741, 29031764405741]
[316303302652667330, 1, 40419399685595729, -40419399685595729]
[844293399750498607, 2, 130847995073972489, 130847995073972489]
[41528052480040666358, 115, 504941711140414573, 504941711140414573]
[66841242981410704625, 187, 134097644155512592, 134097644155512592]
[8095132649402498700, 23, 109489504377551657, -109489504377551657]
[336660973242103825, 1, 20061729096159234, -20061729096159234]
[60809538922295079301, 169, 523402227128622330, 523402227128622330]
[11197690578760585042, 31, 139286806274430213, 139286806274430213]
[220538023695086545, 1, 136184678643176514, -136184678643176514]
[12833490185566968775, 36, 8527098610501349, -8527098610501349]
[689399461373884625, 2, 24045943302641493, -24045943302641493]
[244748176340540418, 1, 111974525997722641, -111974525997722641]
[361402916578944955, 1, 4680214240681896, 4680214240681896]
[10340017980823558755, 29, 4940386986069956, -4940386986069956]
[307005434895145350, 1, 49717267443117709, -49717267443117709]
[128080311286906373122, 361, 696584257206591177, -696584257206591177]
[10222742308255958481, 29, 122216059553670230, -122216059553670230]
[3918412326786621825, 11, 5537398934271824, -5537398934271824]
[12482482950217627776, 35, 2811631621579289, -2811631621579289]
[370136446380289875, 1, 13413744042026816, 13413744042026816]
[349241572999178125, 1, 7481129339084934, -7481129339084934]
[300653228784390625, 1, 56069473553872434, -56069473553872434]
[6065189599732208400, 17, 903659981736397, 903659981736397]
[262015914618850392, 1, 94706787719412667, -94706787719412667]
[364017360372005340, 1, 7294658033742281, 7294658033742281]
[7156919005487182701, 20, 22464958721921521, 22464958721921521]
[3925504477014900000, 11, 1554751294006351, 1554751294006351]
[3210740700011306000, 9, 236378966938469, 236378966938469]
[3501107172656374710, 1, 3144384470318111651, 3144384470318111651]
[1542516783315272336, 5, 241096728376042959, -241096728376042959]
[334087419583815040, 1, 22635282754448019, -22635282754448019]
[277350353878513734, 1, 79372348459749325, -79372348459749325]
[347660404569174450, 1, 9062297769088609, -9062297769088609]
[356138281442665575, 1, 584420895597484, -584420895597484]
[11058834142102935240, 31, 430369616780411, 430369616780411]
[3892902701057627985, 11, 31047024663265664, -31047024663265664]
[826458966610235875, 1, 469736264271972816, 469736264271972816]
[484114278533681250, 1, 127391576195418191, 127391576195418191]
[1474497496340005995, 4, 47606686986953759, 47606686986953759]
[872942100030113918, 3, 197226006984675259, -197226006984675259]
[6774809388330578166, 19, 2921956096419955, -2921956096419955]
[317911937888124723, 1, 38810764450138336, -38810764450138336]
[1763616451055189544, 5, 19997060636125751, -19997060636125751]
[561814168429993875, 1, 205091466091730816, 205091466091730816]
[1079420303980768750, 3, 9252196965979573, 9252196965979573]
[1590253763657192261100, 4459, 372766069122718981, -372766069122718981]
[87293532631609634616, 245, 103529441264814839, -103529441264814839]
[356755364315414064, 1, 32661977151005, 32661977151005]
[8763020721966749805504, 24565, 127539027317761169, 127539027317761169]
[255381606377070355, 1, 101341095961192704, -101341095961192704]
[543921944776865655, 1, 187199242438602596, 187199242438602596]
[721765206437842875, 2, 8319801761316757, 8319801761316757]
[10417566723051644288, 29, 72608355242015577, 72608355242015577]
[510087634999422051, 2, 203357769677104067, -203357769677104067]
[321773418329051520, 1, 34949284009211539, -34949284009211539]
[290100373299152676, 1, 66622329039110383, -66622329039110383]
[24286935186491290137, 68, 29791427489402125, 29791427489402125]
[356475927101916492, 1, 246775236346567, -246775236346567]
[10627237394418810880000, 29791, 111369059616089331, 111369059616089331]
[1408073248948913415, 4, 18817560404138821, -18817560404138821]
[260727026552267275, 1, 95995675785995784, -95995675785995784]
[1100599526334665500, 3, 30431419319876323, 30431419319876323]
[17877180808692156625, 52, 672399712897522443, -672399712897522443]
