N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[13441994737600, 3, 582489786007, 582489786007]
[4359630756250, 1, 73129105719, 73129105719]
[55804492187500, 13, 79970730597, 79970730597]
[4373322158625, 1, 86820508094, 86820508094]
[47240119983420, 11, 88601827579, 88601827579]
[274321661367325, 64, 14444266659, -14444266659]
[1036773561790967, 243, 4846339288066, -4846339288066]
[117247062544612, 27, 1511517980275, 1511517980275]
[51440531699375, 12, 2511893003, 2511893003]
[4242825653625, 1, 43675996906, -43675996906]
[12717441994400, 3, 142062957193, -142062957193]
[4332414340800, 1, 45912690269, 45912690269]
[520678158279552, 121, 2011458565301, 2011458565301]
[4285129605120, 1, 1372045411, -1372045411]
[5878826559160191, 1375, 15113210319934, -15113210319934]
[55390896000000, 13, 333625456903, -333625456903]
[1472494961995200, 343, 2224895863067, 2224895863067]
[4276870567200, 1, 9631083331, -9631083331]
[649705373647158400, 151263, 1316274482887747, 1316274482887747]
[857583914758263, 200, 283584652063, 283584652063]
[24565000000000000, 5733, 9513962494223, -9513962494223]
[55721757966336, 13, 2763490567, -2763490567]
[301026275675125000, 70227, 1875736715537, -1875736715537]
[2174553591210, 1, 2111948059321, -2111948059321]
[6893353534375, 1, 2606851883844, 2606851883844]
[3960312358184, 1, 326189292347, -326189292347]
[4812100188259, 1, 525598537728, 525598537728]
[8177449483957, 2, 395553817105, -395553817105]
[4695337390887, 1, 408835740356, 408835740356]
[4272281048035, 1, 14220602496, -14220602496]
[4592089914720, 1, 305588264189, 305588264189]
[12114267311619, 2, 3541264010557, 3541264010557]
[8589540387285, 2, 16537086223, 16537086223]
[5091460999317, 1, 804959348786, 804959348786]
[5830561563200, 1, 1544059912669, 1544059912669]
[3621335612895, 1, 665166037636, -665166037636]
[4286126919555, 1, 374730976, -374730976]
[6307877504929, 1, 2021375854398, 2021375854398]
[4322990171500, 1, 36488520969, 36488520969]
[56939629774300, 9, 18361114919521, 18361114919521]
[7973872743200, 1, 3687371092669, 3687371092669]
[8439331911725, 2, 133671389337, -133671389337]
[6456147953255, 1, 2169646302724, 2169646302724]
[4924051449590, 1, 637549799059, 637549799059]
[2979362335677, 1, 1307139314854, -1307139314854]
[5512766895064, 1, 1226265244533, 1226265244533]
[174751293569255, 49, 35287287306764, -35287287306764]
[3901094071875, 1, 385407578656, -385407578656]
[4852213465330, 1, 565711814799, 565711814799]
[4215812825070, 1, 70688825461, -70688825461]
[5154951601800, 1, 868449951269, 868449951269]
[26093104024911, 5, 4660595772256, 4660595772256]
[6873256293750, 1, 2586754643219, 2586754643219]
[6579971084115, 2, 1993032216947, -1993032216947]
[11774451655131, 2, 3201448354069, 3201448354069]
[5529059493750, 1, 1242557843219, 1242557843219]
[3933151761474, 1, 353349889057, -353349889057]
[3113942310336, 1, 1172559340195, -1172559340195]
[3570529852175, 1, 715971798356, -715971798356]
[4281175171000, 1, 5326479531, -5326479531]
[3511678563811, 1, 774823086720, -774823086720]
[34562998229487, 5, 13130489976832, 13130489976832]
[4522074613000, 1, 235572962469, 235572962469]
[59670702241150, 17, 13199825817877, -13199825817877]
[6079696177555, 1, 1793194527024, 1793194527024]
[8033398205625, 1, 3746896555094, 3746896555094]
[93782010437500, 13, 38057488980597, 38057488980597]
[3267623403375, 1, 1018878247156, -1018878247156]
[17924003575313, 5, 3508504677342, -3508504677342]
[12181530003786, 5, 9250978248869, -9250978248869]
[8527639275155, 2, 45364025907, -45364025907]
[5271462659736, 1, 984961009205, 984961009205]
[16989434321041, 3, 4129929369448, 4129929369448]
[4720247882805, 1, 433746232274, 433746232274]
[16025801011584, 5, 5406707241071, -5406707241071]
[11328777184725, 2, 2755773883663, 2755773883663]
[2801879655168, 1, 1484621995363, -1484621995363]
[4585040876416, 1, 298539225885, 298539225885]
[245412485942450, 81, 101794147750561, -101794147750561]
[3494627467056, 1, 791874183475, -791874183475]
[5381967958500, 1, 1095466307969, 1095466307969]
[2695887497160, 1, 1590614153371, -1590614153371]
[5806243760625, 1, 1519742110094, 1519742110094]
[225114620103373, 38, 62227557383195, 62227557383195]
[12242910680000, 3, 616594271593, -616594271593]
[3385267392000, 1, 901234258531, -901234258531]
[4589163657936, 1, 302662007405, 302662007405]
[73195863495040, 21, 16820671166111, -16820671166111]
[4207296031484, 1, 79205619047, -79205619047]
[4292997892120, 1, 6496241589, 6496241589]
[18605588270841, 5, 2826919981814, -2826919981814]
[157711331312535, 38, 5175731407643, -5175731407643]
[3141123046875, 1, 1145378603656, -1145378603656]
[2717856246875, 1, 1568645403656, -1568645403656]
[15862464921875, 6, 9856544981311, -9856544981311]
[10195869993785, 3, 2663634957808, -2663634957808]
[35734379840775, 13, 19990141616128, -19990141616128]
[3937940296875, 1, 348561353656, -348561353656]
[39280635625000, 9, 702120770221, 702120770221]
[4182353993125, 1, 104147657406, -104147657406]
[3830694841050, 1, 455806809481, -455806809481]
[10939389175000, 3, 1920115776593, -1920115776593]
