N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[895786276528000, 49, 1568265528007, -1568265528007]
[1197894992043288, 65, 7526721968993, 7526721968993]
[18529272745984, 1, 215914744841, 215914744841]
[998687744140625, 54, 9766412078903, 9766412078903]
[18196526553975, 1, 116831447168, -116831447168]
[273975072984704, 15, 725297032441, -725297032441]
[17733003310546875, 968, 5672765440451, 5672765440451]
[201708984375000, 11, 262046362427, 262046362427]
[6279679437232500, 343, 1802357159549, -1802357159549]
[334095024862954369, 18252, 160385373907667, -160385373907667]
[8400726318359375, 459, 5105004165262, -5105004165262]
[2344027833984375, 128, 81990161929, -81990161929]
[91566957920256, 5, 167914541, 167914541]
[21765883853714, 1, 3452525852571, 3452525852571]
[24609945484901, 1, 6296587483758, 6296587483758]
[11614368390625, 1, 6698989610518, -6698989610518]
[39198525000339250, 1331, 14823445500817917, 14823445500817917]
[41953501078489, 2, 5326785076203, 5326785076203]
[18265857651855, 1, 47500349288, -47500349288]
[17957158288223, 1, 356199712920, -356199712920]
[143657266305784, 5, 52090476300069, 52090476300069]
[24480117276615, 1, 6166759275472, 6166759275472]
[12992408577785, 1, 5320949423358, -5320949423358]
[15047077134375, 1, 3266280866768, -3266280866768]
[14639284710050, 1, 3674073291093, -3674073291093]
[17558605625990, 1, 754752375153, -754752375153]
[409149101186973, 11, 207702163174400, 207702163174400]
[15933486769200, 1, 2379871231943, -2379871231943]
[18698054375000, 1, 384696373857, 384696373857]
[22400173951155, 1, 4086815950012, 4086815950012]
[18299357556480, 1, 14000444663, -14000444663]
[21629348878368, 1, 3315990877225, 3315990877225]
[217063505463090, 17, 94263580556341, -94263580556341]
[24521959783035, 1, 6208601781892, 6208601781892]
[14932266223875, 1, 3381091777268, -3381091777268]
[19178300956815, 1, 864942955672, 864942955672]
[18273372914496, 1, 39985086647, -39985086647]
[26818593100000, 1, 8505235098857, 8505235098857]
[12712502734415, 1, 5600855266728, -5600855266728]
[19261730670455, 1, 948372669312, 948372669312]
[91747497808736, 5, 180707803021, 180707803021]
[20207687500000, 1, 1894329498857, 1894329498857]
[19333015695378, 1, 1019657694235, 1019657694235]
[22176498033855, 1, 3863140032712, 3863140032712]
[34861758326343, 2, 1764957675943, -1764957675943]
[33879487471830, 1, 15566129470687, 15566129470687]
[1297556127875007, 100, 533779672239293, -533779672239293]
[60844061530252, 5, 30722728475463, -30722728475463]
[111752720395425, 7, 16440785612576, -16440785612576]
[22991193082143, 1, 4677835081000, 4677835081000]
[36651926185875, 2, 25210183589, 25210183589]
[18452414255730, 1, 139056254587, 139056254587]
[13197570815000, 1, 5115787186143, -5115787186143]
[13978150635680, 1, 4335207365463, -4335207365463]
[17859158562960, 1, 454199438183, -454199438183]
[227619564484375, 9, 62799342474088, 62799342474088]
[24618616581078, 1, 6305258579935, 6305258579935]
[23852434375000, 1, 5539076373857, 5539076373857]
[18009622525440, 1, 303735475703, -303735475703]
[31285811549025, 2, 5340904453261, -5340904453261]
[446523971440547, 19, 98570169418830, 98570169418830]
[83404387568645, 3, 28464313565216, 28464313565216]
[282279943542219, 13, 44206289527360, 44206289527360]
[10988048946875, 1, 7325309054268, -7325309054268]
[10689174015520, 1, 7624183985623, -7624183985623]
[15889232756250, 1, 2424125244893, -2424125244893]
[36550646016885, 2, 76069985401, -76069985401]
[19008621060000, 1, 695263058857, 695263058857]
[11425695526960, 1, 6887662474183, -6887662474183]
[18111794029175, 1, 201563971968, -201563971968]
[24118355165905, 2, 12508360836381, -12508360836381]
[106867431194238, 7, 21326074813763, -21326074813763]
[19594809609375, 2, 17031906392911, -17031906392911]
[23661227852262, 1, 5347869851119, 5347869851119]
[30810644921875, 2, 5816071080411, -5816071080411]
[11475556990625, 1, 6837801010518, -6837801010518]
[18430198312500, 1, 116840311357, 116840311357]
[11141416650000, 1, 7171941351143, -7171941351143]
[15120494025000, 1, 3192863976143, -3192863976143]
[22909304973555, 1, 4595946972412, 4595946972412]
[16746755337312, 1, 1566602663831, -1566602663831]
[55866983687500, 3, 926909684071, 926909684071]
[149147103743750, 13, 88926550271109, -88926550271109]
[443770653768442, 25, 14063296260133, -14063296260133]
[119108076605375, 7, 9085429402626, -9085429402626]
[40357001953125, 2, 3730285950839, 3730285950839]
[26090692489323, 2, 10536023512963, -10536023512963]
[689423819737653, 38, 6483784305781, -6483784305781]
[75185084823849, 4, 1931652819277, 1931652819277]
[51945274494652, 3, 2994799508777, -2994799508777]
[45726646751500, 3, 9213427251929, -9213427251929]
[38620035878805355, 2058, 931145112453061, 931145112453061]
[537597704499814, 39, 176623257544763, -176623257544763]
[157341596093500, 9, 7478625916787, -7478625916787]
[58102318055782, 3, 3162244052353, 3162244052353]
[54568188050733, 4, 18685243953839, -18685243953839]
[619305626290065, 32, 33278170253489, 33278170253489]
[347032241981425, 19, 921560040292, -921560040292]
[39412464294931, 2, 2785748292645, 2785748292645]
[33463093324375, 2, 3163622677911, -3163622677911]
[21422091796875, 1, 3108733795732, 3108733795732]
[171363848443425, 8, 24856984434281, 24856984434281]
[17415034535808, 1, 898323465335, -898323465335]
[16000785437175, 1, 2312572563968, -2312572563968]
[18527277225600, 1, 213919224457, 213919224457]
[59302779172637, 4, 13950652831935, -13950652831935]
[22294274112000, 1, 3980916110857, 3980916110857]
[182036493809625, 8, 35529629800481, 35529629800481]
[17730644692860, 1, 582713308283, -582713308283]
[18534609843750, 1, 221251842607, 221251842607]
[16728837099975, 1, 1584520901168, -1584520901168]
[90940877152125, 4, 17687445147553, 17687445147553]
[18822113825060, 1, 508755823917, 508755823917]
[1007351955385958, 55, 117265323093, 117265323093]
[20689291805000, 1, 2375933803857, 2375933803857]
[17812404958656, 1, 500953042487, -500953042487]
[15621963637500, 1, 2691394363643, -2691394363643]
[31997713336875, 2, 4629002665411, -4629002665411]
[15858269657132, 1, 2455088344011, -2455088344011]
[109664010513475, 6, 216137493383, -216137493383]
[14121703592500, 1, 4191654408643, -4191654408643]
[26559620797941, 2, 10067095204345, -10067095204345]
[64387931957349, 4, 8865500047223, -8865500047223]
[14987692444032, 1, 3325665557111, -3325665557111]
[238038777575025, 13, 34876439834, -34876439834]
[13092567189975, 1, 5220790811168, -5220790811168]
[15106808296125, 1, 3206549705018, -3206549705018]
[230137500000000, 13, 7936154014859, -7936154014859]
[70437571024275, 4, 2815860980297, -2815860980297]
[55943845040720, 3, 1003771037291, 1003771037291]
[405658007940570, 19, 57704205918853, 57704205918853]
[23041869243393, 1, 4728511242250, 4728511242250]
[346950224584250, 19, 1003577437467, -1003577437467]
[229208813926400, 13, 8864840088459, -8864840088459]
[21712384719025, 1, 3399026717882, 3399026717882]
[18328223833920, 1, 14865832777, 14865832777]
[17704042836480, 1, 609315164663, -609315164663]
[576091122648184, 35, 64876407391821, -64876407391821]
[172354283909500, 9, 7534061899213, 7534061899213]
[458972335973151, 25, 1138385944576, 1138385944576]
[503675977692979, 25, 45842027664404, 45842027664404]
[72691817395197, 4, 561614609375, -561614609375]
[4663468243244525, 243, 213322248966776, 213322248966776]
[17461418946048, 1, 851939055095, -851939055095]
