N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[177669228076032000000, 247, 22398385918228121, -22398385918228121]
[7036934393288042243, 10, 157058580879983187, -157058580879983187]
[719374717314489600, 1, 24580102312943, -24580102312943]
[718204094674583400, 1, 1195202742219143, -1195202742219143]
[711126327406968000, 1, 8272970009834543, -8272970009834543]
[719377133167706112, 1, 22164249096431, -22164249096431]
[7913582817242094720, 11, 190545657266747, 190545657266747]
[2919989037850672095, 4, 42391848183461923, 42391848183461923]
[726955611795578880, 1, 7556314378776337, 7556314378776337]
[686992594006791501, 1, 32406703410011042, -32406703410011042]
[4748602460937500000, 7, 287192620980117801, -287192620980117801]
[7917088736066764800, 11, 3696464481936827, 3696464481936827]
[831985427457905903, 1, 112586130041103360, 112586130041103360]
[1880005546003134550, 3, 278192346247273079, -278192346247273079]
[774492356136059106, 1, 55093058719256563, 55093058719256563]
[802552225182582875, 1, 83152927765780332, 83152927765780332]
[20888363934648437500, 29, 25784309561163753, 25784309561163753]
[719619140625000000, 1, 219843208197457, 219843208197457]
[1645797261674234009, 3, 512400630576173620, -512400630576173620]
[720248795628862500, 1, 849498212059957, 849498212059957]
[951881931263522187500, 1323, 116660781092423111, 116660781092423111]
[6606702513166796875, 9, 132108836415573988, 132108836415573988]
[753104655893700000, 1, 33705358476897457, 33705358476897457]
[20868572589256388997, 29, 5992964169115250, 5992964169115250]
[9562346854503660880, 11, 1648954582918832907, 1648954582918832907]
[240583919748046875, 1, 478815377668755668, -478815377668755668]
[455392282053515625, 1, 264007015363286918, -264007015363286918]
[2281134551294643737, 2, 842335956461038651, 842335956461038651]
[1681795096603232793, 2, 242996501769627707, 242996501769627707]
[259515865687531815600, 361, 187280679933902423, -187280679933902423]
[17956071931815961658, 25, 28910503604101917, -28910503604101917]
[798134268192976365, 1, 78734970776173822, 78734970776173822]
[703798201666560000, 1, 15601095750242543, -15601095750242543]
[721282698869040000, 1, 1883401452237457, 1883401452237457]
[11616115096314421875, 16, 105726337645581187, 105726337645581187]
[16559601758700000000, 23, 13417918113541511, 13417918113541511]
[259627488453125000000, 361, 75657914340718023, -75657914340718023]
[19420944228176691200, 27, 2836802076977461, -2836802076977461]
[9148601968981822410, 13, 203588897436610649, -203588897436610649]
[87216912290954388159, 121, 169597303521280456, 169597303521280456]
[839456388965308268, 1, 120057091548505725, 120057091548505725]
[9611878858454373655, 13, 259687992035940596, 259687992035940596]
[5991448269251235767977, 8303, 18275902799524253448, 18275902799524253448]
[710680946842143200, 1, 8718350574659343, -8718350574659343]
[115458695323385856000, 161, 364591560719353423, -364591560719353423]
[366174913017803890, 1, 353224384398998653, -353224384398998653]
[69601711955305530, 1, 649797585461497013, -649797585461497013]
[1306540594763645059, 1, 587141297346842516, 587141297346842516]
[786553785703328370, 1, 67154488286525827, 67154488286525827]
[3008559279999053235, 4, 130962090331843063, 130962090331843063]
[6667449294324329891315, 9251, 12286393921489566022, 12286393921489566022]
[591439306210507755, 1, 127959991206294788, -127959991206294788]
[557258131829521215, 1, 162141165587281328, -162141165587281328]
[7875826575081473295, 11, 37565696503354678, -37565696503354678]
[190057093194329130, 1, 529342204222473413, -529342204222473413]
[1957226803549183166, 3, 200971088701224463, -200971088701224463]
[721352303436621780, 1, 1953006019819237, 1953006019819237]
[250470653489115878, 1, 468928643927686665, -468928643927686665]
[1833542234535669778125, 2548, 512824717656898561, 512824717656898561]
[724921286968231353, 1, 5521989551428810, 5521989551428810]
[788665402476783195, 2, 650133192356821891, -650133192356821891]
[65909894349845452725, 92, 274841012500381231, -274841012500381231]
[470860094662207536, 1, 248539202754595007, -248539202754595007]
[173008733344824650, 1, 546390564071977893, -546390564071977893]
[45379982033155859375, 63, 57826295897299166, 57826295897299166]
[6758138536257710602, 17, 5471649519827932629, -5471649519827932629]
[492967665111636715, 1, 226431632305165828, -226431632305165828]
[666680274706981535, 1, 52719022709821008, -52719022709821008]
[852350362322187500, 1, 132951064905384957, 132951064905384957]
[2235351003037009165, 3, 77153110786601536, 77153110786601536]
[818364732750196380, 1, 98965435333393837, 98965435333393837]
[665986658391018468, 1, 53412639025784075, -53412639025784075]
[1519729981459978400, 1, 800330684043175857, 800330684043175857]
[1574006052226406200, 1, 854606754809603657, 854606754809603657]
[1471088283359764958889, 2048, 2241477749846649175, -2241477749846649175]
[669273638496093750, 1, 50125658920708793, -50125658920708793]
[4913558204877170255, 7, 122236877040447546, -122236877040447546]
[243401915137500000, 1, 475997382279302543, -475997382279302543]
[730417399251750000, 1, 11018101834947457, 11018101834947457]
[599670941426431875, 1, 119728355990370668, -119728355990370668]
[618452100550659375, 1, 100947196866143168, -100947196866143168]
[3578719929560000043, 5, 18276557524012672, -18276557524012672]
[650866145805879982, 1, 68533151610922561, -68533151610922561]
[794383982497421943, 1, 74984685080619400, 74984685080619400]
[744486880800174018, 1, 25087583383371475, 25087583383371475]
[718594110921903216, 1, 805186494899327, -805186494899327]
[712404874412369775, 1, 6994423004432768, -6994423004432768]
[809423810563707108, 1, 90024513146904565, 90024513146904565]
[716286075130840500, 1, 3113222285962043, -3113222285962043]
[6500741523395786975, 9, 26147846644564088, 26147846644564088]
[1474220595940483083, 1, 754821298523680540, 754821298523680540]
[724017762210671775, 1, 4618464793869232, 4618464793869232]
[731442882486899583, 1, 12043585070097040, 12043585070097040]
[254972175321986606925, 361, 4730971045479111098, -4730971045479111098]
[7912198272809385009, 11, 1193998775442964, -1193998775442964]
[2164556740891373675, 3, 6358848640966046, 6358848640966046]
[156068614935515434625, 217, 41032603930717206, -41032603930717206]
[663935725567033920, 1, 55463571849768623, -55463571849768623]
[729592828622057400, 1, 10193531205254857, 10193531205254857]
[10786232566151226184, 15, 4756895100811961, -4756895100811961]
[692497743756830375, 1, 26901553659972168, -26901553659972168]
[737469265782284750, 1, 18069968365482207, 18069968365482207]
[4371526725169677734375, 6076, 456594065185483107, 456594065185483107]
[7912256388268070748, 11, 1135883316757225, -1135883316757225]
[646015267489756892, 1, 73384029927045651, -73384029927045651]
[19317737892727814540, 27, 106043137525854121, -106043137525854121]
[9384631555145259875, 13, 32440688726826816, 32440688726826816]
[2856295722208804145764, 3971, 438887833318752489, -438887833318752489]
[20945895483398437500, 29, 83315858311163753, 83315858311163753]
[726570005494787883, 1, 7170708077985340, 7170708077985340]
[1042756452894256836499400, 1449459, 16666659795639325163, 16666659795639325163]
[28726223492948066687745, 39928, 2048345689974750841, 2048345689974750841]
[899489335930844750, 1, 180090038514042207, 180090038514042207]
[20858982838495484375, 29, 3596786591789372, -3596786591789372]
[731389618047452793, 1, 11990320630650250, 11990320630650250]
[16339064322928079407675, 22707, 3664476484744063774, 3664476484744063774]
[726181292746284375, 1, 6781995329481832, 6781995329481832]
[597546771303916443750, 833, 1712843444280074569, -1712843444280074569]
[1365603316728386883, 2, 73195278105218203, -73195278105218203]
[579895216420483970607, 805, 778781999957923492, 778781999957923492]
[2160646912320112580, 3, 2449020069704951, 2449020069704951]
[951323405884798518325, 1323, 441864597631246064, -441864597631246064]
[1125443137206112175, 1, 406043839789309632, 406043839789309632]
[135503192638895762443295, 188356, 18574656502653987, 18574656502653987]
[56522551342217551245, 77, 1128805441123755434, 1128805441123755434]
[281370793217359740840, 391, 85667927389946527, 85667927389946527]
[84319701002579969872, 117, 149983204814072341, 149983204814072341]
[41005693519084763392, 57, 66433672981559, -66433672981559]
[658295105865743185, 1, 61104191551059358, -61104191551059358]
[700932170054202242, 1, 18467127362600301, -18467127362600301]
[2873164220511670085, 4, 4432969155540087, -4432969155540087]
[176513636752202455849, 245, 260808885085832814, 260808885085832814]
[13666836682730664615, 19, 1749968188583702, -1749968188583702]
[692195033130716115, 1, 27204264286086428, -27204264286086428]
[775880266111271343, 1, 56480968694468800, 56480968694468800]
[7911671759765353125, 11, 1720511819474848, -1720511819474848]
[527998546070645727, 1, 191400751346156816, -191400751346156816]
[722131115220083646, 1, 2731817803281103, 2731817803281103]
[3596933136101592717, 5, 63350982419998, -63350982419998]
[340419375247503734, 1, 378979922169298809, -378979922169298809]
[720863073292860960, 1, 1463775876058417, 1463775876058417]
[782262916082729675, 1, 62863618665927132, 62863618665927132]
[2069699232445842382, 5, 1527297254638170333, -1527297254638170333]
[710146680540937640, 1, 9252616875864903, -9252616875864903]
[7914196654667476992, 11, 804383082649019, 804383082649019]
[660869667491796875, 1, 58529629925005668, -58529629925005668]
[449593407929961408828, 625, 31152955540180547, -31152955540180547]
[1559042626219284024, 1, 839643328802481481, 839643328802481481]
[3097964402218310625, 4, 220367212551100453, 220367212551100453]
[9647459013551513184, 13, 295268147133080125, 295268147133080125]
[709451919531182880, 1, 9947377885619663, -9947377885619663]
[715621047660189440, 1, 3778249756613103, -3778249756613103]
[9386087504759945280, 13, 33896638341512221, 33896638341512221]
[2484843695764210493713, 3456, 1400276108259094895, -1400276108259094895]
[719483974618286592, 1, 84677201484049, 84677201484049]
[111513524930956918224, 155, 6633831352524059, 6633831352524059]
[379124180174830970880, 527, 750436176030719, 750436176030719]
[125894234416796322048, 175, 642631144122977, -642631144122977]
[916816940048856000, 1, 197417642632053457, 197417642632053457]
[647448529855512000, 1, 71950767561290543, -71950767561290543]
[718225278209428570, 1, 1174019207373973, -1174019207373973]
[1977398624185999176127, 2750, 949443710207817123, -949443710207817123]
[35262148672398611007, 49, 11583098975286400, 11583098975286400]
[721681795019568240, 1, 2282497602765697, 2282497602765697]
[402227164654888860, 1, 317172132761913683, -317172132761913683]
[2699280158111897360, 3, 541082265861489731, 541082265861489731]
[633405059248657320, 1, 85994238168145223, -85994238168145223]
[4881193231768716096, 7, 154601850148901705, -154601850148901705]
[720170538882754176, 1, 771241465951633, 771241465951633]
[62588924965596160000, 87, 1186090334338759, 1186090334338759]
[427182137058442038, 1, 292217160358360505, -292217160358360505]
[1731968761171279728240, 2401, 4691048073536822497, 4691048073536822497]
[125755436424521143955, 174, 579958673997501473, 579958673997501473]
[1349838852237840406, 1, 630439554821037863, 630439554821037863]
[729019285535436480, 1, 9619988118633937, 9619988118633937]
[1479630301110662317120, 2057, 174053675700513831, -174053675700513831]
[2211841697946538141, 6, 2104554086554277117, -2104554086554277117]
[23010417866327214609, 32, 10359651010466767, -10359651010466767]
[10379581481364734529, 14, 307991317529498927, 307991317529498927]
[23051980184983577762663375, 32041737, 1177099169611298926184, 1177099169611298926184]
[945437500919952040, 3, 1212760391330455589, -1212760391330455589]
[20378438172125146695699, 28322, 3611270686465072853, 3611270686465072853]
[876209704009055423, 1, 156810406592252880, 156810406592252880]
[714400247860206875, 1, 4999049556595668, -4999049556595668]
[650786816047647510, 1, 68612481369155033, -68612481369155033]
[20844170214688309995, 29, 18409410398963752, -18409410398963752]
[4254877583999328321684, 5915, 369260221058720161, -369260221058720161]
[387317596632232175, 1, 332081700784570368, -332081700784570368]
[1233458696023391242548, 1715, 311099046425118697, -311099046425118697]
[150370390709794125000, 209, 15937549682393513, 15937549682393513]
[5198994024995142801, 7, 163198943077525000, 163198943077525000]
[20851284114488953125, 29, 11295510598320622, -11295510598320622]
[1243449280432853661125, 1728, 327294496618866821, 327294496618866821]
[675693471970458711, 1, 43705825446343832, -43705825446343832]
[618969313601472834, 1, 100429983815329709, -100429983815329709]
[3080180607178904775, 11, 4833211664405923198, -4833211664405923198]
[1478393700023483595, 2, 39595105189878509, 39595105189878509]
[5380108443944763529, 8, 375085935389656815, -375085935389656815]
[15372520744910995017, 23, 1173663095675463472, -1173663095675463472]
[720249550585931520, 1, 850253169128977, 850253169128977]
[888544777411809925, 2, 550253817421795161, -550253817421795161]
[716985659695011000, 1, 2413637721791543, -2413637721791543]
[2155100814208984375, 3, 3097078041423254, -3097078041423254]
[4336192979293433323, 5, 739196492209420608, 739196492209420608]
[17009089349258428422, 23, 462905508671969933, 462905508671969933]
[146224252514744897614, 203, 186195139133981385, 186195139133981385]
[26745438887212029985000, 37179, 1107591447271761197, -1107591447271761197]
[705703873882656250, 1, 13695423534146293, -13695423534146293]
[136535904788013932339, 187, 2008236171071856798, 2008236171071856798]
[2888768527349481605443615, 4015332, 141507654277016854339, 141507654277016854339]
[775385657584889624, 1, 55986360168087081, 55986360168087081]
[752297250907423928, 1, 32897953490621385, 32897953490621385]
[779704223169519375, 1, 60304925752716832, 60304925752716832]
[8727942108226380445705, 12167, 24989143443856094976, -24989143443856094976]
[54605899272363359375, 76, 68447331313633893, -68447331313633893]
[3164692320556284765625, 4394, 3651807706854391683, 3651807706854391683]
[30711261958867568203125, 42688, 1544750739101247541, 1544750739101247541]
[921613148212040459, 1, 202213850795237916, 202213850795237916]
[6409515413110952219, 5, 2812518926026939504, 2812518926026939504]
[15383289424625849727, 25, 2601693010794213848, -2601693010794213848]
[53917069076459025668, 75, 37878229801165057, -37878229801165057]
[22312654720728372000, 31, 11276500807493167, 11276500807493167]
[771162713225412508, 1, 51763415808609965, 51763415808609965]
[62644521534100755964, 87, 56782658838934723, 56782658838934723]
[7943439824613984600, 11, 30047553029156627, 30047553029156627]
[616895332356481750, 1, 102503965060320793, -102503965060320793]
[2092646979263440600, 3, 65550912986967029, -65550912986967029]
[715711518317474250, 1, 3687779099328293, -3687779099328293]
[726858018627913326, 1, 7458721211110783, 7458721211110783]
[208036068267918687808, 289, 129671314462752881, 129671314462752881]
[4937040110906185360, 7, 98754971011432441, -98754971011432441]
[12747475215814269931, 17, 517687159728626700, 517687159728626700]
[82708691042511639908, 115, 22228160420652537, -22228160420652537]
[562540849730521293, 1, 156858447686281250, -156858447686281250]
[3088671734787462642, 5, 508324752296550073, -508324752296550073]
[1495859352371986875, 2, 57060757538381789, 57060757538381789]
[709961395811176080, 1, 9437901605626463, -9437901605626463]
[229873288416676905, 1, 489526009000125638, -489526009000125638]
[1605892329467947521, 2, 167093734634342435, 167093734634342435]
[1127107002096575167239, 1568, 911096252971220185, -911096252971220185]
[548502552552500000, 1, 170896744864302543, -170896744864302543]
[695523340305374000, 1, 23875957111428543, -23875957111428543]
[12073507695312500000, 17, 156280360773143231, -156280360773143231]
[161618673137415578125, 224, 473230516051808493, 473230516051808493]
[2876202664033359375, 4, 1394525633850797, -1394525633850797]
[16557275883585937500, 23, 11092042999479011, 11092042999479011]
[20734622939375538193, 25, 2749640503955474618, 2749640503955474618]
[690583501549275048, 1, 28815795867527495, -28815795867527495]
[19410989347812974912, 27, 12791682440693749, -12791682440693749]
[19529445138687131648, 27, 105664108433462987, 105664108433462987]
[719789186232731043, 1, 389888815928500, 389888815928500]
[504057114347566848, 1, 215342183069235695, -215342183069235695]
[759987175107920760, 1, 40587877691118217, 40587877691118217]
[639159524661678020, 1, 80239772755124523, -80239772755124523]
[744862560238671875, 1, 25463262821869332, 25463262821869332]
[1040685646583984375, 1, 321286349167181832, 321286349167181832]
[9398579525929930875, 13, 46388659511497816, 46388659511497816]
[595895642265421875, 1, 123503655151380668, -123503655151380668]
[5120711914681305805775759, 7117695, 247132454217429477374, 247132454217429477374]
[13316902180030228322, 11, 5403509908445400349, 5403509908445400349]
[701401018084767000, 1, 17998279332035543, -17998279332035543]
[4935065343750000000, 7, 100729738167617801, -100729738167617801]
[723599172454640625, 1, 4199875037838082, 4199875037838082]
[52905555408008621171875, 73568, 19212104350708311549, -19212104350708311549]
[4167135498677243542734375, 5792512, 6435598845810776359, 6435598845810776359]
[1463559868223578125, 1, 744160570806775582, 744160570806775582]
[646419547130825325, 1, 72979750285977218, -72979750285977218]
[7939951615349105625, 11, 26559343764277652, 26559343764277652]
[605231183861164092375, 841, 216374733633153712, 216374733633153712]
[136033602201793782200, 189, 67134990018101573, 67134990018101573]
[36215475143254536960, 49, 964909569831212353, 964909569831212353]
