N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[197396353287109375, 429, 1884953545619174, -1884953545619174]
[18112868381762000, 39, 3614057576959, -3614057576959]
[3612606250824675, 8, 103595275193573, -103595275193573]
[473677044750000, 1, 9151853997719, 9151853997719]
[464501576448000, 1, 23614304281, -23614304281]
[464676610844160, 1, 151420091879, 151420091879]
[25612311901321152, 55, 63426409945697, 63426409945697]
[26608144483022375, 57, 130208610142358, 130208610142358]
[114806911312213263, 250, 1324386375856987, -1324386375856987]
[10453713688884831183, 22627, 57097802267031004, -57097802267031004]
[3147840423583984375, 6776, 217731046528319, 217731046528319]
[4201203635200000, 9, 20476918429471, 20476918429471]
[11674207785054672, 25, 61078016247647, 61078016247647]
[26514888293555200, 57, 36952420675183, 36952420675183]
[5119928376860115, 11, 10151278585024, 10151278585024]
[5118701414400000, 11, 8924316124909, 8924316124909]
[159259227403161600, 343, 72913024870783, -72913024870783]
[12549277276856320, 27, 7097126544733, 7097126544733]
[897565575750390625, 1936, 1755193546025391, -1755193546025391]
[12537593536000000, 27, 4586614311587, -4586614311587]
[22303281300121570320, 48013, 33316532302667, 33316532302667]
[22753764830085120, 49, 7969516776649, -7969516776649]
[1241772912675842560, 2673, 97077794995447, 97077794995447]
[27678265675048828125, 59584, 3290735082979, -3290735082979]
[6800722289102744496, 14641, 391028701401625, -391028701401625]
[340019932546875, 1, 124505258205406, -124505258205406]
[464227520745768, 1, 297670006513, -297670006513]
[2510136650333718, 1, 2045611459581437, 2045611459581437]
[263546799140625, 1, 200978391611656, -200978391611656]
[159395207846875, 1, 305129982905406, -305129982905406]
[953490723003327, 2, 24440341498765, 24440341498765]
[219100517514450, 1, 245424673237831, -245424673237831]
[212548965704350, 1, 251976225047931, -251976225047931]
[517460348349945, 1, 52935157597664, 52935157597664]
[717188235940285, 1, 252663045188004, 252663045188004]
[1460618743296713, 2, 531568361792151, 531568361792151]
[702631393646875, 1, 238106202894594, 238106202894594]
[1362949087500000, 1, 898423896747719, 898423896747719]
[516007163329515, 1, 51481972577234, 51481972577234]
[609921313773013, 1, 145396123020732, 145396123020732]
[479490326636321, 1, 14965135884040, 14965135884040]
[378819149572500, 1, 85706041179781, -85706041179781]
[594196206932790, 1, 129671016180509, 129671016180509]
[238293222487411, 1, 226231968264870, -226231968264870]
[459715734411570, 1, 4809456340711, -4809456340711]
[1203806656563225, 1, 739281465810944, 739281465810944]
[462481307686125, 1, 2043883066156, -2043883066156]
[336110985739760, 1, 128414205012521, -128414205012521]
[184896208384160, 1, 279628982368121, -279628982368121]
[2453966831382185, 9, 1726759885388344, -1726759885388344]
[371275707376665, 1, 93249483375616, -93249483375616]
[59991333872184, 1, 404533856880097, -404533856880097]
[785544211265625, 1, 321019020513344, 321019020513344]
[261218546875000, 1, 203306643877281, -203306643877281]
[490796687656044, 1, 26271496903763, 26271496903763]
[252834657277356, 1, 211690533474925, -211690533474925]
[260051564609375, 1, 204473626142906, -204473626142906]
[391560455446875, 1, 72964735305406, -72964735305406]
[467012144348750, 1, 2486953596469, 2486953596469]
[414924182312640, 1, 49601008439641, -49601008439641]
[212926013221250, 1, 251599177531031, -251599177531031]
[536160820301990, 9, 3644565896468539, -3644565896468539]
[1626887856880195, 3, 233312284623352, 233312284623352]
[75964835993865, 1, 388560354758416, -388560354758416]
[441422471009520, 1, 23102719742761, -23102719742761]
[943048861343589, 2, 13998479839027, 13998479839027]
[296031256439184, 1, 168493934313097, -168493934313097]
[1311433042573885, 9, 2869293674196644, -2869293674196644]
[470490964543600, 1, 5965773791319, 5965773791319]
[954481464561625, 1, 489956273809344, 489956273809344]
[746593681640625, 1, 282068490888344, 282068490888344]
[7287582837169943, 17, 609345405618834, -609345405618834]
[10205565912805201, 22, 13988283744981, -13988283744981]
[461151203906250, 1, 3373986846031, -3373986846031]
[1013030905595016, 1, 548505714842735, 548505714842735]
[930075789517875, 2, 1025408013313, 1025408013313]
[242305820902959, 2, 686744560601603, -686744560601603]
[5524154696052630, 7, 2272478360786663, 2272478360786663]
[506470026562500, 1, 41944835810219, 41944835810219]
[193165143500000, 1, 271360047252281, -271360047252281]
[105886370504475, 1, 358638820247806, -358638820247806]
[111081629319375, 1, 353443561432906, -353443561432906]
[609431494140625, 1, 144906303388344, 144906303388344]
[1174884719093085, 1, 710359528340804, 710359528340804]
[262841715269056, 1, 201683475483225, -201683475483225]
[545290148597337, 1, 80764957845056, 80764957845056]
[2204235882723875, 2, 1275185501219313, 1275185501219313]
[477371867708736, 1, 12846676956455, 12846676956455]
[454048908827328, 1, 10476281924953, -10476281924953]
[452589345248040, 1, 11935845504241, -11935845504241]
[135614176903920, 1, 328911013848361, -328911013848361]
