N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[28191730322079324, 625, 27660249949, 27660249949]
[30439717288577597, 675, 7321586198128, -7321586198128]
[496361561259200, 11, 187594411003, 187594411003]
[51659905779075, 1, 6553181520148, 6553181520148]
[59838985854375, 1, 14732261595448, 14732261595448]
[49040705914200, 1, 3933981655273, 3933981655273]
[38160965198070, 1, 6945759060857, -6945759060857]
[33052507109479, 1, 12054217149448, -12054217149448]
[91849798225647, 1, 46743073966720, 46743073966720]
[49927064844202, 1, 4820340585275, 4820340585275]
[46482344435124, 1, 1375620176197, 1375620176197]
[48304048804375, 1, 3197324545448, 3197324545448]
[34347727301888, 1, 10758996957039, -10758996957039]
[44566686876250, 1, 540037382677, -540037382677]
[36651926185875, 1, 8454798073052, -8454798073052]
[342575344540780, 7, 26828274728291, 26828274728291]
[37714931935065, 1, 7391792323862, -7391792323862]
[24777820650375, 1, 20328903608552, -20328903608552]
[39859195973597, 1, 5247528285330, -5247528285330]
[38499947066880, 1, 6606777192047, -6606777192047]
[66010753445175, 1, 20904029186248, 20904029186248]
[31572443693219, 1, 13534280565708, -13534280565708]
[47585262025665, 1, 2478537766738, 2478537766738]
[585939129600825, 8, 225085335529409, 225085335529409]
[691566712890625, 17, 75247599511134, -75247599511134]
[44884382812500, 1, 222341446427, -222341446427]
[62294070296250, 1, 17187346037323, 17187346037323]
[42669861332904, 1, 2436862926023, -2436862926023]
[48325518828125, 1, 3218794569198, 3218794569198]
[125230118716010, 3, 10090054060771, -10090054060771]
[38868423614475, 1, 6238300644452, -6238300644452]
[50550893226262, 1, 5444168967335, 5444168967335]
[69547690652895, 2, 20665757864959, -20665757864959]
[157648497531250, 3, 22328324754469, 22328324754469]
[35374755783250, 1, 9731968475677, -9731968475677]
[1239243309393650, 27, 21361754402621, 21361754402621]
[2830546121077129, 66, 146497680012053, -146497680012053]
[143831187500000, 3, 8511014723219, 8511014723219]
[135145659223029, 2, 44932210705175, 44932210705175]
[44541342723240, 1, 565381535687, -565381535687]
[59274406941750, 1, 14167682682823, 14167682682823]
[45148392936192, 1, 41668677265, 41668677265]
[54776877803571, 1, 9670153544644, 9670153544644]
[179069870986461, 4, 1357026049247, -1357026049247]
[263379084389850, 7, 52367985422639, -52367985422639]
[58671059332743, 2, 31542389185111, -31542389185111]
[609334533972580, 19, 247693226947033, -247693226947033]
[84016775390625, 2, 6196673127229, -6196673127229]
[38179520174978, 1, 6927204083949, -6927204083949]
[57333827211199, 2, 32879621306655, -32879621306655]
[195554184517575, 4, 15127287481867, 15127287481867]
[31434342187500, 1, 13672382071427, -13672382071427]
[25391696484375, 1, 19715027774552, -19715027774552]
[56296517891796, 1, 11189793632869, 11189793632869]
[71878375973635, 2, 18335072544219, -18335072544219]
[46237681526400, 1, 1130957267473, 1130957267473]
[38992621734990, 1, 6114102523937, -6114102523937]
[84741398809925, 3, 50578773966856, -50578773966856]
[34541323566750, 1, 10565400692177, -10565400692177]
[33532399062500, 1, 11574325196427, -11574325196427]
[69621404120125, 2, 20592044397729, -20592044397729]
[92077412109375, 2, 1863963591521, 1863963591521]
[179699656171875, 4, 727240863833, -727240863833]
[101798252323625, 2, 11584803805771, 11584803805771]
[42201414295040, 1, 2905309963887, -2905309963887]
[55336496203989, 1, 10229771945062, 10229771945062]
[273238916779829, 5, 47705295485194, 47705295485194]
[619034963908375, 13, 32647548542324, 32647548542324]
[485730314417950, 9, 79769796087607, 79769796087607]
[134539699868420, 3, 780472908361, -780472908361]
[36051381304092, 1, 9055342954835, -9055342954835]
[1084415359212757, 35, 494319989849688, -494319989849688]
[36452576160000, 1, 8654148098927, -8654148098927]
[47881560375000, 1, 2774836116073, 2774836116073]
[59073300000000, 1, 13966575741073, 13966575741073]
[61885455565472, 1, 16778731306545, 16778731306545]
[188362657903420, 3, 53042485126639, 53042485126639]
[56287616595210, 1, 11180892336283, 11180892336283]
[228046132540512, 5, 2512511245877, 2512511245877]
[128682207852800, 3, 6637964923981, -6637964923981]
[37984112374572, 1, 7122611884355, -7122611884355]
[47733151807250, 1, 2626427548323, 2626427548323]
[153366160499895, 4, 27060736535813, -27060736535813]
[2278568387008485, 49, 68338898321062, 68338898321062]
[299249639201799, 7, 16497430610690, -16497430610690]
[755081141893650, 19, 101946619025963, -101946619025963]
[514163759562054, 13, 72223655803997, -72223655803997]
[31203858972825, 1, 13902865286102, -13902865286102]
[36597118548375, 1, 8509605710552, -8509605710552]
[40479587898750, 1, 4627136360177, -4627136360177]
[78627331237455, 2, 11586117280399, -11586117280399]
[114793250000000, 3, 20526922776781, -20526922776781]
[620836813638405, 11, 124662846790208, 124662846790208]
[99022003591203, 2, 8808555073349, 8808555073349]
[153957645572500, 3, 18637472795719, 18637472795719]
[743214407850837, 16, 21506819708005, 21506819708005]
[86482237359375, 2, 3731211158479, -3731211158479]
[41251264891200, 1, 3855459367727, -3855459367727]
[37405910314656, 1, 7700813944271, -7700813944271]
[39437742825000, 1, 5668981433927, -5668981433927]
[605883858918723, 13, 19496443552672, 19496443552672]
[41053726078344, 1, 4052998180583, -4052998180583]
[3293693890280250, 77, 179523877657129, -179523877657129]
[174653054296875, 4, 5773842738833, -5773842738833]
[6699329287109375, 169, 923707112649288, -923707112649288]
[45581298224000, 1, 474573965073, 474573965073]
[4186836364562819, 91, 82124457000462, 82124457000462]
[45083775082500, 1, 22949176427, -22949176427]
[7768577009759150, 187, 666380426660199, -666380426660199]
[49241551590000, 1, 4134827331073, 4134827331073]
[41733101824128, 1, 3373622434799, -3373622434799]
[298380940000000, 7, 17366129812489, -17366129812489]
[45126454941568, 1, 19730682641, 19730682641]
[43474837346304, 1, 1631886912623, -1631886912623]
[45126904275000, 1, 20180016073, 20180016073]
[45362611001344, 1, 255886742417, 255886742417]
[100180461823299, 2, 9967013305445, 9967013305445]
[2306562284505050, 49, 96332795817627, 96332795817627]
[366135549154375, 8, 5281755082959, 5281755082959]
[46033655542784, 1, 926931283857, 926931283857]
[12825900840646894, 289, 209942470183009, -209942470183009]
[1142858710857591, 25, 15190604384416, 15190604384416]
[1505563896484375, 33, 17041995939784, 17041995939784]
[499689244736500, 11, 3515277888303, 3515277888303]
[48021078444521875, 1014, 2282860045969897, 2282860045969897]
[409710754893440, 9, 3750236563097, 3750236563097]
[46922258032950475, 1056, 710442784476437, -710442784476437]
[3418672233016040, 81, 234972431957047, -234972431957047]
[3661400686844875, 84, 127564150904993, -127564150904993]
[1410796094296875, 32, 32619081988789, -32619081988789]
[1692784500939311, 40, 111484469417769, -111484469417769]
[2482985250580653, 55, 2115416339668, 2115416339668]
[413289094400000, 9, 7328576069657, 7328576069657]
[314503200000000, 7, 1243869812489, -1243869812489]
[545160355283159, 12, 3879664176035, 3879664176035]
[220081962067968, 5, 5451659226667, -5451659226667]
[98087993953488000, 2197, 1011479243374619, -1011479243374619]
[580998311062400, 13, 5389104303651, -5389104303651]
[227107671089728, 5, 1574049795093, 1574049795093]
[226107250767783, 5, 573629473148, 573629473148]
[1533426093033835, 34, 202531769683, -202531769683]
[43841311605000, 1, 1265412653927, -1265412653927]
[221168213233968, 5, 4365408060667, -4365408060667]
[3982659835062324, 85, 148588273053529, 148588273053529]
[514418798147072, 11, 18244831298875, 18244831298875]
[529435369451520, 11, 33261402603323, 33261402603323]
[5044587396346927, 112, 7365720652897, -7365720652897]
[46996709760000, 1, 1889985501073, 1889985501073]
[1087097930819901, 25, 40570175653274, -40570175653274]
[12630096401686731, 280, 213609187171, 213609187171]
[89952637507785, 2, 260811010069, -260811010069]
[5513259901287411, 125, 125080631078464, -125080631078464]
[7327231412029375, 162, 19942082083201, 19942082083201]
[498935811733632, 11, 2761844885435, 2761844885435]
[7307052549671875, 162, 236780274299, -236780274299]
[405350506990000, 9, 610011340343, -610011340343]
[2583230405112500, 57, 12147122353661, 12147122353661]
[855068718504000, 19, 1959042415613, -1959042415613]
[588391169664375, 13, 2003754298324, 2003754298324]
[580906643625000, 13, 5480771741051, -5480771741051]
[5592060850009725, 121, 134147214679558, 134147214679558]
[90523859765625, 2, 310411247771, 310411247771]
