N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[16686149566641225, 13, 1236037329766832, 1236037329766832]
[4768127958813219, 4, 14247270544175, 14247270544175]
[7112358398437500, 7, 1206932806033327, -1206932806033327]
[1441844368965000, 1, 253374196897739, 253374196897739]
[1098026582095872, 1, 90443589971389, -90443589971389]
[1181467249966080, 1, 7002922101181, -7002922101181]
[815672026079820, 1, 372798145987441, -372798145987441]
[1177277826629520, 1, 11192345437741, -11192345437741]
[1606058166313125, 1, 417587994245864, 417587994245864]
[30192193994235625, 27, 1896500651580422, -1896500651580422]
[160864316968761120, 133, 2797784083815407, 2797784083815407]
[1380039268708386, 1, 191569096641125, 191569096641125]
[22380777514296630, 19, 200155754981329, -200155754981329]
[157607573432052512230, 132651, 44183362841726681, -44183362841726681]
[630882959397075, 1, 557587212670186, -557587212670186]
[29557847357140284, 25, 153906944541241, -153906944541241]
[1161154518733440, 1, 27315653333821, -27315653333821]
[1234993410466816, 1, 46523238399555, 46523238399555]
[124802096665985024, 105, 12728598922619, 12728598922619]
[58362259362363000, 49, 127220931067211, 127220931067211]
[1089897053903190, 1, 98573118164071, -98573118164071]
[37329171971466375, 32, 701873534685977, -701873534685977]
[13134189107812500, 11, 61017215072629, 61017215072629]
[6641155267600854, 5, 698804407264549, 698804407264549]
[1982037168379800, 1, 793566996312539, 793566996312539]
[10741735206488000, 9, 45503657882651, 45503657882651]
[1109680698522825, 1, 78789473544436, -78789473544436]
[13360884126539495, 1, 12172413954472234, 12172413954472234]
[1418923342046496, 1, 230453169979235, 230453169979235]
[285728186774117087, 240, 495345477974447, 495345477974447]
[11552849707366422, 11, 1520322185373449, -1520322185373449]
[23219246514908444, 19, 638313245630485, 638313245630485]
[371322255660642, 1, 817147916406619, -817147916406619]
[1012134188998400, 1, 176335983068861, -176335983068861]
[2562420279237000, 1, 1373950107169739, 1373950107169739]
[21312377203768959, 20, 2457026237576261, -2457026237576261]
[798521661675738, 1, 389948510391523, -389948510391523]
[2070819044148998, 3, 1494591472052785, -1494591472052785]
[12876411105103000, 11, 196760787636871, -196760787636871]
[7453767394712375, 7, 865523809758452, -865523809758452]
[309828646252125, 1, 878641525815136, -878641525815136]
[2327464790161875, 2, 49475553972647, -49475553972647]
[964546875000000, 1, 223923297067261, -223923297067261]
[1217887650000000, 1, 29417477932739, 29417477932739]
[1159059326906250, 1, 29410845161011, -29410845161011]
[735326049442985, 2, 1641614294691537, -1641614294691537]
[3610498124273152, 3, 45087608071369, 45087608071369]
[136360076576658704, 115, 313993211076311, -313993211076311]
[2380699548215625, 2, 3759204081103, 3759204081103]
[1188482133393408, 1, 11961326147, 11961326147]
[10697511336512000, 9, 1279787906651, 1279787906651]
[248375693938677760, 209, 14572023379789, -14572023379789]
[13034043515593750, 11, 39128377146121, -39128377146121]
[3550305696412475, 3, 15104819789308, -15104819789308]
[26089140261234375, 22, 57203524245367, -57203524245367]
[23966275443704451, 20, 196872002359231, 196872002359231]
[1188565461128500, 1, 95289061239, 95289061239]
[1181947698456525, 1, 6522473610736, -6522473610736]
[1205484280000000, 1, 17014107932739, 17014107932739]
[1233303148000000, 1, 44832975932739, 44832975932739]
[12956679121678110, 11, 116492771061761, -116492771061761]
[24969862628750000, 21, 11989015337519, 11989015337519]
[8322001459200000, 7, 2710254729173, 2710254729173]
[32088484228600000, 27, 210417216047, -210417216047]
[1241996786936180288, 1045, 45457125892543, 45457125892543]
[3522843048478325, 3, 42567467723458, -42567467723458]
[1067555862672525380, 897, 1498118328192263, 1498118328192263]
[17391455508265140736, 14641, 8936280971627565, -8936280971627565]
[1190648086373025, 1, 2177914305764, 2177914305764]
[9507413264548745, 8, 348111989343, -348111989343]
[11433351254035546875, 9604, 19283721501572231, 19283721501572231]
[7019062945305125, 6, 111758087098441, -111758087098441]
[14306996878549375, 12, 45354813742243, 45354813742243]
[989949208033500000, 833, 46445298528413, -46445298528413]
[20211326422560000, 17, 7333497416563, 7333497416563]
[1190250000000000, 1, 1779827932739, 1779827932739]
[13139648437500000, 11, 66476544760129, 66476544760129]
[1297609144991341, 1, 109138972924080, 109138972924080]
[30678768246967225, 26, 221456226781561, -221456226781561]
[9517265649351005, 8, 9504272812917, 9504272812917]
[1003516347834000, 1, 184953824233261, -184953824233261]
[1305825868761750, 1, 117355696694489, 117355696694489]
[1284032250010125, 1, 95562077942864, 95562077942864]
[2370215972840625, 2, 6724371293897, -6724371293897]
[200731766365496709, 169, 119692713870400, -119692713870400]
[1189676128751496000, 1001, 17486512167739, 17486512167739]
[12909755812598190, 11, 163416080141681, -163416080141681]
[199032044196013875, 169, 1819414883353234, -1819414883353234]
[30334272568359375, 26, 565951905389411, -565951905389411]
[39434151490956250, 33, 214635812736637, 214635812736637]
[144498871722914560, 121, 693980902775979, 693980902775979]
[1280384602652500, 1, 91914430585239, 91914430585239]
[1288312680687500, 1, 99842508620239, 99842508620239]
[1119261795276625, 1, 69208376790636, -69208376790636]
[4735565245228125, 4, 18315443040919, -18315443040919]
[2360416886953125, 2, 16523457181397, -16523457181397]
[1224512947990332, 1, 36042775923071, 36042775923071]
[91079092106013453, 77, 433111143165644, -433111143165644]
[1339808715758656, 1, 151338543691395, 151338543691395]
[1266854909119800, 1, 78384737052539, 78384737052539]
[5605877712547736, 5, 336473147788569, -336473147788569]
[1175665160698461, 1, 12805011368800, -12805011368800]
[412017639271875, 1, 776452532795386, -776452532795386]
[1899675995469525, 1, 711205823402264, 711205823402264]
[1100850694453125, 1, 87619477614136, -87619477614136]
[1162186136718750, 1, 26284035348511, -26284035348511]
[4730546337890625, 4, 23334350378419, -23334350378419]
[1186200349936875, 1, 2269822130386, -2269822130386]
[10728523605078125, 9, 32292056472776, 32292056472776]
[13316290360964838, 11, 243118468224967, 243118468224967]
[29843577945975222, 25, 131823644293697, 131823644293697]
[679878801227626, 1, 508591370839635, -508591370839635]
[1174737009045600, 1, 13733163021661, -13733163021661]
[1252134465275212750, 1053, 675374088386917, 675374088386917]
[577762461422265625, 486, 165957797576779, 165957797576779]
[2598828017052721300, 2187, 356249258378507, -356249258378507]
[2033570449586209083, 1715, 4655895509143532, -4655895509143532]
[326131077330804564, 275, 698219987692211, -698219987692211]
[208595617449275628, 175, 613337337504953, 613337337504953]
[1101236261014890, 1, 87233911052371, -87233911052371]
[16476430778856235, 13, 1026318541981842, 1026318541981842]
[2448132918717717, 2, 71192574583195, 71192574583195]
[5883230940116992, 5, 59119920219313, -59119920219313]
[8239940023248648, 7, 79351181222179, -79351181222179]
[5948726467633488, 5, 6375607297183, 6375607297183]
[19974606716156853024, 16807, 11465777602603, -11465777602603]
[4604626598709375, 4, 149254089559669, -149254089559669]
[9312260137578125, 9, 1383971411027224, -1383971411027224]
[1237446045928125, 1, 48975873860864, 48975873860864]
[1399381496868355, 1, 210911324801094, 210911324801094]
[1156066188810225, 1, 32403983257036, -32403983257036]
[5820836214999609375, 4913, 18117740366843918, -18117740366843918]
[20295279622406250, 17, 91286697262813, 91286697262813]
[4040645108605289327, 3402, 2530416767532595, -2530416767532595]
[184756467549062500, 153, 2920531222771567, 2920531222771567]
[4816610977871875, 4, 62730289602831, 62730289602831]
[2400849434790625, 2, 23909090656103, 23909090656103]
[919274907031250, 1, 269195265036011, -269195265036011]
[786127169953125, 1, 402343002114136, -402343002114136]
