N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[534975283403183943281, 29, 18432774661425730, 18432774661425730]
[165613907857079540828125, 8978, 1354382329947536457, -1354382329947536457]
[252956038457614932027367, 13718, 96998677628926447275, -96998677628926447275]
[350455197598683712686, 19, 33773502762074675, -33773502762074675]
[479562362846144962197, 26, 54123924254536297, -54123924254536297]
[1088348350425515861374, 59, 12138784236846747, -12138784236846747]
[571913285970506188436, 31, 62859436568324847, 62859436568324847]
[571768848293588976100, 31, 81578240348887489, -81578240348887489]
[18446261457934526411, 1, 526494773146608, -526494773146608]
[55340413470461526290, 3, 49612338507233, 49612338507233]
[18446430255908893259, 1, 357696798779760, -357696798779760]
[350660944111110790010, 19, 171973009665002649, 171973009665002649]
[129143268506820964253, 7, 15752837867253120, 15752837867253120]
[18446774161340266175, 1, 13791367406844, -13791367406844]
[350489323453340239581, 19, 352351894452220, 352351894452220]
[98383058538904717847155999, 5333378, 634498731425863572183, -634498731425863572183]
[203040183170880520192, 11, 125515691096116983, 125515691096116983]
[18448542246411591860, 1, 1754293703918841, 1754293703918841]
[350489404485231938248, 19, 433383786150887, 433383786150887]
[18447145830570404766, 1, 357877862731747, 357877862731747]
[350480627067049829980, 19, 8344034395957381, -8344034395957381]
[18446683321005651712, 1, 104631702021307, -104631702021307]
[21011325361188799250432, 1139, 433883054759681791, 433883054759681791]
[92234914000113049088, 5, 974236574683993, 974236574683993]
[18446751555048461792, 1, 36397659211227, -36397659211227]
[92232862485874475008, 5, 1077277663890087, -1077277663890087]
[904022979985212925487, 49, 130370302536947556, 130370302536947556]
[866984299842112168873, 47, 14733935148463020, -14733935148463020]
[18450018126056387584, 1, 3230173348714565, 3230173348714565]
[424271443453197189376, 23, 4679459079290061, -4679459079290061]
[8909077560080770519057, 483, 721021077035549120, -721021077035549120]
[1051466563019274001408, 57, 350285063360675, -350285063360675]
[18449109400837220235, 1, 2321448129547216, 2321448129547216]
[18447315781148701155, 1, 527828441028136, 527828441028136]
[18443640021880846761, 1, 3147930826826258, -3147930826826258]
[18446785896351615957, 1, 2056356057062, -2056356057062]
[5515529371861705555023, 299, 60225997888677658, -60225997888677658]
[36893574329197962033, 2, 1576217384005, -1576217384005]
[18446888145359724544, 1, 100192652051525, 100192652051525]
[202913980202493165568, 11, 687277291237641, -687277291237641]
[202925424728111828889, 11, 10757248327425680, 10757248327425680]
[1420401262598388286382, 77, 1409760102536081, -1409760102536081]
[44530196595814452998293, 2414, 349522021869669573, -349522021869669573]
[18440831226425902525, 1, 5956726281770494, -5956726281770494]
[102474530714899187604375, 5548, 131751153277017694963, 131751153277017694963]
[92234364325317218939, 5, 424561778853844, 424561778853844]
[461155279936611159167, 25, 14418881080666308, -14418881080666308]
[424280257858153049375, 23, 4134945876569938, 4134945876569938]
[18446837704586666215, 1, 49751878993196, 49751878993196]
[18509337141458935523750, 1003, 7208824893139485693, 7208824893139485693]
[130015610878688543722247, 7049, 15797399947843388684, -15797399947843388684]
[16547569630827682146875, 897, 800837248899448832, 800837248899448832]
[4511403502213201129152269, 244559, 75487286965323298648, 75487286965323298648]
[37170286710806310990949, 2015, 8986100349857664, 8986100349857664]
[94392202614844535061625, 5117, 11339160627776598, -11339160627776598]
[1125551045767922699211, 61, 296980652754645052, 296980652754645052]
[69736307359166892828417, 3782, 29444677973526529441, -29444677973526529441]
[2047588923663479843053, 111, 4539087071862056, -4539087071862056]
[3818510737138044110933, 207, 25630927555796000, 25630927555796000]
[166021174365233149039, 9, 82790864091868, 82790864091868]
[146289727165966711340393, 7930, 6698700994864299723, 6698700994864299723]
[977732311382791385187, 53, 52549889284715180, 52549889284715180]
[4501007158207846151529, 244, 9102252826065107, -9102252826065107]
[82810005717777831970745, 4489, 2374598073087788454, 2374598073087788454]
[866996541673871843143, 47, 2492103388788750, -2492103388788750]
[6952629207159664212723, 377, 1809851011128515440, -1809851011128515440]
[18447801232366190587, 1, 1013279658517568, 1013279658517568]
[265978863949853389303579, 14413, 105309187477698080732, 105309187477698080732]
[308346737406591973728596347, 16715503, 601957256992743517210, -601957256992743517210]
[73787545377544039041, 4, 393566713346965, 393566713346965]
[534971059874127240821, 29, 14209245604723270, 14209245604723270]
[7509056735797348997941, 407, 1214039045326079208, 1214039045326079208]
[103449972294314959122205, 5609, 18061332422378841366, -18061332422378841366]
[37981890346257896369331, 2059, 46048367202376790, -46048367202376790]
[166115361853917078125, 9, 94270279548020954, 94270279548020954]
[866936520285273103125, 47, 62513491987528768, -62513491987528768]
[18446504785234246875, 1, 283167473426144, -283167473426144]
[61380871271804687088143350, 3326427, 18977762643160450570237, 18977762643160450570237]
[18447071692805802675, 1, 283740098129656, 283740098129656]
[166019579482692537625, 9, 1512091676519546, -1512091676519546]
[313581583750498903125, 17, 13811445531538198, -13811445531538198]
[35552095075284468501015, 1927, 5134690416782593402, 5134690416782593402]
[276734008523137125451, 15, 32189232522030166, 32189232522030166]
[18446536518011560665, 1, 251434696112354, -251434696112354]
[11270990104947003796875, 611, 2665842615582266, 2665842615582266]
[571830510991291075839, 31, 19915542646787750, -19915542646787750]
[424282359598775730717, 23, 6236686499251280, 6236686499251280]
[866744324814029761165, 47, 254708963230870728, -254708963230870728]
[13484756422759503351641, 731, 154429330194374752, 154429330194374752]
[479567735019415812915, 26, 48751750983685579, -48751750983685579]
[368928217407958300919, 20, 7541646195159461, -7541646195159461]
[9094246559523673745499, 493, 19901161209052868, -19901161209052868]
[313596689449586749074, 17, 1294253556307751, 1294253556307751]
[21398077640337470655453, 1160, 196384803430046587, -196384803430046587]
[18446678167671625716, 1, 109785036047303, -109785036047303]
[655046622971296218596349, 35510, 1182770646749691659, 1182770646749691659]
[2601076611965377001623, 141, 79510633595105944, 79510633595105944]
[866990842691376813971, 47, 8191085883817922, -8191085883817922]
[52557349408395565759986, 2849, 2450531131405328855, 2450531131405328855]
[18446452373256791163, 1, 335579450881856, -335579450881856]
[977632013860762190140, 53, 47747632744479867, -47747632744479867]
[2121424848089776507733, 115, 44233528394110548, 44233528394110548]
[20678895968142975990497, 1121, 46673157674536198, 46673157674536198]
[47926061508787055648951, 2597, 19753195605228818608, 19753195605228818608]
[166084163716637398729, 9, 63072142268341558, 63072142268341558]
[186814052108060885809749, 10127, 3430510990281146336, 3430510990281146336]
[18444917321315619225, 1, 1870631392053794, -1870631392053794]
[33443967840262396304945, 1813, 58717996614878502, -58717996614878502]
[748012284493170570365345, 40549, 13479798827137117914, 13479798827137117914]
[187107390643206889035175, 10143, 1620438892961603458, 1620438892961603458]
[455304680737262700854835, 24682, 1060488531915399877, 1060488531915399877]
[5330956021144333256375, 289, 165697188184246116, -165697188184246116]
[977699707940690314839, 53, 19946447183644832, 19946447183644832]
[55336269709517037137, 3, 4094148605981920, -4094148605981920]
[1235918918080780998505, 67, 15874750633093768, -15874750633093768]
[10200369355967918739645, 553, 704381879424439862, -704381879424439862]
[2047953437700500922845, 111, 359974949949217736, 359974949949217736]
[2933439913576176904867, 159, 400629095656894846, 400629095656894846]
[18448556195630081521, 1, 1768242922408502, 1768242922408502]
[72919086028893003800714, 3953, 1066748160427643393, -1066748160427643393]
[977717649624863020775, 53, 37888131356350768, 37888131356350768]
[115120331001031518154685, 6241, 6072611817069156894, -6072611817069156894]
[682541199814888706435, 37, 10045564704804732, 10045564704804732]
[2610267110242361626080110515, 141502193, 6161128245605964679848, 6161128245605964679848]
[36886977263749631129, 2, 6598641665714909, -6598641665714909]
[9756457939005663787371, 529, 1892887976695239680, -1892887976695239680]
[110672997545354596583, 6, 7730170891441531, -7730170891441531]
[1199085601299833991469, 65, 44384373835245234, 44384373835245234]
[62359100839292639175383, 3381, 9489228812003301856, -9489228812003301856]
[4353520844101843672125, 236, 78887262832839641, 78887262832839641]
[571873804843017578125, 31, 23378309079714536, 23378309079714536]
[1309709679745839843750, 71, 12264896404940599, -12264896404940599]
[18446861514107630625, 1, 73561399957606, 73561399957606]
[8663232912411599952277, 470, 6757425361006366653, -6757425361006366653]
[793210899586785952489, 43, 982379643987328, -982379643987328]
[92233719558676801399, 5, 220204861563696, -220204861563696]
[14739046075559557371125, 799, 62501346126628944, 62501346126628944]
[18447998609434299334, 1, 1210656726626315, 1210656726626315]
[129134950899203536375, 7, 7435230249825242, 7435230249825242]
[424277481448449615525, 23, 1358536173136088, 1358536173136088]
[5866069508382640882127, 318, 9060578399137915, -9060578399137915]
[11123347298031088795675, 603, 65837451638034782, -65837451638034782]
[18446268938239096500, 1, 519014468576519, -519014468576519]
[18446969507587049457, 1, 181554879376438, 181554879376438]
[2361226478510396825405, 128, 37620563814678973, 37620563814678973]
[571853897631985684695, 31, 3471098047821106, 3471098047821106]
[414021173956489005027814, 22445, 16981642034715883641, -16981642034715883641]
[13576560696924091584375, 736, 275236268755757609, -275236268755757609]
[40451814938777447171395, 2193, 1991041510479759272, -1991041510479759272]
[202915943994987454738, 11, 1276515203051529, 1276515203051529]
[202922353925881741263, 11, 7686446097338054, 7686446097338054]
[90646315457141151571903, 4913, 17246245488354029556, 17246245488354029556]
[22522508197314665498543, 1221, 1019892941403257656, -1019892941403257656]
[1466641414627166369378787, 79507, 7355128762589342846, -7355128762589342846]
[2286430433827220376113, 124, 971272308531078243, -971272308531078243]
[18445033919238220877, 1, 1754033469452142, -1754033469452142]
[18444769466496626317, 1, 2018486211046702, -2018486211046702]
[2176878931645281590991, 118, 157953225776174749, 157953225776174749]
[867086060909143066134, 47, 87027131882434241, 87027131882434241]
[276056477962258894092907, 14965, 296249988567363572, 296249988567363572]
[756316064057882648710, 41, 2242003131945069, -2242003131945069]
[92275065904164835328, 5, 41126140626470233, 41126140626470233]
[18448510141047866880, 1, 1722188340193861, 1722188340193861]
[18441021964366921920, 1, 5765988340751099, -5765988340751099]
[18443766164064000331, 1, 3021788643672688, -3021788643672688]
[166010961028059093793, 9, 10130546309963378, -10130546309963378]
[1254427587592632500481, 68, 46006808510735189, 46006808510735189]
[4334992362516337594072, 235, 2806369965565393, -2806369965565393]
[41007262408407535568177, 2223, 52789538378446940, 52789538378446940]
[165989289584677528394, 9, 31801989691528777, -31801989691528777]
[682481081790044815553, 37, 50072460139086150, -50072460139086150]
[424303920845797059093, 23, 27797933520579656, 27797933520579656]
[239794894115598150890, 13, 13349269601598357, -13349269601598357]
[957323174573756069166802, 51903, 120460535630283538355, -120460535630283538355]
[239807064297829618179, 13, 1179087370131068, -1179087370131068]
[202839996429443359375, 11, 74671050341043834, -74671050341043834]
[18447666249020421875, 1, 878296312748856, 878296312748856]
[18448597341113281250, 1, 1809388405608231, 1809388405608231]
[18446723707041829375, 1, 64245665843644, -64245665843644]
[571847681427001953125, 31, 2745106935910464, -2745106935910464]
[18446753964287928125, 1, 33988419744894, -33988419744894]
[39457704274982694765625, 2139, 24844140982177984, 24844140982177984]
[719436942876723291941, 39, 12212721124044200, 12212721124044200]
[1420407973046484447441, 77, 5300687993624978, 5300687993624978]
[498209796260074667197, 27, 146521536967495684, 146521536967495684]
[1494187323288770175845, 81, 2500880551338694, -2500880551338694]
[239808467696774446085, 13, 224311574696838, 224311574696838]
[60645166873931884765625, 3283, 84362025192594244248, 84362025192594244248]
[18446917781982421875, 1, 129829274748856, 129829274748856]
[2305825056082146959437, 125, 23438006312167938, -23438006312167938]
[1346608339397094921875, 73, 7181150565208512, -7181150565208512]
[53141211363545422612995, 2881, 3984728205383354744, -3984728205383354744]
[288249557589212774006409, 15625, 18495828155383084534, 18495828155383084534]
[571918004041513553225, 31, 67577507575689636, 67577507575689636]
[571904699975290532789, 31, 54273441352669200, 54273441352669200]
[18451442549652778575, 1, 4654596945105556, 4654596945105556]
[18439679311287933589, 1, 7108641419739430, -7108641419739430]
[4782886280619249365914, 259, 5168200867962053993, 5168200867962053993]
[34047208767995015587529, 1846, 5561792703348805545, -5561792703348805545]
[115124171753863423945781, 6241, 2231858985163365798, -2231858985163365798]
[313587393469007073515, 17, 8001727023367808, -8001727023367808]
[36905476724317424141, 2, 11900818902078103, 11900818902078103]
[18449243991223635179, 1, 2456038515962160, 2456038515962160]
[30123398657018919453565, 1633, 206069752710586462, -206069752710586462]
[18431985872862235667, 1, 14802079845437352, -14802079845437352]
[5960856019832790117195, 323, 2543511108211732058, 2543511108211732058]
[18446478061870988469, 1, 309890836684550, -309890836684550]
[7507916665305257295877, 407, 73968553234377144, 73968553234377144]
[1088360640097082206875, 59, 150887329498754, 150887329498754]
[327601261298963005780725, 17759, 4754046827440636304, 4754046827440636304]
[683070943473705368875, 37, 539789223521467172, 539789223521467172]
[332124398034779659375, 18, 82214886041545033, 82214886041545033]
[25488378006245918882766275, 1381913, 3478073844199661939072, -3478073844199661939072]
[53925597502004659609375, 2923, 5636316240131374838, 5636316240131374838]
[13115637357852880859375, 711, 28876522274657134, -28876522274657134]
[5329559655544160164366, 289, 1562062788357338125, -1562062788357338125]
[249542354316074393866412260, 13530647, 54621755865823945101033, -54621755865823945101033]
[571886314614109629421, 31, 35888080171765832, 35888080171765832]
[1429185655879902175885063, 77486, 182155423604575665171, -182155423604575665171]
[18441191138134235841, 1, 5596814573437178, -5596814573437178]
[18447316731075042369, 1, 528778367369350, 528778367369350]
[29477807147628545685371, 1598, 160000798315798991, -160000798315798991]
[16146602747845801803256, 875, 5663289226587911631, 5663289226587911631]
[18447384838540446250, 1, 596885832773231, 596885832773231]
[1401955268465854290825, 76, 615939928858619, -615939928858619]
[29275300416237103270625, 1587, 247935290026189472, 247935290026189472]
[18447676760453057694, 1, 888807745384675, 888807745384675]
[2490351183149197810243, 135, 34809533661952678, 34809533661952678]
[498067232989162995518, 27, 3958266055824005, 3958266055824005]
[55340548656583674116, 3, 184798460655059, 184798460655059]
[18449947735541630750, 1, 3159782833957731, 3159782833957731]
[55339216092954950000, 3, 1147765168069057, -1147765168069057]
[54265786896940185546875000, 2941759, 217584029185925825421, -217584029185925825421]
[13484569776773798828125, 731, 32216655510148764, -32216655510148764]
[313593671507348750000, 17, 1723688681691323, -1723688681691323]
[2711681539762377040625, 147, 3710714349106832, 3710714349106832]
[498106003239446642027, 27, 42728516339470514, 42728516339470514]
[208887185049397121285865, 11323, 14205060888139691728, 14205060888139691728]
[867000343816708028235, 47, 1310039447396342, 1310039447396342]
[37317829339268772608567, 2023, 22689058849908870, -22689058849908870]
[49437458716596690307863, 2680, 67003340126616943, 67003340126616943]
[1715545926973172579381, 93, 5352628641011386, -5352628641011386]
[2619411036922697860265, 142, 32852361791708433, -32852361791708433]
[18445853270178439625, 1, 934682529233394, -934682529233394]
[1125258284470830222770, 61, 4219355662168611, 4219355662168611]
[81496761547485616941349, 4418, 1147627576882456593, -1147627576882456593]
[28003072006073966666665, 1518, 847893863719023823, 847893863719023823]
[55343615902748884438, 3, 3252044625865381, 3252044625865381]
[682544319073036353986, 37, 13164822852452283, 13164822852452283]
[18447206753906913450, 1, 418801199240431, 418801199240431]
[92234076506218502856, 5, 136742680137761, 136742680137761]
[867302014196239385225, 47, 302980418978753332, 302980418978753332]
[2232051869389665795311, 121, 9472887962639988, -9472887962639988]
[682540602820991673605, 37, 9448570807771902, 9448570807771902]
[202916646268711425250, 11, 1978788927022041, 1978788927022041]
[3853352074599450292706339, 208887, 57879522202598786486, 57879522202598786486]
[682597602561602612863, 37, 66448311418711160, 66448311418711160]
[55338529537863506596, 3, 1834320259512461, -1834320259512461]
[110682199653275033641, 6, 1471937028995527, 1471937028995527]
[24741210739946998853632, 1343, 32825480539406010885, -32825480539406010885]
[18446667149369628686, 1, 120803338044333, -120803338044333]
[2287391142864886366429, 124, 10563270865087927, -10563270865087927]
[90629057191939521796736, 4913, 12019713275745611, -12019713275745611]
[18446927516750636444, 1, 139564042963425, 139564042963425]
[3025323709894314628545, 164, 50485650256253429, 50485650256253429]
[867000335685741867178, 47, 1301908481235285, 1301908481235285]
[94303013192076230784134244, 5112485, 5913514322456910407971, -5913514322456910407971]
[18445964954681215259, 1, 822998026457760, -822998026457760]
[276704217420430838038, 15, 2398129815742753, 2398129815742753]
[2379626592446761976351, 129, 9053452527843100, -9053452527843100]
[18446809568184827214, 1, 21615477154195, 21615477154195]
[37164090982048418922557, 2014, 12260045295165462291, 12260045295165462291]
[36893000452754505709, 2, 575452660840329, -575452660840329]
[18446579389580183894, 1, 208563127489125, -208563127489125]
[2051564494426767638069282, 111215, 4972266383783261197, 4972266383783261197]
[18437586239994296427, 1, 9201712713376592, -9201712713376592]
[682530855985365640077, 37, 298264818261626, -298264818261626]
[793225012459874786847, 43, 13130493444847030, 13130493444847030]
[8956297491479807095920491, 485514, 123685408893937773725, 123685408893937773725]
[184500573785300448281, 10, 32694258223718091, 32694258223718091]
[8285047016261853326032873, 449075, 1055716399655065025448, 1055716399655065025448]
[5515446275163272803000, 299, 143322696321429681, -143322696321429681]
[4150526749490890705963, 225, 539868335723312, -539868335723312]
[29016898057798188091920, 1573, 100608189018433033, 100608189018433033]
[405836889700753393649, 22, 7554741184587231, 7554741184587231]
[2639602622181353548238, 143, 1711944944156306521, 1711944944156306521]
[239757355207360002078, 13, 50888177839747169, -50888177839747169]
[793216874820388665240, 43, 4992853958725423, 4992853958725423]
[55338070046140075645, 3, 2293811982943412, -2293811982943412]
[8476965165565915353954472, 459553, 311578464753904946035, -311578464753904946035]
[84818385886936192983937, 4598, 54880386312442575, 54880386312442575]
[21858517125014105445406, 1185, 926598944487082109, -926598944487082109]
[4869129574124946035198293, 263891, 1188254496965494541364, 1188254496965494541364]
[239866746265340513649, 13, 58502880140764402, 58502880140764402]
[1752102521708110464871, 95, 342333799118471934, -342333799118471934]
[129130270386165979997, 7, 2754717212268864, 2754717212268864]
[3228210473504588520834, 175, 22581780745742509, 22581780745742509]
[64729879300082200175790, 3509, 100374030975552119, 100374030975552119]
[1209359315008065077668504, 65559, 6343616502742215883, 6343616502742215883]
[36894524128868562191, 2, 948223453216153, 948223453216153]
[16656302540218987992632, 903, 1146981076040743525, -1146981076040743525]
[14147793641506588721289, 767, 892718220196484284, -892718220196484284]
[18448334016627105019, 1, 1546063919432000, 1546063919432000]
[51343417910640488304607, 2783, 6007038255034292730, 6007038255034292730]
[2969955378071406111959, 161, 22517685470755900, 22517685470755900]
[652123094233299489599227, 35351, 10693317130540704558, 10693317130540704558]
[36869758299095924057, 2, 23817606319421981, -23817606319421981]
[31000251717280348198982, 1681, 8798831221250145957, -8798831221250145957]
[55338604777650482825, 3, 1759080472536232, -1759080472536232]
[18396549294205979332701153, 997195, 1504581705651336519448, 1504581705651336519448]
[18446586747999747675, 1, 201204707925344, -201204707925344]
