N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[2791316162109375, 1, 393962561813416, 393962561813416]
[2360926472653125, 1, 36427127642834, -36427127642834]
[118255661976524787, 49, 785335562022796, 785335562022796]
[2428419134375000, 1, 31065534079041, 31065534079041]
[165047410737343750, 69, 369987683077421, -369987683077421]
[1310211949921875, 1, 1087141650374084, -1087141650374084]
[2477257035288750, 1, 79903434992791, 79903434992791]
[55223885742187500, 23, 84752935380443, 84752935380443]
[3101138637943255, 1, 703785037647296, 703785037647296]
[52578172235527715, 22, 163606970983383, -163606970983383]
[21512851990201061, 9, 63330412462570, -63330412462570]
[21692760558218750, 9, 116578155555119, 116578155555119]
[2473706356408648361, 1035, 7554619897669204, -7554619897669204]
[16719619767206719, 7, 61855434864994, -61855434864994]
[1057020044754531, 1, 1340333555541428, -1340333555541428]
[134562256400528385, 56, 310454783954681, 310454783954681]
[740938779865625, 1, 1656414820430334, -1656414820430334]
[16282289192359047, 7, 499186009712666, -499186009712666]
[9071518051618750, 3, 1879457250730873, 1879457250730873]
[3998468511152073, 2, 796238689439845, -796238689439845]
[5092445794921875, 2, 297738594329957, 297738594329957]
[2377275412811000, 1, 20078187484959, -20078187484959]
[4110309188750219, 3, 3081751612137658, -3081751612137658]
[1878889841949120, 1, 518463758346839, -518463758346839]
[3390237109296180, 1, 992883509000221, 992883509000221]
[64716299095392256, 27, 12248112598637, -12248112598637]
[13391955309917184, 5, 1405187308437389, 1405187308437389]
[5088082202464239979, 2125, 6294198164672896, -6294198164672896]
[296815123279289524273, 123750, 142615242664598023, 142615242664598023]
[13906066401622681, 5, 1919298400142886, 1919298400142886]
[4663245527385753, 2, 131461673206165, -131461673206165]
[7105683178695101, 3, 86377622192776, -86377622192776]
[118078672816032500, 49, 608346401530509, 608346401530509]
[42172580623548992925, 17576, 36693744747217541, 36693744747217541]
[1382248104565250, 1, 1015105495730709, -1015105495730709]
[233597098485150125, 91, 15437920858217856, 15437920858217856]
[15727324801931250, 7, 1054150400140463, -1054150400140463]
[18931402995663015, 8, 247425806704657, -247425806704657]
[2418177894916784, 1, 20824294620825, 20824294620825]
[1430353634935212, 1, 966999965360747, -966999965360747]
[4531397066776125, 2, 263310133815793, -263310133815793]
[24950131056244290, 11, 1420758547011259, -1420758547011259]
[8935368690865071, 4, 654045710318765, -654045710318765]
[175881729265064537, 64, 22451098846123161, 22451098846123161]
[1567262638046875, 1, 830090962249084, -830090962249084]
[425818923483840458, 175, 6282043432047633, 6282043432047633]
[272327469357486153, 121, 17752316278324886, -17752316278324886]
[21627226540173527, 9, 51044137509896, 51044137509896]
[2340683028358675, 1, 56670571937284, -56670571937284]
[29541834076814059, 12, 773590873262551, 773590873262551]
[40365761697657396, 17, 389249507373907, -389249507373907]
[29154943742640625, 12, 386700539089117, 386700539089117]
[57295804306121875, 24, 240682100981141, -240682100981141]
[4154001401875325, 2, 640705798716593, -640705798716593]
[693049436172048384, 289, 214245686516233, 214245686516233]
[1606695746036784, 1, 790657854259175, -790657854259175]
[2206816887510144, 1, 190536712785815, -190536712785815]
[153840614904995031, 64, 409984486053655, 409984486053655]
[267401584180548125000, 111537, 7955664337746017, 7955664337746017]
[47080471889052756, 19, 1530753483429535, 1530753483429535]
[538122765146484375, 224, 1115558680189559, 1115558680189559]
[33658383631640625, 14, 95433227497199, 95433227497199]
[6561740049265209600, 2737, 183245255169817, 183245255169817]
[2495663215763627, 1, 98309615467668, 98309615467668]
[5363982024831325, 2, 569274824239407, 569274824239407]
[25601923228292670, 11, 768966374962879, -768966374962879]
[45098754624846846, 19, 450963780776375, -450963780776375]
[1780519724340713125, 741, 4080706521407506, 4080706521407506]
[57044305941194673, 22, 4302526734683575, 4302526734683575]
[14347229070710250, 7, 2434246131361463, -2434246131361463]
[77002921661309875, 32, 287606451839187, 287606451839187]
[2638379050734375, 1, 241025450438416, 241025450438416]
[2441613856968000, 1, 44260256672041, 44260256672041]
[73873493199309375, 28, 6747592391022523, 6747592391022523]
[2254062742691760, 1, 143290857604199, -143290857604199]
