N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[78907545649740257558669, 1755, 558641568510709634, 558641568510709634]
[125126918494906915305022, 2783, 229564205319157009, -229564205319157009]
[764390062458206391948, 17, 48877763665254379, 48877763665254379]
[297956776698158339118500, 6627, 1401594237197273839, -1401594237197273839]
[6383808568973690392109, 142, 688385533653227585, -688385533653227585]
[8407729030511367678415, 187, 24001128584834844, -24001128584834844]
[44961683599030145905, 1, 437440527726048, 437440527726048]
[82999450288704418577515, 1846, 989880108951521493, 989880108951521493]
[674414475932049333712, 15, 4216445486964143, -4216445486964143]
[1753494591440519203541, 39, 5991258924829118, 5991258924829118]
[975145032329943008817500, 21689, 19435601815975460973, -19435601815975460973]
[44958591458189054185, 1, 2654700313365672, -2654700313365672]
[56077986628230983916713, 1247, 11312668578466355034, 11312668578466355034]
[1843305607526975521787, 41, 105484971623692350, -105484971623692350]
[89922620321610201725, 2, 128004605362011, 128004605362011]
[762884058429040770993615, 16967, 26594857730213279896, 26594857730213279896]
[702963338991781662359791, 15635, 5744696403672104404, -5744696403672104404]
[2652715904474043257542, 59, 2381122400485979, 2381122400485979]
[44956691334388719457, 1, 4554824113700400, -4554824113700400]
[1753467101732292875489, 39, 21498449301498934, -21498449301498934]
[1753521344246037566503, 39, 32744064443192080, 32744064443192080]
[44961356773368790593, 1, 110614866370736, 110614866370736]
[19726278707310888844173055, 438741, 63393516621346306982, -63393516621346306982]
[2742603470776577321394, 61, 32544892070289883, -32544892070289883]
[37825879775783861552013, 841, 13471756483326452276, 13471756483326452276]
[17399042889583097521597, 387, 959373757338963062, -959373757338963062]
[21785899773219417532531323905, 484558767, 466228128001599892912414, -466228128001599892912414]
[44965573425419117421, 1, 4327266916697564, 4327266916697564]
[1393258608325476238313, 31, 540022588098777254, -540022588098777254]
[261623724335571415435003, 5819, 5767060754165712880, -5767060754165712880]
[103366480959744848684293, 2299, 576041347785433050, 576041347785433050]
[1034226643591262241024, 23, 117981945706584313, 117981945706584313]
[45278651205839561066981, 1007, 2676324227624270982, 2676324227624270982]
[2203065754994992105030, 49, 35306771626467963, -35306771626467963]
[134883530346970032128, 3, 208128537227443, -208128537227443]
[44931044701393707103, 1, 30201457108712754, -30201457108712754]
[48812505595675325681073, 1085, 29553513700200136228, 29553513700200136228]
[9849214008949789311329, 219, 2701100237759362646, 2701100237759362646]
[44964603424072265625, 1, 3357265569845768, 3357265569845768]
[179891732445044431275, 4, 46747811034751847, 46747811034751847]
[4990764599435392737500, 111, 66275841624133373, 66275841624133373]
[44965651516337109375, 1, 4405357834689518, 4405357834689518]
[44967514653369140625, 1, 6268494866720768, 6268494866720768]
[2112993530724463265450, 47, 185038725150467829, -185038725150467829]
[14340060542087188703875, 319, 2576982475083230508, -2576982475083230508]
[44970650249351072125, 1, 9404090848652268, 9404090848652268]
[89929158929641244259, 2, 6666612636404545, 6666612636404545]
[5260465552157276155163, 117, 248387506968106, -248387506968106]
[44962465022455518625, 1, 1218863953098768, 1218863953098768]
[44925122767209596327, 1, 36123391292823530, -36123391292823530]
[2652360532324901645377, 59, 352991026741126186, -352991026741126186]
[44977575559544474223, 1, 16329401042054366, 16329401042054366]
[3284944816718897214571, 73, 2773847148220565010, 2773847148220565010]
[6698223314061497923095963, 148955, 1020892521769973296528, 1020892521769973296528]
[44972511198462749385, 1, 11265039960329528, 11265039960329528]
[1394100172275832531125, 31, 301541362257515558, 301541362257515558]
[44954878141874203125, 1, 6368016628216732, -6368016628216732]
[1124048345006163841999, 25, 17191043603345574, 17191043603345574]
[13712334499008470903613, 305, 845579334767152772, -845579334767152772]
[569731285083017733368329, 12673, 62587483683433479432, -62587483683433479432]
[224796074017543496253, 5, 10156774968603032, -10156774968603032]
[132411355156334288103663, 2945, 485219544661624798, 485219544661624798]
[8121327525904333506760488065, 180630891, 62428176285817665514522, -62428176285817665514522]
[134880483924937426819, 3, 3254550569832752, -3254550569832752]
[61927405888974142267369, 1377, 15769928716310124280, 15769928716310124280]
[44952291344272276374, 1, 8954814230143483, -8954814230143483]
[2742625046954142517191, 61, 10968714505094086, -10968714505094086]
[44961591150424704278, 1, 344991922284421, 344991922284421]
[2113184127424125050737, 47, 5557974511317458, 5557974511317458]
[9215345475969979090957, 205, 1709986523016979728, -1709986523016979728]
[584406902957469904587, 13, 89297103061553554, -89297103061553554]
[712498103024519175162315, 15847, 2764849268672311564, -2764849268672311564]
[10655034434577208229125, 237, 780904987865276984, -780904987865276984]
[3441688662017186493212443, 76551, 139692662332249260764, -139692662332249260764]
[5170574522899529261947, 115, 31214671750978392, 31214671750978392]
[5440324212710542202383, 121, 13427531749399686, 13427531749399686]
[841807113863596964062265, 18723, 2297962043842920346, -2297962043842920346]
[18075212962973964579275, 402, 792007255991796761, 792007255991796761]
[150798318376524857957023, 3354, 1701239092258243355, -1701239092258243355]
[2045569369143562503616375, 45494, 102436408653414642017, 102436408653414642017]
[2564688505290083575475, 57, 1897474255445643626, 1897474255445643626]
[134875773901229434465, 3, 7964574277825106, -7964574277825106]
[81151040047674462008787, 1805, 4009268422405833098, -4009268422405833098]
[217472657174188439598938239, 4836975, 3766463333802688874336, -3766463333802688874336]
[89918093768878404965, 2, 4398548126434749, -4398548126434749]
[1663700741571163539010, 37, 134633706574004301, 134633706574004301]
[134884998772037294638, 3, 1260296530035067, 1260296530035067]
[584503033258416752147, 13, 6833197885294006, 6833197885294006]
[109302597944417430859375, 2431, 1808533098048187008, 1808533098048187008]
[87372376754364990234375, 1943, 12675468394788452224, 12675468394788452224]
[404663146377656581207, 9, 11930951134802494, 11930951134802494]
[44962472089554545812, 1, 1225931052125955, 1225931052125955]
[37633177621240490525780, 837, 614586573965105471, 614586573965105471]
[46175152937714650072869, 1027, 46867067335120270, -46867067335120270]
[36618372750648565386067437, 814463, 898679343790997924354, -898679343790997924354]
[1769362899160153138050281, 39353, 2979084607409417760, 2979084607409417760]
[3551967046563208581243, 79, 28600041517412540, 28600041517412540]
[584463142112433835549, 13, 33057948097622592, -33057948097622592]
[13377948241260514811756867049, 297543985, 111306236824638043096, -111306236824638043096]
[1844022281681016416817, 41, 611189182417202680, 611189182417202680]
[2742641633572795965645, 61, 5617904148354368, 5617904148354368]
[861867498740354892967533, 19166, 140254866497513988271, 140254866497513988271]
[1723673526612972204888211, 38318, 848496311476480807685, 848496311476480807685]
[41590492349799917520106, 925, 1339653185179152381, 1339653185179152381]
[422002269799755027787195, 9386, 3986643948684990607, -3986643948684990607]
[9035683628218592265625, 201, 1526849640394125632, -1526849640394125632]
[1882785918927646414412971, 41875, 33736040357582901096, 33736040357582901096]
[134883069837140506250, 3, 668638366753321, -668638366753321]
[674416786239188728679, 15, 1906138347569176, -1906138347569176]
[44961288630219409950, 1, 42471716990093, 42471716990093]
[6339575454191714714375, 141, 39745842873514538, 39745842873514538]
[486856870087497001655026, 10829, 28464562925702976427, -28464562925702976427]
[44961447960209909947, 1, 201801707490090, 201801707490090]
[87815050196774448580167889, 1953125, 116293449409796964764, 116293449409796964764]
[44922467446746375883, 1, 38778711756043974, -38778711756043974]
[44959118220601562500, 1, 2127937900857357, -2127937900857357]
[2068516504050537109375, 46, 299180759425795953, 299180759425795953]
[3057825839062718129375, 68, 461100284553579099, 461100284553579099]
[5620649992122340671119, 125, 494222309538188994, 494222309538188994]
[32860871489898424035063, 731, 5799451966844880404, -5799451966844880404]
[25132264155654036503283, 559, 1072446948816196780, -1072446948816196780]
[44961735399354416790, 1, 489240851996933, 489240851996933]
[13533037123384866528519, 301, 297970324361848438, -297970324361848438]
[233152190265503958327333, 5185, 28128933668911368788, 28128933668911368788]
[44958772669690658799, 1, 2473488811761058, -2473488811761058]
[9756603311559300997515, 217, 12895164275888546, 12895164275888546]
[674400705162253909741, 15, 17987215282388114, -17987215282388114]
[22970802069910256526367, 511, 4394717084480020560, -4394717084480020560]
[18566760442317693862191, 413, 2234221143805538750, -2234221143805538750]
[44966351260692858899, 1, 5105102190439042, 5105102190439042]
[134898979208487086390, 3, 15240732979826819, 15240732979826819]
[63077615479016988971121, 1403, 3012881361906088250, -3012881361906088250]
[153963176528228616517020129, 3424361, 361328346888446916248, -361328346888446916248]
[44961709034092240984, 1, 462875589821127, 462875589821127]
[13533412238159053394825, 301, 77144449825017868, 77144449825017868]
[1393706124785133778619, 31, 92506128441236948, -92506128441236948]
[6390933102202058180092630, 142129, 636146940267748237077, 636146940267748237077]
[854268458372280796427, 19, 4781360734819144, 4781360734819144]
[1283330335866932789827151, 28543, 1486764798219848800, 1486764798219848800]
[584492915016302026847, 13, 3285044229431294, -3285044229431294]
[77104758777942251158781, 1715, 3778383889398895974, -3778383889398895974]
[44939032775895671875, 1, 22213382606747982, -22213382606747982]
[128166990519125014868453, 2850, 27438967393118276003, 27438967393118276003]
[584495528656003559875, 13, 671404527898266, -671404527898266]
[89921905971821071995, 2, 586345183767719, -586345183767719]
[44959234749446438239, 1, 2011409055981618, -2011409055981618]
[3102338348146740118573, 69, 12363210073148440, 12363210073148440]
[515030431187997452988546, 11455, 643557647766473389, -643557647766473389]
[1663577821804055065909, 37, 11713939465531200, 11713939465531200]
[494535621666724421875, 11, 38086076802196552, -38086076802196552]
[44961109405839546875, 1, 136752662872982, -136752662872982]
[1394518635463890645302, 31, 720004550315629735, 720004550315629735]
[134924639545949514217, 3, 40901070442254646, 40901070442254646]
[16231356819462780723057, 361, 346956243407154680, 346956243407154680]
[584156104580400035629, 13, 340095480131422512, -340095480131422512]
[314730738908152895185, 7, 2015798635956186, 2015798635956186]
[106380060038501747014605, 2366, 1751627485021632943, 1751627485021632943]
[106330567160249110030261, 2365, 2780004609112931544, -2780004609112931544]
[11914742383990529122897, 265, 12151987387860792, 12151987387860792]
[44952156786806983935, 1, 9089371695435922, -9089371695435922]
[44961611483837988774, 1, 365325335568917, 365325335568917]
[4821466602015604987621818111, 107236051, 115938885408213153404, 115938885408213153404]
[89915123234124845251, 2, 7369082879994463, -7369082879994463]
[3686679898221320636775, 82, 142286775877791499, -142286775877791499]
[2652608811164551499561, 59, 104712187091272002, -104712187091272002]
[477431457765220468714465, 10619, 12015191916727747018, -12015191916727747018]
[51214698251342389300823, 1139, 3838876808133083700, 3838876808133083700]
[5439942887099296061577, 121, 367898079496741120, -367898079496741120]
[79534320449933922625481, 1769, 2124004456858101552, -2124004456858101552]
[44962718709820700635, 1, 1472551318280778, 1472551318280778]
[114064382035244922778809, 2537, 2299468875716398400, -2299468875716398400]
[494528003535561968315, 11, 45704207964650112, -45704207964650112]
[5979615683156654327503, 133, 230055924167513478, -230055924167513478]
[2382944684877331995299, 53, 1361523296257122, -1361523296257122]
[764157053015659123975, 17, 184131678882013594, -184131678882013594]
[3189263814407451171875, 71, 2984662846220637972, -2984662846220637972]
[125139625805662469609375, 2783, 12477746550235147344, 12477746550235147344]
[584479466279024366875, 13, 16733781507091266, -16733781507091266]
[44949693483119183850, 1, 11552675383236007, -11552675383236007]
[44966788377769265625, 1, 5542219266845768, 5542219266845768]
[2203230729775735692225, 49, 129668009117119232, 129668009117119232]
[1034101239950228073750, 23, 7421695327582961, -7421695327582961]
[3192243664338244758339, 71, 4812915427051508, -4812915427051508]
[44961434629138972845, 1, 188470636552988, 188470636552988]
[44966056592220424177, 1, 4810433718004320, 4810433718004320]
[12814113583713141832418, 285, 158428539952173173, 158428539952173173]
[1034108559280838137980, 23, 102364717518731, -102364717518731]
[224928119598174531682, 5, 121888805662432397, 121888805662432397]
[89921459423509130725, 2, 1032893495708989, -1032893495708989]
[28099902229592288253421, 625, 876619471724157204, -876619471724157204]
[224805489692624713301, 5, 741099887385984, -741099887385984]
[3641220927760108072895, 81, 640011078587935522, -640011078587935522]
[106556306671929115833073, 2370, 1846723721619228017, -1846723721619228017]
[40150493480740206862285, 893, 100661197545929984, 100661197545929984]
[1663477543814933610361, 37, 88564049655924348, -88564049655924348]
[43207438077145564335373, 961, 319481175261147204, -319481175261147204]
[359764008739202382099, 8, 74039471183023243, 74039471183023243]
[49726996419718666988063, 1106, 141831585009373779, -141831585009373779]
[1124022862219998843557, 25, 8291742561652868, -8291742561652868]
[55798849743558047284625, 1241, 1943260856544242088, 1943260856544242088]
[743960210983221519903125, 16549, 103451693835026310368, -103451693835026310368]
[89921572113037109375, 2, 920203967730339, -920203967730339]
[29989756575996724365625, 667, 605388275610321006, 605388275610321006]
[513949768235516734512375, 11431, 2236602324426872992, -2236602324426872992]
[41827448939664872929267, 931, 31471233900879957600, -31471233900879957600]
[116765628353492257927715, 2597, 1272079861473559086, 1272079861473559086]
[44925024566020918813, 1, 36221592481501044, -36221592481501044]
[44961766762770084535, 1, 520604267664678, 520604267664678]
[854260424487206513623, 19, 3252524339463660, -3252524339463660]
[1844248419429743843191, 41, 837326931144629054, 837326931144629054]
[3282138738514734023861, 73, 32231055942625700, -32231055942625700]
[44948921897923944158, 1, 12324260578475699, -12324260578475699]
[5216072538210819148175111, 116014, 61473621680589114887, -61473621680589114887]
[5978755911839193018349, 133, 1089827241628822632, -1089827241628822632]
[1738413250340702592325247, 38663, 76590114523533394056, 76590114523533394056]
[7237411227414214515014, 161, 1349404104675081963, -1349404104675081963]
[44961221013253408357, 1, 25145249011500, -25145249011500]
[87532155476396380859375, 1947, 7390794207830602204, -7390794207830602204]
[3462025045550555742219, 77, 9091345869413230, 9091345869413230]
[44962556466022237303, 1, 1310307519817446, 1310307519817446]
[15056210695822207661711, 335, 5806767276102990384, -5806767276102990384]
[44939681742479982832, 1, 21564416022437025, -21564416022437025]
[584478643987058439696, 13, 17556073473018445, -17556073473018445]
[179844913878042311237, 4, 70755967368191, -70755967368191]
[1338298312726221469709975, 29766, 18140427761559753487, -18140427761559753487]
[1095754594253514280940621, 24389, 805238306201236951752, -805238306201236951752]
[44953784831473083685, 1, 7461327029336172, -7461327029336172]
[44960450750080166399, 1, 795408422253458, -795408422253458]
[83119283632920712277695, 1849, 14060514150262037898, -14060514150262037898]
[44967097616276828047, 1, 5851457774408190, 5851457774408190]
[2635851602573509200828541, 58621, 178391515938846391344, 178391515938846391344]
[734536885094226314601655, 16337, 5006602772281397846, 5006602772281397846]
[1393776556437919749095, 31, 22074475655266472, -22074475655266472]
[224804096641410194326, 5, 2134151101904959, -2134151101904959]
[122558060799587953334561429, 2730348, 201787726786811717158807, -201787726786811717158807]
[44955483964693514124, 1, 5762193808905733, -5762193808905733]
[7148819310696187743320, 159, 18828505697013943, -18828505697013943]
[584481271957973661636, 13, 14928102557796505, -14928102557796505]
[44961299742463551720, 1, 53583961131863, 53583961131863]
[2382966666390665148885, 53, 20619990036896464, 20619990036896464]
[44966326220172301561, 1, 5080061669881704, 5080061669881704]
[50781835747270312835496410, 1129463, 228222650305803450381, -228222650305803450381]
[134860463486868980809, 3, 23274988638278762, -23274988638278762]
[44948292115877637994, 1, 12954042624781863, -12954042624781863]
[1348952726956907205863, 30, 115342201834610153, 115342201834610153]
[13264368549074783538541, 295, 800932316569680726, 800932316569680726]
[494580704033413975575, 11, 6996289887357148, 6996289887357148]
[5827989703944045038297347, 129623, 21906859514130826564, -21906859514130826564]
[854318107496263537725, 19, 54430484717560442, 54430484717560442]
[89842553602526132707, 2, 79938714478707007, -79938714478707007]
[2652845726868538861582, 59, 132203516896090019, 132203516896090019]
[314715972367560392861, 7, 12750741956546138, -12750741956546138]
[2652713020456090536175, 59, 502895552235388, -502895552235388]
[4091555061705685154705, 91, 81661281964947718, 81661281964947718]
[44961562979512262002, 1, 316821009842145, 316821009842145]
[4091155356942600356141, 91, 318043481119850846, -318043481119850846]
[10654967678542857052273, 237, 847661022216453836, -847661022216453836]
[449639768139577072421, 10, 27306554552873851, 27306554552873851]
[96672631149206272673356654541731, 2150114899311, 785892220756655973252523204, 785892220756655973252523204]
[854254982479478303867, 19, 8694532067673416, -8694532067673416]
[1932624745125651342601, 43, 708839689952711250, -708839689952711250]
[7103876893945759794461, 158, 902377457055, 902377457055]
[32655137205924614712772681, 726327, 1429832641972394702558, -1429832641972394702558]
[1528717128259367034513, 34, 34758870284759375, 34758870284759375]
[16725584511370507428355, 372, 940407607241551, 940407607241551]
[134883513124591152229, 3, 225350916107342, -225350916107342]
[134895787393761354982, 3, 12048918254095411, 12048918254095411]
[3191358724782901076591, 71, 889752470770733256, -889752470770733256]
[44960825777004873470, 1, 420381497546387, -420381497546387]
[2472852569451299100437, 55, 15969266333991698, -15969266333991698]
[11332687790582422853815919, 252050, 205696331887928859069, 205696331887928859069]
[44995639624044165375, 1, 34393465541745518, 34393465541745518]
[584526110068150390625, 13, 29910007618932484, 29910007618932484]
[336073153184818001134669, 7475, 12161849987587296406, -12161849987587296406]
[201932977513735158843673, 4489, 101943508217796105600, 101943508217796105600]
[854296758555007474090, 19, 33081543461496807, 33081543461496807]
[6204037248030313387553, 138, 614721843020552713, -614721843020552713]
[179843674793421719367, 4, 1309840587960061, -1309840587960061]
[44961270389691083001, 1, 24231188663144, 24231188663144]
[134890193764069771250, 3, 6455288562511679, 6455288562511679]
[3261025229067843662341475, 72557, 1227908454616415222874, -1227908454616415222874]
[239606159361031626004157, 5329, 7678582372230586204, 7678582372230586204]
[43213906871326257962455, 961, 6149313005432479878, 6149313005432479878]
[1528628007105706132655, 34, 54362283376142483, -54362283376142483]
[73466720527802394559307, 1634, 44304809440512969, 44304809440512969]
[449596082179256443561, 10, 16379405767755009, -16379405767755009]
[1034075182954572974501, 23, 33478690982682210, -33478690982682210]
[44960730671088852059, 1, 515487413567798, -515487413567798]
[79266243292040407663151, 1763, 433685399358544740, -433685399358544740]
[205164588909584736835459, 4563, 6422688338195027968, 6422688338195027968]
[134870936208596141183, 3, 12802266911118388, -12802266911118388]
[53458887751531498219410, 1189, 33930927878990563, -33930927878990563]
[1034097511734032066321, 23, 11149911523590390, -11149911523590390]
[2113189349287322933039, 47, 10779837709199760, 10779837709199760]
[89933789908703556673, 2, 11297591698716959, 11297591698716959]
[44962961683161629302, 1, 1715524659209445, 1715524659209445]
[718435848451451660156250, 15979, 96084741493261247, 96084741493261247]
[44978784117944880786, 1, 17537959442460929, 17537959442460929]
[129511639163213357594467, 2881, 21711019432114013550, -21711019432114013550]
[1753465367013090211019, 39, 23233168504163404, -23233168504163404]
[12993745079070626038341, 289, 55060736573300332, -55060736573300332]
[197645888386784307901244891, 4396197, 12607091485554766838938, -12607091485554766838938]
[494579376577103720583, 11, 5668833577102156, 5668833577102156]
[44952990883165352185, 1, 8255275337067672, -8255275337067672]
[1303921210145080705310, 29, 45071548510529457, 45071548510529457]
[1303770036358386996575, 29, 106102238183179278, -106102238183179278]
[1034112802025047880993, 23, 4140379492224282, 4140379492224282]
[2113024774292103623339, 47, 153795157510109940, -153795157510109940]
[688670112784788615587281, 15317, 1294624992949362388, -1294624992949362388]
[44961095236844144435, 1, 150921658275422, -150921658275422]
[178542509979294887474391, 3971, 1401483881778222244, 1401483881778222244]
[44974054393040014957, 1, 12808234537595100, 12808234537595100]
[75577683270703634733783, 1681, 2171521738933045834, -2171521738933045834]
[737221905090655790315579, 16399, 97570662625392919364, -97570662625392919364]
[134874695194554804874, 3, 9043280952454697, -9043280952454697]
[23082898443124821319735, 513, 17779163813079933094, 17779163813079933094]
[629388468850507628013, 14, 68977368526249985, -68977368526249985]
[5620125867258189159663, 125, 29902554613322462, -29902554613322462]
[128863612242698832575219, 2867, 40280493727605154800, -40280493727605154800]
[21266185718982798863607, 473, 483713988845728754, -483713988845728754]
[44965773647833651157, 1, 4527489331231300, 4527489331231300]
[53194418506916024622607, 1183, 5264301407661931776, 5264301407661931776]
[3012419111933779683538, 67, 15619314117553119, 15619314117553119]
[91493396513066311999093, 2035, 2739419486112409902, -2739419486112409902]
[404651084741794499225, 9, 130684727279488, -130684727279488]
[44941226875112235000, 1, 20019283390184857, -20019283390184857]
[44956181639886687500, 1, 5064518615732357, -5064518615732357]
[44963438716660007500, 1, 2192558157587643, 2192558157587643]
[269764546838991015625, 6, 2930112023503517, -2930112023503517]
[1141453434776567593945391798, 25390625, 140705966657910236248827, -140705966657910236248827]
[494561583286017176343, 11, 12124457509442084, -12124457509442084]
[1573665926943995424947, 35, 22311396410729952, 22311396410729952]
[200795334453687997265625, 4466, 1590890183809815737, -1590890183809815737]
[44961668254226181250, 1, 422095723761393, 422095723761393]
[44996670369320710403, 1, 35424210818290546, 35424210818290546]
[44958690956938764049, 1, 2555201563655808, -2555201563655808]
[2742591629627477587498, 61, 44386041170023779, -44386041170023779]
[73896036644838493285731, 1643, 24709206419017460680, 24709206419017460680]
[2959190726467051108013148, 65773, 1954682883871446758687, 1954682883871446758687]
[804133284588246510559206, 17885, 1397043430731416761, 1397043430731416761]
[4675954359181484824811, 104, 15241302766840317, -15241302766840317]
[89922654478280427507, 2, 162161275587793, 162161275587793]
[1034122144319932801718, 23, 13482674377145007, 13482674377145007]
[6383974912562195049915, 142, 522041945148569779, -522041945148569779]
[6383984965832424247155, 142, 511988674919372539, -511988674919372539]
[44962398194234078125, 1, 1152035731658268, 1152035731658268]
[134874327383165346694, 3, 9411092341912877, -9411092341912877]
[116225285408921105796141, 2585, 464089192350465796, 464089192350465796]
[2472685584929216049121, 55, 182953788417043014, -182953788417043014]
[2399727094693206507350087, 53391, 798798955396191235000, -798798955396191235000]
[1388795005653017841901506, 30889, 12926936963405061367, -12926936963405061367]
[111998960021170307404583, 2491, 495840340779540796, 495840340779540796]
[6582954220722727625626459, 146410, 178170656388334363089, 178170656388334363089]
[2382955153241412621157, 53, 9106840784368736, 9106840784368736]
[784935386476204477548179, 17459, 43010205089270735184, -43010205089270735184]
[8317787534095119521441, 185, 43005227828152104, -43005227828152104]
[2051920916339346326927642321, 45637018, 23716101340538870175895, 23716101340538870175895]
[197964582474722891883824, 4403, 215638836737253453, 215638836737253453]
[812582907074820252603091, 18073, 1694747793981472470, -1694747793981472470]
[5351685155967150683919, 119, 1296863105362720936, 1296863105362720936]
[1573031174096362158711, 35, 612441451222536284, -612441451222536284]
[44953823984134071825, 1, 7422174368348032, -7422174368348032]
[584470191870804042279, 13, 26008189727415862, -26008189727415862]
[44961246395347227075, 1, 236844807218, 236844807218]
[44961298333915013505, 1, 52175412593648, 52175412593648]
[1528679689063018366875, 34, 2680326063908263, -2680326063908263]
[6565755445785650303085, 146, 1413506644297003963, 1413506644297003963]
[179828896381714115809, 4, 16088252295563619, -16088252295563619]
[1438356854379653272155, 32, 403022692424163269, -403022692424163269]
[44961332563879149808, 1, 86405376729951, 86405376729951]
[14344254522228911341000, 319, 1616997666639406617, 1616997666639406617]
[2383090175344442005442, 53, 144128943813753021, 144128943813753021]
[89921312391861994967, 2, 1179925142844747, -1179925142844747]
[224806371570101148916, 5, 140777589049631, 140777589049631]
[18839605818513313870320515, 419018, 34375669946906680089, 34375669946906680089]
[8812382578537159730999, 196, 21668529314560973, -21668529314560973]
[44961769309637979568, 1, 523151135559711, 523151135559711]
[44961535028016216337, 1, 288869513796480, 288869513796480]
[854269016919682357334, 19, 5339908136380051, 5339908136380051]
[2933211897774280653623871, 65231, 344849609009303931904, 344849609009303931904]
[2652562786935358516157, 59, 150736416284255406, -150736416284255406]
[32781431598451590109783, 729, 4683148903326034030, 4683148903326034030]
[44934160853975342207, 1, 27085304527077650, -27085304527077650]
[34844299641795772298200162, 774965, 907512571944493720157, 907512571944493720157]
[48964503962469986002025, 1089, 1706895860850777752, 1706895860850777752]
[404651244241775868865, 9, 28815254090152, 28815254090152]
