N indicates the RSA integer, Dim indicates the smooth bound of |u-vN|

The first element in the list represents the value of u, the second is the value of v,the third is the value of |u-vn |, and the fourth is the value of u-vn
[14155152168389375000, 147, 47479797115407647, 47479797115407647]
[28650966356448784516, 299, 44231187843162685, -44231187843162685]
[12280642537304515759, 128, 3589187342204113, -3589187342204113]
[23533737545798498304, 245, 20950260341886049, 20950260341886049]
[90040796211314585, 2, 101900324486290413, -101900324486290413]
[322526499542382767203, 3360, 65416770406370563, 65416770406370563]
[16740912791795381013, 169, 521888092847758682, 521888092847758682]
[1053241986546527414, 11, 2434177290300075, -2434177290300075]
[192097023989335465, 2, 155903291730467, 155903291730467]
[479708495867591424, 5, 144305876421071, -144305876421071]
[32918925139743722489163, 343000, 1022940104465332163, 1022940104465332163]
[95173851514683249, 1, 796708834119250, -796708834119250]
[136448130942266325, 1, 40477570593463826, 40477570593463826]
[492472792600856613, 5, 12619990856844118, 12619990856844118]
[3745358455017003253, 38, 98477161762508291, 98477161762508291]
[32872546166262701652, 343, 45356033376555505, -45356033376555505]
[284891583244883615, 3, 3020097801523882, -3020097801523882]
[95725154167941760, 1, 245406180860739, -245406180860739]
[135548570707373824, 1, 39578010358571325, 39578010358571325]
[98148523887935488, 1, 2177963539132989, 2177963539132989]
[28696668579994060800, 299, 1471035702113599, 1471035702113599]
[102203092124208075, 1, 6232531775405576, 6232531775405576]
[90246867065091000, 1, 5723693283711499, -5723693283711499]
[6124847275052080575, 64, 17268587271279361, -17268587271279361]
[128491441033795840, 1, 32520880684993341, 32520880684993341]
[77257019018133864, 1, 18713541330668635, -18713541330668635]
[8358736741539430400, 87, 9297991193612987, 9297991193612987]
[1621507144713984000, 17, 9992381215658483, -9992381215658483]
[7397700195475923840, 77, 7967048618131417, 7967048618131417]
[60006018248369549824, 625, 24418030367987949, 24418030367987949]
[11613075034077972000, 121, 637231872869621, 637231872869621]
[15179465625884398080000, 158171, 293875046041989329, -293875046041989329]
[1370745896343752500000, 14283, 1617118193593217, -1617118193593217]
[15476234024954477385, 161, 24973808797275046, 24973808797275046]
[95486010157570032, 1, 484550191232467, -484550191232467]
[382060068643468215, 4, 1822172751741781, -1822172751741781]
[1628823106810479008, 17, 2676419119163475, -2676419119163475]
[18822422632952575065, 196, 12192804587285261, 12192804587285261]
[90907845535862784, 1, 5062714812939715, -5062714812939715]
[95289306134031009, 1, 681254214771490, -681254214771490]
[6258231778965522048, 65, 20145356293359613, 20145356293359613]
[1348233523458595496397675, 14047232, 112797068965870764907, 112797068965870764907]
[569005889901208141824, 5929, 3562406841874747, -3562406841874747]
[94493472364143762, 1, 1477087984658737, -1477087984658737]
[1635518101383504000, 17, 4018575453861517, 4018575453861517]
[6621618575000000000, 69, 350089067372431, -350089067372431]
[843740323607232674, 5, 363887521863220179, 363887521863220179]
[10126762413601856890, 121, 1485675388603245489, -1485675388603245489]
[925097024697915038125, 9639, 36793495807750264, 36793495807750264]
[864546751250000000, 9, 811708110777509, 811708110777509]
[158862330425217573, 1, 62891770076415074, 62891770076415074]
[80475460789964625, 1, 15495099558837874, -15495099558837874]
[50720918145397500000, 529, 47508279119021971, -47508279119021971]
[4746815108368962750, 49, 44257651277640299, 44257651277640299]
[330202064004405775, 3, 42290382957998278, 42290382957998278]
[3654825973905931550, 39, 88025879697365911, -88025879697365911]
[94484327009716875, 1, 1486233339085624, -1486233339085624]
[247934944380232484375, 2584, 52983561073173041, -52983561073173041]
[123968090852484463, 4, 259914150542725533, -259914150542725533]
[1125224435896335957, 11, 69548272059508468, 69548272059508468]
[98834728303444480, 1, 2864167954641981, 2864167954641981]
[60421536857785745408, 627, 247995519086578535, 247995519086578535]
[93904420151953125, 1, 2066140196849374, -2066140196849374]
[2415681137861901056, 25, 16417129141838581, 16417129141838581]
[194887394459169720, 1, 98916834110367221, 98916834110367221]
[145319396092523752, 1, 49348835743721253, 49348835743721253]
[89877094179585328, 1, 6093466169217171, -6093466169217171]
[444062653704892068, 5, 35790148039120427, -35790148039120427]
[21718652766927272763145, 226304, 131077751872029449, 131077751872029449]
[103065098336763255, 1, 7094537987960756, 7094537987960756]
[925041649548765749, 17, 706457876380876734, -706457876380876734]
[4410033914779211719, 46, 4611861265703235, -4611861265703235]
[97069389900252000, 1, 1098829551449501, 1098829551449501]
[72394244024092900, 1, 23576316324709599, -23576316324709599]
[753314479736328125, 8, 14450003054091867, -14450003054091867]
[97241761128829075, 1, 1271200780026576, 1271200780026576]
[99636764302075000, 1, 3666203953272501, 3666203953272501]
[87279576312500000, 1, 8690984036302499, -8690984036302499]
[1824985743357444096, 19, 1545096730196615, 1545096730196615]
[55389404245702527, 1, 40581156103099972, -40581156103099972]
[1144438390753413613, 19, 679002255873833868, -679002255873833868]
[2620165687912639867, 23, 412842799890182390, 412842799890182390]
[91624622060176744, 1, 4345938288625755, -4345938288625755]
[34781206172838824699, 361, 135833886921122560, 135833886921122560]
[572417870056845384, 5, 92565068312832889, 92565068312832889]
[384814768697734375, 4, 932527302524379, 932527302524379]
[176900383566168507, 2, 15040737131436491, -15040737131436491]
[101040162788361951, 1, 5069602439559452, 5069602439559452]
[99356904879606990, 1, 3386344530804491, 3386344530804491]
[39197975625926355, 1, 56772584722876144, -56772584722876144]
[242154760857359350, 1, 146184200508556851, 146184200508556851]
[125324177803386240, 1, 29353617454583741, 29353617454583741]
[93907405795112000, 1, 2063154553690499, -2063154553690499]
[1246338706014045000, 13, 1278578520387487, -1278578520387487]
[42070198768355667, 1, 53900361580446832, -53900361580446832]
[66310761533512496, 1, 29659798815290003, -29659798815290003]
[99641893059700264, 1, 3671332710897765, 3671332710897765]
[1078859419446863936, 11, 23183255610036447, 23183255610036447]
[658790995232279052, 7, 13002927209338441, -13002927209338441]
[376133170411344654, 1, 280162610062542155, 280162610062542155]
[107476354380764754, 1, 11505794031962255, 11505794031962255]
[751412874969904875, 8, 16351607820515117, -16351607820515117]
[1020679111201211847, 5, 540826309457199352, 540826309457199352]
[91118982864495495, 1, 4851577484307004, -4851577484307004]
[2806307773168427937500, 29241, 32618009094064241, 32618009094064241]
[135661124091796875, 1, 39690563742994376, 39690563742994376]
[30760506809987955, 1, 65210053538814544, -65210053538814544]
[92927323569775149, 1, 3043236779027350, -3043236779027350]
[1823793655294771875, 19, 353008667524394, 353008667524394]
[4917368772256005520, 51, 22870194467078071, 22870194467078071]
[1819862933842449613, 16, 284333968261609629, 284333968261609629]
[40205350341334906, 1, 55765210007467593, -55765210007467593]
[17956015921030134675, 187, 9521135804067362, 9521135804067362]
[70574415680567751664, 735, 36053824197914899, 36053824197914899]
[126209415363260749, 1, 30238855014458250, 30238855014458250]
[54873658853591630, 1, 41096901495210869, -41096901495210869]
[97750808251723935, 1, 1780247902921436, 1780247902921436]
[9144806144646953781, 95, 27602911510716376, 27602911510716376]
[478686460152272274, 5, 1166341591740221, -1166341591740221]
[41266924457018806, 1, 54703635891783693, -54703635891783693]
[168531435121858809, 1, 72560874773056310, 72560874773056310]
[101977523868136675, 1, 6006963519334176, 6006963519334176]
[196003447684196625, 2, 4062326986591627, 4062326986591627]
[891708067952250275, 9, 27973024813027784, 27973024813027784]
[478250800609967616, 5, 1602001134044879, -1602001134044879]
[88247727606147200, 1, 7722832742655299, -7722832742655299]
[763765143904055215, 8, 3999338886364777, -3999338886364777]
[289124725175000000, 3, 1213044128592503, 1213044128592503]
[23223566934282769600, 243, 97279230476237657, -97279230476237657]
[11915533734564834972, 125, 80786309035477403, -80786309035477403]
[87533096560000000, 1, 8437463788802499, -8437463788802499]
[231046834442660379, 1, 135076274093857880, 135076274093857880]
[201764447711701875, 2, 9823327014096877, 9823327014096877]
[97772686537891365, 1, 1802126189088866, 1802126189088866]
[152872479919785249, 1, 56901919570982750, 56901919570982750]
[30675763597697016435, 319, 61154846429019254, 61154846429019254]
[99154251817560005, 1, 3183691468757506, 3183691468757506]
[171526421955641753, 1, 75555861606839254, 75555861606839254]
[2763898218754521849, 29, 19248031360750622, -19248031360750622]
[17667866506311225963, 184, 9283402131566147, 9283402131566147]
[95976623430370410, 1, 6063081567911, 6063081567911]
[671808437105805714, 7, 14514664188221, 14514664188221]
[53701620569739075, 1, 42268939779063424, -42268939779063424]
[262355495276953575, 1, 166384934928151076, 166384934928151076]
[654294202751070750, 7, 17499719690546743, -17499719690546743]
[95867821854086373, 1, 102738494716126, -102738494716126]
[1055499836800657339, 11, 176327036170150, -176327036170150]
[864307889925287990, 9, 572846786065499, 572846786065499]
[767781464702139615, 8, 16981911719623, 16981911719623]
[454604861995225392, 5, 25247939748787103, -25247939748787103]
[12763463873489334720, 133, 620652901397647, -620652901397647]
[93919820872771278, 1, 2050739476031221, -2050739476031221]
[2207236516895121250, 23, 86371127336227, -86371127336227]
[479879752659762708, 5, 26950915750213, 26950915750213]
[865728370616440865, 11, 189947793220386624, -189947793220386624]
[672747656967899185, 11, 382928506868928304, -382928506868928304]
[1049623856673237105, 11, 6052307163590384, -6052307163590384]
[94429827936000570, 1, 1540732412801929, -1540732412801929]
[23229184089597756725, 242, 4308485187551967, 4308485187551967]
[92910459723963217973, 968, 10957306322398941, 10957306322398941]
[117848625629177898, 1, 21878065280375399, 21878065280375399]
[194193737082528183, 2, 2252616384923185, 2252616384923185]
[96467458976457569, 1, 496898627655070, 496898627655070]
[288025096813330940, 3, 113415766923443, 113415766923443]
[11998417609979682021, 125, 2097566379369646, 2097566379369646]
[3646920783065524965, 38, 39489811030003, 39489811030003]
[1823421273954921333, 19, 19372672326148, -19372672326148]
[2207350695431552517, 23, 27807409095040, 27807409095040]
[470510143190664577, 5, 9342658553347918, -9342658553347918]
[11976653819684686451, 125, 19666223915625924, -19666223915625924]
[1145506003380834264, 11, 89829839544006775, 89829839544006775]
[486481896284157774, 5, 6629094540145279, 6629094540145279]
[1439152095333107584, 15, 406309898929901, -406309898929901]
[473781599206089174, 5, 6071202537923321, -6071202537923321]
[97499072404515600, 1, 1528512055713101, 1528512055713101]
[478601233752635136, 5, 1251567991377359, -1251567991377359]
[2975166357333565824, 31, 78986520688355, 78986520688355]
[811816297519831175, 21, 1203565469805021304, -1203565469805021304]
[128000116644023041327, 1334, 24610861279492339, -24610861279492339]
[2210059444073458125, 23, 2736556051000648, 2736556051000648]
[4701286342981021875, 49, 1271114110300576, -1271114110300576]
[2783700923165906250, 29, 554673050633779, 554673050633779]
[192043047611765625, 2, 101926914160627, 101926914160627]
[27735698899863281250, 289, 206959059359039, 206959059359039]
[2197239177808795120, 23, 10083710213662357, -10083710213662357]
[2782738503544503140, 29, 407746570769331, -407746570769331]
[195949117477410505, 4, 187933123917799491, -187933123917799491]
[267149170766440820, 3, 20762510279966677, -20762510279966677]
[1795916259314701498, 15, 356357854082664013, 356357854082664013]
[756492879318550465, 8, 11271603471869527, -11271603471869527]
[90723061014517991969, 950, 448971316844382081, -448971316844382081]
[287478816571349000, 3, 432864475058497, -432864475058497]
[672442535874966480, 7, 648613433348987, 648613433348987]
[1356937111272507765, 19, 466503535354739716, -466503535354739716]
[1448853813248107279, 15, 9295408016069794, 9295408016069794]
[1958089217383053898, 19, 134648570755806417, 134648570755806417]
[85972690209656250, 1, 9997870139146249, -9997870139146249]
[96286056514522875, 1, 315496165720376, 315496165720376]
[69785681915194245, 1, 26184878433608254, -26184878433608254]
[99984277752108750, 1, 4013717403306251, 4013717403306251]
[32517476882666015625, 338, 79427484770770963, 79427484770770963]
[15455246398925781250, 161, 3986182768578911, 3986182768578911]
[381953088189617175, 4, 1929153205592821, -1929153205592821]
[98468931521507421875, 1026, 3136603636057901, 3136603636057901]
[13051997698974609375, 136, 1491537469511, 1491537469511]
[103956287204281512, 1, 7985726855479013, 7985726855479013]
[104971911241950324, 1, 9001350893147825, 9001350893147825]
[128723004558745917385, 1331, 986188734489791216, 986188734489791216]
[95962818777804000, 1, 7741570998499, -7741570998499]
[487402247241944892, 5, 7549445497932397, 7549445497932397]
[457065891158541425222, 4805, 4072651317454582473, -4072651317454582473]
[488020816820606069, 5, 8168015076593574, 8168015076593574]
[1246044958123175700, 13, 1572326411256787, -1572326411256787]
[187456864897919133, 2, 4484255799685865, -4484255799685865]
[1620800382012508883, 17, 10699143917133600, -10699143917133600]
[2954913942233310750, 31, 20173428579566719, -20173428579566719]
[427790803012685567, 5, 52061998731326928, -52061998731326928]
[34391082795841200, 1, 61579477552961299, -61579477552961299]
[355374522223692400, 3, 67462841177284903, 67462841177284903]
[92141456106707920, 1, 3829104242094579, -3829104242094579]
[96049926030212000, 1, 79365681409501, 79365681409501]
[287717287956921550, 3, 194393089485947, -194393089485947]
[18992172090598961345, 198, 9998858463933457, -9998858463933457]
[8831159228965034493, 92, 1867676875204585, 1867676875204585]
[35674654262742495, 1, 60295906086060004, -60295906086060004]
[176602817007869175, 1, 80632256659066676, 80632256659066676]
